"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"mu[608] NA",0.248855838266667,0.24879,0.249210688311814,14634.3,0.95,0.213691,0.285785,NA,NA,NA,NA,NA,NA,NA
"mu[609] NA",0.262758573933333,0.262328,0.259792703603919,15000,0.95,0.231659,0.293633,NA,NA,NA,NA,NA,NA,NA
"mu[610] NA",0.240310319133333,0.2398975,0.239237103112481,15000,0.95,0.20595,0.276319,NA,NA,NA,NA,NA,NA,NA
"mu[611] NA",0.275166506666667,0.2748115,0.271705638699311,15000,0.95,0.240602,0.308097,NA,NA,NA,NA,NA,NA,NA
"mu[612] NA",0.129406668146667,0.1285955,0.122029795239764,12389.6,0.95,0.0893684,0.171021,NA,NA,NA,NA,NA,NA,NA
"mu[613] NA",0.124021777046667,0.123009,0.119715285788532,10621.7,0.95,0.0831142,0.161759,NA,NA,NA,NA,NA,NA,NA
"mu[614] NA",0.131766120326667,0.130925,0.12665316231917,13132.8,0.95,0.0910191,0.171856,NA,NA,NA,NA,NA,NA,NA
"mu[615] NA",0.129477730706667,0.1286095,0.122795768844881,11362.4,0.95,0.08943,0.171013,NA,NA,NA,NA,NA,NA,NA
"mu[616] NA",0.272179214,0.2719365,0.269250396862016,15037.2,0.95,0.235094,0.309734,NA,NA,NA,NA,NA,NA,NA
"mu[617] NA",0.247055813066667,0.2468155,0.245724980627259,15000,0.95,0.217553,0.276719,NA,NA,NA,NA,NA,NA,NA
"mu[618] NA",0.13102796394,0.130136,0.125035230874325,11719.2,0.95,0.0925569,0.172811,NA,NA,NA,NA,NA,NA,NA
"mu[619] NA",0.278044204,0.277806,0.275304312569782,15000,0.95,0.248914,0.309805,NA,NA,NA,NA,NA,NA,NA
"mu[620] NA",0.284736276866667,0.2844555,0.284998388772088,15000,0.95,0.251081,0.317619,NA,NA,NA,NA,NA,NA,NA
"mu[621] NA",0.2456997364,0.2452465,0.240525709607332,15000,0.95,0.204639,0.290399,NA,NA,NA,NA,NA,NA,NA
"mu[622] NA",0.227696613933333,0.2273,0.223284939098697,15589,0.95,0.187338,0.267478,NA,NA,NA,NA,NA,NA,NA
"mu[623] NA",0.2336729238,0.233544,0.234649129889503,14278.8,0.95,0.200849,0.267001,NA,NA,NA,NA,NA,NA,NA
"mu[624] NA",0.128533800406667,0.1277585,0.1289279634293,12521.9,0.95,0.0889844,0.168866,NA,NA,NA,NA,NA,NA,NA
"mu[625] NA",0.248065954133333,0.2478885,0.245920444716483,15000,0.95,0.212062,0.285213,NA,NA,NA,NA,NA,NA,NA
"mu[626] NA",0.251405809,0.2509515,0.250445056819885,15000,0.95,0.204575,0.298524,NA,NA,NA,NA,NA,NA,NA
"mu[627] NA",0.2376826178,0.237351,0.236666556155752,15000,0.95,0.191225,0.283556,NA,NA,NA,NA,NA,NA,NA
"mu[628] NA",0.249706989733333,0.249231,0.245796040425853,15000,0.95,0.201862,0.299895,NA,NA,NA,NA,NA,NA,NA
"mu[629] NA",0.259183391666667,0.2584985,0.258098866081119,15000,0.95,0.207647,0.311971,NA,NA,NA,NA,NA,NA,NA
"mu[630] NA",0.2826584338,0.282245,0.280484589220916,14295.8,0.95,0.24746,0.319396,NA,NA,NA,NA,NA,NA,NA
"mu[631] NA",0.12881756792,0.1279695,0.123241414258877,12440.6,0.95,0.088878,0.16772,NA,NA,NA,NA,NA,NA,NA
"mu[632] NA",0.222270234533333,0.2219225,0.222580449403134,15000,0.95,0.18056,0.265531,NA,NA,NA,NA,NA,NA,NA
"mu[633] NA",0.14466692178,0.143827,0.139910347623803,12856.5,0.95,0.106506,0.183692,NA,NA,NA,NA,NA,NA,NA
"mu[634] NA",0.255545054333333,0.2551355,0.252018833919548,15000,0.95,0.220609,0.292471,NA,NA,NA,NA,NA,NA,NA
"mu[635] NA",0.255504530733333,0.2548255,0.252689620947716,15000,0.95,0.210336,0.300616,NA,NA,NA,NA,NA,NA,NA
"mu[636] NA",0.2400859916,0.2395715,0.239324675796227,15000,0.95,0.191194,0.291678,NA,NA,NA,NA,NA,NA,NA
"mu[637] NA",0.25264948,0.252114,0.251706741298517,15000,0.95,0.212973,0.293737,NA,NA,NA,NA,NA,NA,NA
"mu[638] NA",0.250149572333333,0.249771,0.250264283453725,15000,0.95,0.208469,0.294467,NA,NA,NA,NA,NA,NA,NA
"mu[639] NA",0.135074707433333,0.13408,0.132093683377923,11924.3,0.95,0.0962713,0.178685,NA,NA,NA,NA,NA,NA,NA
"mu[640] NA",0.13509512758,0.1340825,0.131628960666499,11716.8,0.95,0.098058,0.173408,NA,NA,NA,NA,NA,NA,NA
"mu[641] NA",0.12547092524,0.124605,0.122123279506326,12452.1,0.95,0.0898958,0.162942,NA,NA,NA,NA,NA,NA,NA
"mu[642] NA",0.224091805,0.2236375,0.223439576832348,14306,0.95,0.187121,0.262737,NA,NA,NA,NA,NA,NA,NA
"mu[643] NA",0.129982188733333,0.129291,0.130900731337489,11341.6,0.95,0.0917899,0.171323,NA,NA,NA,NA,NA,NA,NA
"mu[644] NA",0.259879212666667,0.2595925,0.259745214372787,15000,0.95,0.214634,0.305514,NA,NA,NA,NA,NA,NA,NA
"mu[645] NA",0.132581193666667,0.131712,0.130013047774368,11972.7,0.95,0.0925223,0.174804,NA,NA,NA,NA,NA,NA,NA
"mu[646] NA",0.126438460273333,0.1255155,0.124199961206132,13146,0.95,0.0883888,0.166962,NA,NA,NA,NA,NA,NA,NA
"mu[647] NA",0.231345691866667,0.2308785,0.231133902790754,15000,0.95,0.197942,0.266383,NA,NA,NA,NA,NA,NA,NA
"mu[648] NA",0.2567378882,0.2563055,0.256799151949011,15000,0.95,0.208479,0.306167,NA,NA,NA,NA,NA,NA,NA
"mu[649] NA",0.2429580504,0.242397,0.242393326988015,15000,0.95,0.195639,0.29335,NA,NA,NA,NA,NA,NA,NA
"mu[650] NA",0.261341236666667,0.2609195,0.260997380763913,15000,0.95,0.213038,0.311009,NA,NA,NA,NA,NA,NA,NA
"mu[651] NA",0.2626512678,0.26193,0.257130315117181,15000,0.95,0.2122,0.31646,NA,NA,NA,NA,NA,NA,NA
"mu[652] NA",0.288562392133333,0.2883615,0.289290013166958,15000,0.95,0.252475,0.325732,NA,NA,NA,NA,NA,NA,NA
"mu[653] NA",0.1293052455,0.128429,0.126916403173002,11878.6,0.95,0.0890424,0.170257,NA,NA,NA,NA,NA,NA,NA
"mu[654] NA",0.12903503696,0.1283435,0.129244104068458,12431,0.95,0.0891286,0.168484,NA,NA,NA,NA,NA,NA,NA
"mu[655] NA",0.128076968333333,0.1272095,0.124673161038974,11872.4,0.95,0.0880618,0.167424,NA,NA,NA,NA,NA,NA,NA
"mu[656] NA",0.255532439933333,0.255003,0.252397986079161,15000,0.95,0.212704,0.299988,NA,NA,NA,NA,NA,NA,NA
"mu[657] NA",0.128915050613333,0.127994,0.125553930223852,11305.4,0.95,0.0891977,0.170319,NA,NA,NA,NA,NA,NA,NA
"mu[658] NA",0.290727635066667,0.2907485,0.29256268869951,15000,0.95,0.259179,0.325177,NA,NA,NA,NA,NA,NA,NA
"mu[659] NA",0.129464692786667,0.128535,0.127777099320726,12000.8,0.95,0.0899614,0.170618,NA,NA,NA,NA,NA,NA,NA
"mu[660] NA",0.278744351866667,0.278601,0.27883148947213,16000.8,0.95,0.248519,0.307828,NA,NA,NA,NA,NA,NA,NA
"mu[661] NA",0.244547427533333,0.244423,0.244531233230945,15000,0.95,0.197431,0.289682,NA,NA,NA,NA,NA,NA,NA
"mu[662] NA",0.127309657586667,0.1263985,0.125944893872021,10805.1,0.95,0.0869321,0.167471,NA,NA,NA,NA,NA,NA,NA
"mu[663] NA",0.2439141432,0.24359,0.243872369630024,15000,0.95,0.20604,0.285286,NA,NA,NA,NA,NA,NA,NA
"mu[664] NA",0.2670596488,0.2669795,0.266649954788376,14488.6,0.95,0.23194,0.299756,NA,NA,NA,NA,NA,NA,NA
"mu[665] NA",0.129350540326667,0.128294,0.127310490389771,13162.1,0.95,0.0897336,0.170364,NA,NA,NA,NA,NA,NA,NA
"mu[666] NA",0.237064586866667,0.236729,0.234230382485257,15000,0.95,0.193642,0.279181,NA,NA,NA,NA,NA,NA,NA
"mu[667] NA",0.246615794733333,0.246352,0.246433265879432,15000,0.95,0.207078,0.288856,NA,NA,NA,NA,NA,NA,NA
"mu[668] NA",0.267222691,0.2667085,0.269957356866266,15419.9,0.95,0.21988,0.312939,NA,NA,NA,NA,NA,NA,NA
"mu[669] NA",0.244009654266667,0.2434985,0.241951918898477,15000,0.95,0.19828,0.289935,NA,NA,NA,NA,NA,NA,NA
"mu[670] NA",0.12886514248,0.1279465,0.127054429284168,12003.3,0.95,0.0892514,0.170214,NA,NA,NA,NA,NA,NA,NA
"mu[671] NA",0.247158112866667,0.2466995,0.245009507889054,15000,0.95,0.207376,0.289136,NA,NA,NA,NA,NA,NA,NA
"mu[672] NA",0.127681965866667,0.126787,0.12556675761566,10985.8,0.95,0.0880763,0.168496,NA,NA,NA,NA,NA,NA,NA
"mu[673] NA",0.2767868182,0.2766205,0.276039786172497,15000,0.95,0.246367,0.306661,NA,NA,NA,NA,NA,NA,NA
"mu[674] NA",0.245660683933333,0.245327,0.242784321993264,14549,0.95,0.198094,0.293453,NA,NA,NA,NA,NA,NA,NA
"mu[675] NA",0.2481953978,0.2476725,0.24788101864754,14446.6,0.95,0.201286,0.300823,NA,NA,NA,NA,NA,NA,NA
"mu[676] NA",0.13078661428,0.129991,0.13011654369901,11987.2,0.95,0.0928868,0.173179,NA,NA,NA,NA,NA,NA,NA
"mu[677] NA",0.2391506776,0.2387405,0.23597939881416,15000,0.95,0.200001,0.276886,NA,NA,NA,NA,NA,NA,NA
"mu[678] NA",0.217207729,0.216969,0.216506810243141,14310.3,0.95,0.187819,0.246435,NA,NA,NA,NA,NA,NA,NA
"mu[679] NA",0.249048512666667,0.2482745,0.245735279487357,14558.6,0.95,0.197516,0.29989,NA,NA,NA,NA,NA,NA,NA
"mu[680] NA",0.254938425533333,0.2546515,0.253479389952102,15000,0.95,0.226837,0.28352,NA,NA,NA,NA,NA,NA,NA
"mu[681] NA",0.228726141933333,0.2284905,0.230203221718976,14544.9,0.95,0.19764,0.260013,NA,NA,NA,NA,NA,NA,NA
"mu[682] NA",0.129549050586667,0.1286815,0.125151122671099,12064.8,0.95,0.0888999,0.171279,NA,NA,NA,NA,NA,NA,NA
"mu[683] NA",0.242466237333333,0.2422435,0.240994160781076,15000,0.95,0.214061,0.272391,NA,NA,NA,NA,NA,NA,NA
"mu[684] NA",0.128263625486667,0.1272435,0.126473142408998,12721.9,0.95,0.0885473,0.168489,NA,NA,NA,NA,NA,NA,NA
"mu[685] NA",0.257829072666667,0.2572195,0.255156464251984,16156.1,0.95,0.206969,0.311409,NA,NA,NA,NA,NA,NA,NA
"mu[686] NA",0.252499893,0.252062,0.252806122013031,15000,0.95,0.201419,0.30631,NA,NA,NA,NA,NA,NA,NA
"mu[687] NA",0.1290865999,0.128098,0.12638031671826,12667,0.95,0.0884521,0.169128,NA,NA,NA,NA,NA,NA,NA
"mu[688] NA",0.2719570146,0.2716555,0.270287642648888,15000,0.95,0.235904,0.308597,NA,NA,NA,NA,NA,NA,NA
"mu[689] NA",0.225407499266667,0.22506,0.223530785934538,15000,0.95,0.1874,0.260483,NA,NA,NA,NA,NA,NA,NA
"mu[690] NA",0.129317653893333,0.128358,0.128095632470408,12451.8,0.95,0.0879931,0.170387,NA,NA,NA,NA,NA,NA,NA
"mu[691] NA",0.131473180086667,0.1308235,0.132438866682106,11338.9,0.95,0.0921148,0.173022,NA,NA,NA,NA,NA,NA,NA
"mu[692] NA",0.246797497133333,0.246156,0.243169586248207,14027.5,0.95,0.197968,0.295714,NA,NA,NA,NA,NA,NA,NA
"mu[693] NA",0.271173981933333,0.271047,0.269488565713907,14469.7,0.95,0.241406,0.301706,NA,NA,NA,NA,NA,NA,NA
"mu[694] NA",0.260450265733333,0.259874,0.255533998341487,15000,0.95,0.211487,0.316905,NA,NA,NA,NA,NA,NA,NA
"mu[695] NA",0.2844982746,0.284385,0.284642862630619,15000,0.95,0.249677,0.318115,NA,NA,NA,NA,NA,NA,NA
"mu[696] NA",0.264538697066667,0.26416,0.261874347588197,15000,0.95,0.233236,0.296056,NA,NA,NA,NA,NA,NA,NA
"mu[697] NA",0.2419126024,0.2412725,0.238793470637942,14632.6,0.95,0.198063,0.285457,NA,NA,NA,NA,NA,NA,NA
"mu[698] NA",0.239583316866667,0.2390575,0.239602975637217,15000,0.95,0.190199,0.291674,NA,NA,NA,NA,NA,NA,NA
"mu[699] NA",0.244241291,0.2441805,0.244377027032255,15000,0.95,0.212408,0.2774,NA,NA,NA,NA,NA,NA,NA
"mu[700] NA",0.272714492,0.272365,0.269294045354117,15000,0.95,0.233276,0.312965,NA,NA,NA,NA,NA,NA,NA
"mu[701] NA",0.257930664333333,0.257922,0.258500355495056,15000,0.95,0.221828,0.293553,NA,NA,NA,NA,NA,NA,NA
"mu[702] NA",0.2562612902,0.255576,0.253988502009,15000,0.95,0.210809,0.302979,NA,NA,NA,NA,NA,NA,NA
"mu[703] NA",0.138686520146667,0.13807,0.138967231841897,13422.5,0.95,0.0988741,0.178814,NA,NA,NA,NA,NA,NA,NA
"mu[704] NA",0.129039546506667,0.127953,0.12323315564077,13170.2,0.95,0.0885155,0.169211,NA,NA,NA,NA,NA,NA,NA
"mu[705] NA",0.303830565866667,0.303593,0.303877485204565,15000,0.95,0.271314,0.335888,NA,NA,NA,NA,NA,NA,NA
"mu[706] NA",0.286345445066667,0.286181,0.286181497089626,15707.2,0.95,0.255414,0.314811,NA,NA,NA,NA,NA,NA,NA
"mu[707] NA",0.2435650498,0.2432865,0.244547960969403,14600.9,0.95,0.209308,0.27694,NA,NA,NA,NA,NA,NA,NA
"mu[708] NA",0.127934181073333,0.127047,0.125238610062528,11128.9,0.95,0.0889922,0.169306,NA,NA,NA,NA,NA,NA,NA
"mu[709] NA",0.260634806333333,0.260119,0.26145188614749,14638.8,0.95,0.209058,0.312573,NA,NA,NA,NA,NA,NA,NA
"mu[710] NA",0.2463230248,0.245958,0.246703556524377,15000,0.95,0.195762,0.296346,NA,NA,NA,NA,NA,NA,NA
"mu[711] NA",0.2755512636,0.275401,0.274739551142006,15000,0.95,0.246909,0.305836,NA,NA,NA,NA,NA,NA,NA
"mu[712] NA",0.243716974333333,0.2433325,0.242278736363293,14991.4,0.95,0.204476,0.286136,NA,NA,NA,NA,NA,NA,NA
"mu[713] NA",0.256501094466667,0.256216,0.255360520885288,14648.2,0.95,0.220822,0.292864,NA,NA,NA,NA,NA,NA,NA
"mu[714] NA",0.128391238586667,0.1274885,0.124414231029208,12028.6,0.95,0.0878057,0.168711,NA,NA,NA,NA,NA,NA,NA
"mu[715] NA",0.247895158066667,0.247311,0.244799739889169,15000,0.95,0.208002,0.288429,NA,NA,NA,NA,NA,NA,NA
"mu[716] NA",0.238148015066667,0.237789,0.237408930760199,15000,0.95,0.197696,0.279984,NA,NA,NA,NA,NA,NA,NA
"mu[717] NA",0.239594876333333,0.239253,0.236219408636239,15000,0.95,0.18959,0.292157,NA,NA,NA,NA,NA,NA,NA
"mu[718] NA",0.2168080766,0.216485,0.215260835562507,15000,0.95,0.179534,0.254694,NA,NA,NA,NA,NA,NA,NA
"mu[719] NA",0.132516230086667,0.131564,0.131033907370487,12790.1,0.95,0.0936248,0.175365,NA,NA,NA,NA,NA,NA,NA
"mu[720] NA",0.259833942666667,0.2596845,0.259929427766586,15000,0.95,0.23124,0.289641,NA,NA,NA,NA,NA,NA,NA
"mu[721] NA",0.2865606594,0.286369,0.285533831026066,15000,0.95,0.255638,0.317033,NA,NA,NA,NA,NA,NA,NA
"mu[722] NA",0.129468480893333,0.1283265,0.12475869238345,12576.3,0.95,0.0901624,0.170605,NA,NA,NA,NA,NA,NA,NA
"mu[723] NA",0.128351011346667,0.1274765,0.125323108300134,11571.5,0.95,0.0884232,0.168771,NA,NA,NA,NA,NA,NA,NA
"mu[724] NA",0.257285502666667,0.257209,0.258611698401048,15000,0.95,0.227963,0.286605,NA,NA,NA,NA,NA,NA,NA
"mu[725] NA",0.129613042726667,0.128841,0.126763363276269,12676.6,0.95,0.0895742,0.172513,NA,NA,NA,NA,NA,NA,NA
"mu[726] NA",0.246897724133333,0.246359,0.244105962683904,15000,0.95,0.202725,0.29239,NA,NA,NA,NA,NA,NA,NA
"mu[727] NA",0.235265687066667,0.235038,0.23477975352553,15000,0.95,0.19862,0.272148,NA,NA,NA,NA,NA,NA,NA
"mu[728] NA",0.2348491042,0.234585,0.233973311578515,14137.4,0.95,0.205324,0.263054,NA,NA,NA,NA,NA,NA,NA
"mu[729] NA",0.226741274933333,0.226303,0.222221884790444,15000,0.95,0.180171,0.272293,NA,NA,NA,NA,NA,NA,NA
"mu[730] NA",0.247953171266667,0.2477865,0.247439525747249,15000,0.95,0.219757,0.277314,NA,NA,NA,NA,NA,NA,NA
"mu[731] NA",0.129295624526667,0.128272,0.125711253537422,11778.8,0.95,0.0882992,0.170153,NA,NA,NA,NA,NA,NA,NA
"mu[732] NA",0.2644308432,0.263668,0.261932825745214,15000,0.95,0.216784,0.311066,NA,NA,NA,NA,NA,NA,NA
"mu[733] NA",0.252366305066667,0.251602,0.250711254240568,15000,0.95,0.201443,0.304279,NA,NA,NA,NA,NA,NA,NA
"mu[734] NA",0.128189237946667,0.1275315,0.129983454397028,11995.7,0.95,0.0893769,0.168931,NA,NA,NA,NA,NA,NA,NA
"mu[735] NA",0.281743697666667,0.281523,0.282833571841592,14614,0.95,0.250116,0.312926,NA,NA,NA,NA,NA,NA,NA
"mu[736] NA",0.275496422066667,0.275531,0.276458328216699,15000,0.95,0.247162,0.304715,NA,NA,NA,NA,NA,NA,NA
"mu[737] NA",0.2334564818,0.233234,0.232031001248208,15000,0.95,0.202677,0.26446,NA,NA,NA,NA,NA,NA,NA
"mu[738] NA",0.1282177996,0.1271295,0.124914464041691,10957.3,0.95,0.089229,0.17108,NA,NA,NA,NA,NA,NA,NA
"mu[739] NA",0.2438537666,0.243403,0.243775014886626,14700.6,0.95,0.202657,0.286863,NA,NA,NA,NA,NA,NA,NA
"mu[740] NA",0.121382922893333,0.1205775,0.116231486478536,12163.1,0.95,0.0859762,0.158016,NA,NA,NA,NA,NA,NA,NA
"mu[741] NA",0.128928035686667,0.1279365,0.125243751466396,13117.5,0.95,0.0893473,0.170264,NA,NA,NA,NA,NA,NA,NA
"mu[742] NA",0.290255570466667,0.2900565,0.290745271906295,15000,0.95,0.25835,0.318927,NA,NA,NA,NA,NA,NA,NA
"mu[743] NA",0.248732357133333,0.2485825,0.249675393964816,15000,0.95,0.213843,0.283796,NA,NA,NA,NA,NA,NA,NA
"mu[744] NA",0.271010476266667,0.270714,0.265434992896478,15000,0.95,0.236177,0.305974,NA,NA,NA,NA,NA,NA,NA
"mu[745] NA",0.237432727066667,0.2370405,0.23432003350814,15000,0.95,0.190916,0.283164,NA,NA,NA,NA,NA,NA,NA
"mu[746] NA",0.244071503733333,0.243764,0.242149788592712,15000,0.95,0.212942,0.277023,NA,NA,NA,NA,NA,NA,NA
"mu[747] NA",0.256985463733333,0.2566655,0.255855772850229,14596.6,0.95,0.215636,0.298138,NA,NA,NA,NA,NA,NA,NA
"mu[748] NA",0.2411847632,0.240748,0.239132414259418,15000,0.95,0.199284,0.281582,NA,NA,NA,NA,NA,NA,NA
"mu[749] NA",0.267486626466667,0.267346,0.266464735607416,15000,0.95,0.236017,0.300639,NA,NA,NA,NA,NA,NA,NA
"mu[750] NA",0.13300793848,0.132006,0.130870596577409,13109.7,0.95,0.0930438,0.17647,NA,NA,NA,NA,NA,NA,NA
"mu[751] NA",0.240763992266667,0.2402025,0.238894899297125,15000,0.95,0.190278,0.291726,NA,NA,NA,NA,NA,NA,NA
"mu[752] NA",0.128393659006667,0.1275085,0.127535906465123,10888.3,0.95,0.0890728,0.169952,NA,NA,NA,NA,NA,NA,NA
"mu[753] NA",0.234679933533333,0.2343545,0.233603421827826,14779.1,0.95,0.20013,0.269719,NA,NA,NA,NA,NA,NA,NA
"mu[754] NA",0.118215308913333,0.1174285,0.117752135960977,11486.9,0.95,0.0830944,0.154063,NA,NA,NA,NA,NA,NA,NA
"mu[755] NA",0.128082899113333,0.127324,0.124265015302328,12161.9,0.95,0.0888605,0.168137,NA,NA,NA,NA,NA,NA,NA
"mu[756] NA",0.132233013026667,0.1311725,0.127607038669627,11798.9,0.95,0.0937489,0.175143,NA,NA,NA,NA,NA,NA,NA
"mu[757] NA",0.13416768034,0.133631,0.133829461814507,11746.1,0.95,0.0936686,0.174573,NA,NA,NA,NA,NA,NA,NA
"mu[758] NA",0.251757933066667,0.2513055,0.24954740766675,15000,0.95,0.215327,0.287319,NA,NA,NA,NA,NA,NA,NA
"mu[759] NA",0.249931858866667,0.2497285,0.248586187919947,15000,0.95,0.221447,0.278006,NA,NA,NA,NA,NA,NA,NA
"mu[760] NA",0.131379883806667,0.1302955,0.128072129820591,11994.3,0.95,0.0912553,0.173144,NA,NA,NA,NA,NA,NA,NA
"mu[761] NA",0.258989729533333,0.25813,0.251592972947218,15000,0.95,0.207359,0.309853,NA,NA,NA,NA,NA,NA,NA
"mu[762] NA",0.243275572266667,0.242901,0.243521703759976,15000,0.95,0.199246,0.28767,NA,NA,NA,NA,NA,NA,NA
"mu[763] NA",0.258482967066667,0.2581915,0.258109688675738,13891.4,0.95,0.224497,0.292127,NA,NA,NA,NA,NA,NA,NA
"mu[764] NA",0.132283456026667,0.131517,0.132184054909747,11912.4,0.95,0.0904055,0.173485,NA,NA,NA,NA,NA,NA,NA
"mu[765] NA",0.264166139466667,0.2641125,0.263990819504128,15402.1,0.95,0.231398,0.294671,NA,NA,NA,NA,NA,NA,NA
"mu[766] NA",0.246977086,0.246399,0.242508101633159,15000,0.95,0.206267,0.286801,NA,NA,NA,NA,NA,NA,NA
"mu[767] NA",0.12875428236,0.12782,0.124636490387002,11677.8,0.95,0.0884803,0.169992,NA,NA,NA,NA,NA,NA,NA
"mu[768] NA",0.128652261766667,0.1279135,0.130185942322948,12248.3,0.95,0.0875464,0.168192,NA,NA,NA,NA,NA,NA,NA
"mu[769] NA",0.233068185533333,0.2323975,0.227955780821301,15000,0.95,0.186967,0.279695,NA,NA,NA,NA,NA,NA,NA
"mu[770] NA",0.260959709133333,0.260444,0.261453395530008,15000,0.95,0.21228,0.310916,NA,NA,NA,NA,NA,NA,NA
"mu[771] NA",0.286458450533333,0.286259,0.287107317289446,14987.9,0.95,0.246664,0.322631,NA,NA,NA,NA,NA,NA,NA
"mu[772] NA",0.290034543066667,0.289724,0.28892867139202,15000,0.95,0.253764,0.325202,NA,NA,NA,NA,NA,NA,NA
"mu[773] NA",0.1314502445,0.130406,0.126599402094855,12806.9,0.95,0.0916276,0.171699,NA,NA,NA,NA,NA,NA,NA
"mu[774] NA",0.129442375606667,0.1285245,0.127392406548673,10758.8,0.95,0.0893767,0.170831,NA,NA,NA,NA,NA,NA,NA
"mu[775] NA",0.2618617252,0.2614855,0.263449115337442,15000,0.95,0.225523,0.298975,NA,NA,NA,NA,NA,NA,NA
"mu[776] NA",0.2166230646,0.2164055,0.21405391943006,15000,0.95,0.185446,0.247773,NA,NA,NA,NA,NA,NA,NA
"mu[777] NA",0.127214924593333,0.12634,0.126693291501441,12570.4,0.95,0.0897211,0.169882,NA,NA,NA,NA,NA,NA,NA
"mu[778] NA",0.12960670778,0.1287155,0.128098136005253,12317,0.95,0.0907511,0.172001,NA,NA,NA,NA,NA,NA,NA
"mu[779] NA",0.1288221167,0.127826,0.126446217498221,11673.9,0.95,0.0888913,0.170584,NA,NA,NA,NA,NA,NA,NA
"mu[780] NA",0.2299802798,0.22984,0.228833971726274,14651.2,0.95,0.197905,0.261006,NA,NA,NA,NA,NA,NA,NA
"mu[781] NA",0.125121322046667,0.124365,0.123471482785556,12411.1,0.95,0.087424,0.160981,NA,NA,NA,NA,NA,NA,NA
"mu[782] NA",0.12929993948,0.1283085,0.126769783620004,12856.6,0.95,0.0897691,0.171319,NA,NA,NA,NA,NA,NA,NA
"mu[783] NA",0.126670639466667,0.1260335,0.125840923405263,12961.3,0.95,0.0896352,0.166204,NA,NA,NA,NA,NA,NA,NA
"mu[784] NA",0.235100540533333,0.2347835,0.229847614541289,15000,0.95,0.201785,0.271723,NA,NA,NA,NA,NA,NA,NA
"mu[785] NA",0.258343987333333,0.2580885,0.258318844923957,15000,0.95,0.218286,0.296037,NA,NA,NA,NA,NA,NA,NA
"mu[786] NA",0.127287996206667,0.1264615,0.125306097552068,12127.5,0.95,0.0877542,0.167555,NA,NA,NA,NA,NA,NA,NA
"mu[787] NA",0.2728109964,0.272607,0.273365488164875,15475.4,0.95,0.238302,0.30624,NA,NA,NA,NA,NA,NA,NA
"mu[788] NA",0.2456419328,0.245405,0.241726187856717,15000,0.95,0.1967,0.29486,NA,NA,NA,NA,NA,NA,NA
"mu[789] NA",0.2487111482,0.248552,0.248439856681389,15000,0.95,0.218697,0.279439,NA,NA,NA,NA,NA,NA,NA
"mu[790] NA",0.128051029786667,0.1272,0.12554978030084,11253,0.95,0.0891913,0.169537,NA,NA,NA,NA,NA,NA,NA
"mu[791] NA",0.12509712134,0.124396,0.123790423570994,12938.9,0.95,0.0882875,0.163331,NA,NA,NA,NA,NA,NA,NA
