y[,1] sex[] internet[,1] y[,2] internet[,2]
1.523495 1 1 2.740625 1
1.380981 0 0 1.826442 0
1.435789 1 0 1.142028 0
1.161353 0 0 2.031886 0
2.069984 0 1 2.07702 1
2.3487 1 1 2.347313 1
2.128937 1 1 1.338739 1
2.78213 1 0 2.060057 0
3.699152 0 0 2.261674 1
2.154253 1 1 2.444648 1
1.784096 1 1 2.19011 1
3.005793 0 0 2.185526 1
1.748164 1 0 2.34878 0
1.606938 0 0 1.242857 0
2.691056 1 0 2.483871 0
1.212646 0 0 1.47227 1
1.292689 1 0 1.407732 0
2.667933 0 1 2.888331 1
2.782858 1 1 2.7548 1
2.655029 0 1 2.678615 1
2.655029 1 0 2.678615 1
2.790241 1 0 2.908953 1
1.345135 0 0 1.287445 1
1.809649 0 0 2.114124 1
1.487083 1 1 2.152172 1
1.866554 0 1 2.243968 1
1.823995 0 0 1.795937 1
1.866554 0 1 1.838496 0
1.927188 0 1 2.676743 1
2.08971 1 1 1.957778 0
1.985836 1 0 1.793379 0
1.888138 0 1 1.898354 1
2.377397 1 1 2.437351 1
2.115025 0 1 3.081708 1
2.335951 1 1 2.667139 1
1.64551 0 0 1.387529 1
1.968594 1 1 2.051533 0
2.243856 0 0 2.165417 0
3.238071 1 0 2.255029 0
1.905793 1 0 1.877735 0
2.62159 1 1 2.444648 1
2.247932 0 1 2.300549 1
2.08971 1 1 2.300549 1
2.628364 1 0 2.276511 0
2.218168 0 1 1.746582 1
1.597455 0 1 2.005285 1
2.311258 0 1 2.409039 1
3.099716 1 0 3.042482 1
2.544451 0 0 2.594002 0
1.602607 0 0 1.453342 1
1.698154 0 0 1.744204 1
2.059944 1 0 2.388561 0
2.847102 1 1 3.267279 1
1.435789 0 1 2.45762 1
2.283087 1 0 2.483871 1
1.578889 1 1 2.006568 1
1.538647 0 1 1.64412 1
2.043379 0 1 1.895902 1
2.556381 1 1 2.650925 1
1.723472 0 1 1.795937 1
2.478494 1 1 2.834848 1
1.818782 1 0 1.484692 0
1.618111 0 0 1.427534 0
1.396563 0 0 1.368505 1
1.500328 1 0 1.47227 1
1.366797 0 1 1.4785 1
1.946615 0 1 1.535831 0
1.944431 0 0 2.057198 1
2.66478 1 0 2.257221 1
2.088115 1 0 0.9658988 1
2.154247 1 1 2.518411 1
1.779545 0 1 1.656179 1
2.08971 0 1 2.794026 1
2.02072 1 0 2.397273 1
3.073398 0 0 2.594456 1
1.823995 0 1 1.950056 0
2.193475 1 0 2.240641 0
1.723472 0 0 1.790724 1
1.366797 0 0 1.918557 1
1.818782 0 0 1.556152 1
2.782858 1 1 3.017169 1
1.435789 0 0 1.64412 1
1.946615 1 0 1.695414 0
2.017632 1 0 1.790724 0
2.511929 1 0 2.388561 1
2.377397 0 1 2.754592 1
1.212646 0 1 1.338739 1
2.472704 1 1 2.373447 1
1.866554 1 1 2.34904 1
2.378397 1 1 2.081243 1
2.453433 0 1 2.437351 1
2.416619 1 1 3.114296 1
1.993499 1 0 2.667139 0
1.905793 0 0 1.695414 0
2.336568 0 1 2.462668 0
2.782858 1 1 3.758106 1
1.695301 1 0 1.695414 0
2.797563 1 1 2.79117 1
2.559718 0 1 2.4263 1
1.530082 0 1 1.869367 0
3.070542 0 1 3.253558 1
1.500328 0 1 2.031886 1
2.936899 1 1 2.186812 0
1.64767 0 1 2.834848 1
1.253468 1 1 2.754071 1
2.397191 1 1 2.141701 0
1.47501 0 1 1.22541 1
2.525814 1 1 2.270778 1
1.618111 1 0 1.590053 0
2.446386 1 0 2.40626 1
1.423367 0 1 1.062891 1
1.751642 1 0 1.701304 1
2.095035 0 0 2.023277 1
1.059883 1 1 1.64412 1
1.170086 0 0 1.249126 1
2.193475 1 0 2.34904 0
2.08971 0 1 2.215798 1
2.639762 1 1 2.667792 1
2.697864 0 1 2.810555 1
1.500328 0 1 1.47227 1
2.059944 1 1 2.031886 1
1.435789 0 0 1.838496 0
1.58994 1 0 1.838496 0
1.58994 1 0 1.838496 0
1.435789 0 0 1.838496 0
2.490724 0 1 2.150887 1
2.128937 0 0 1.695414 1
1.784567 0 1 2.763948 1
1.905793 1 1 2.59947 1
1.500328 1 1 1.659786 1
1.233265 1 0 2.035451 0
1.994262 1 1 2.516394 1
2.181642 1 1 2.510601 1
2.426185 1 0 2.388561 1
2.495176 0 1 2.571923 0
2.086377 1 0 2.060057 1
1.140325 1 1 1.695414 0
1.818782 1 1 2.098015 1
2.041925 1 0 2.036518 1
1.926412 1 0 2.388561 1
1.905793 0 0 1.695414 1
1.030324 0 0 1.002266 0
1.818782 1 1 1.741934 1
2.782858 1 1 2.7548 0
2.128937 1 1 2.506344 1
1.58994 1 0 2.100879 0
1.592223 0 0 1.670096 0
1.674681 1 0 1.646623 0
1.50836 1 0 1.694551 0
1.811482 0 0 2.437351 1
1.618111 0 1 1.407732 1
1.863233 0 1 2.180306 1
2.208979 0 1 2.349335 1
1.58994 1 1 1.744204 1
2.377397 1 0 2.16701 1
2.508286 1 0 1.967347 0
1.212646 0 0 1.184588 0
2.853332 0 1 2.308511 0
2.495176 0 1 2.572475 1
1.549118 0 0 1.800774 0
2.538659 1 1 2.531654 1
2.29401 0 1 1.925081 1
1.500328 0 0 1.918557 1
3.004405 1 1 2.542966 1
1.366797 1 1 0.9614444 1
1.723472 1 0 2.7548 1
1.905793 1 0 1.695414 0
1.125635 0 0 1.338739 1
2.023576 1 0 2.084071 1
2.782858 0 1 3.853415 1
2.443186 0 0 2.349339 1
2.639262 1 1 2.302817 1
1.500328 1 1 1.790724 1
2.377098 0 1 1.407732 1
1.170086 0 1 1.790724 1
1.500328 1 0 1.64412 0
1.170086 0 0 1.601103 0
1.811604 0 0 1.795259 0
3.252865 1 1 3.147844 1
2.742037 1 1 2.685809 1
2.665732 0 1 2.243968 1
1.135685 0 0 1.338739 0
2.041925 1 0 1.879317 0
1.366797 0 0 1.095792 0
2.907497 1 1 2.912809 1
3.057814 0 1 3.017169 1
2.088115 1 1 2.100879 1
2.04845 1 1 2.899386 1
2.78213 1 1 2.638346 1
2.574605 0 1 2.571923 0
3.17684 0 1 2.531578 1
2.206898 1 1 2.386559 1
1.461089 1 1 1.548546 1
3.006001 0 1 1.756038 1
1.723472 0 1 1.561882 0
2.416619 1 0 2.324022 1
2.311258 1 1 2.013867 1
2.377397 1 1 2.521189 1
2.888215 0 1 2.531654 1
2.059944 1 1 2.388561 0
1.58994 0 0 1.532895 0
1.723472 1 0 1.338739 0
1.770355 0 1 1.73943 1
2.559636 1 1 2.47295 1
1.628161 0 1 1.608402 1
2.122499 0 1 2.397273 1
2.932432 0 1 2.948177 1
2.965179 1 1 2.137246 1
1.478349 0 1 1.590053 1
2.213584 0 0 2.165417 1
3.293649 1 0 1.590053 1
1.578446 0 0 1.877735 0
1.841254 0 0 1.584482 1
2.115514 1 0 2.908842 1
2.556381 0 1 2.362582 1
1.468579 0 1 1.461209 1
1.628161 1 1 1.965077 1
1.672178 0 1 1.617452 1
1.971928 0 1 2.586386 1
2.917114 1 1 2.707015 1
1.58994 1 0 1.656179 1
1.856253 1 0 1.079227 1
1.560953 1 0 1.612032 0
2.128937 1 1 1.835176 1
1.866561 0 1 2.020825 1
1.618111 0 1 1.358941 1
1.905793 1 0 1.513092 0
2.107732 1 1 2.194782 1
1.942161 1 0 1.957778 0
1.761201 0 1 1.737754 1
1.723472 0 0 1.781591 0
1.946615 0 0 1.127429 0
2.259614 0 1 2.085953 1
2.306614 0 1 1.172393 1
2.454357 1 1 2.174984 1
2.169143 1 0 1.918557 0
2.639762 0 1 2.662997 1
2.128937 1 1 2.2832 1
2.308402 1 1 2.489096 1
1.971928 0 0 2.061653 1
2.416619 0 1 2.165417 1
2.416619 0 1 1.22541 1
1.618111 1 0 1.734634 0
1.905793 0 1 2.34904 1
2.154247 1 1 2.226042 1
1.905793 1 0 2.215798 0
1.039656 0 1 1.810333 1
3.040083 1 1 3.091277 1
1.823995 0 1 1.974635 1
1.292689 0 1 1.264631 1
1.723472 1 1 2.271367 1
2.086926 0 1 2.133923 1
1.253468 0 0 1.302371 1
1.576131 0 0 1.338739 0
1.985836 1 0 1.47227 0
1.968594 0 1 1.820577 1
1.983911 1 1 2.879592 1
0.9631156 0 1 2.284588 1
2.282079 1 1 1.47227 1
2.546469 0 1 2.518411 1
2.154247 0 1 2.126189 1
2.635754 1 0 2.810227 0
1.366797 1 0 1.407732 0
1.818782 1 0 1.983096 1
1.292689 0 1 1.338739 1
1.059883 1 1 1.590053 1
1.823995 1 1 1.887293 1
2.590972 1 1 2.23441 1
1.292689 1 0 1.917757 0
2.058889 1 0 1.93836 0
1.677428 1 1 1.590053 0
3.332909 1 0 1.600103 0
2.513292 1 0 2.672611 1
1.143653 1 0 1.638255 1
1.366797 0 0 1.47227 0
1.615248 0 1 1.58719 1
1.784096 1 0 1.47227 0
2.35208 1 1 2.243968 1
1.059883 0 0 0.9597067 0
1.253468 0 0 1.302371 0
1.976174 1 0 1.407732 0
2.628707 0 1 2.7548 1
1.905793 1 0 1.877735 0
1.795792 0 1 1.877735 1
1.366797 0 0 2.31624 0
2.665075 1 1 2.7548 1
2.377393 0 1 2.685809 1
2.264341 1 1 1.440521 1
1.619707 0 0 1.773965 0
2.041925 0 1 2.094441 1
2.283087 1 1 2.349339 1
2.016141 0 0 2.130276 0
1.292689 1 0 1.407732 0
2.140865 0 1 2.215917 1
1.618111 1 0 2.337267 0
1.292689 0 1 1.590053 1
2.556381 1 1 2.437351 1
2.713867 0 1 1.532895 1
2.10225 0 0 1.744204 1
2.268698 1 0 1.561882 1
2.128937 1 0 2.063138 0
2.919719 1 1 2.965096 1
1.723472 0 1 1.302865 1
2.448602 1 0 1.808742 0
2.416619 0 1 2.355113 1
2.418215 1 1 3.488772 1
2.580331 0 1 2.592277 1
3.476008 1 1 3.447951 1
2.048883 0 1 2.157574 1
2.725573 1 1 2.739218 1
2.023576 0 1 2.34904 0
2.02072 0 1 2.061653 1
2.639762 1 1 2.811497 1
3.391178 0 1 2.031886 1
2.343421 1 1 2.421657 1
2.539509 0 1 2.677842 1
2.745122 0 1 2.539381 1
2.465409 0 1 2.611704 1
2.128937 1 1 2.120681 1
1.764293 1 0 2.061653 0
3.119097 1 1 2.860163 1
2.862906 0 1 2.215798 1
3.05034 0 1 2.947173 1
2.713867 0 0 2.603117 1
2.559718 1 1 2.850115 1
1.946615 0 1 2.061653 1
2.370575 0 1 2.031886 1
1.500328 0 0 1.682328 1
2.8474 0 1 2.7548 1
2.559712 1 1 2.467118 1
1.946615 0 1 1.957279 1
2.534402 1 0 1.695414 0
1.284967 0 1 1.47227 0
1.946615 0 1 1.936397 1
2.511929 1 0 2.296993 0
2.236295 0 1 3.030415 1
3.293649 1 1 2.977943 1
1.366797 0 1 1.695414 1
3.210006 1 1 3.278531 1
2.08971 1 0 2.265955 1
1.905793 0 1 2.093096 1
2.059944 1 1 2.226042 1
2.704301 1 1 2.164766 1
1.723472 0 1 1.695414 1
2.47665 0 0 2.416588 1
1.509876 1 0 1.733143 0
1.771257 1 1 2.611704 1
2.128937 0 0 2.388561 1
2.59894 1 0 2.69658 0
2.208979 0 0 1.932854 1
1.818782 1 0 1.877735 0
1.171824 0 0 1.695414 0
2.875625 1 0 2.388561 0
1.468579 0 0 2.037584 0
2.341895 0 1 2.303547 1
1.818782 1 1 3.126364 1
1.366797 1 1 1.47227 0
1.366797 1 0 1.47227 0
1.366797 1 0 1.47227 0
1.366796 1 0 1.47227 0
2.416619 0 1 2.42629 1
1.764293 0 0 2.288971 1
2.019866 1 0 2.590481 1
2.639762 1 0 3.137616 0
2.416619 0 0 2.713933 1
3.239819 0 1 3.247693 1
2.154253 1 1 2.349339 1
2.259614 0 1 2.611704 1
2.416619 1 1 2.388561 0
2.059944 1 0 2.165417 0
3.070544 1 1 1.142028 1
3.476009 0 1 3.086073 0
2.05581 1 1 2.061653 1
2.224247 1 0 2.458553 0
1.618111 0 0 2.196189 1
2.741597 1 1 2.34878 1
1.905793 1 0 1.869367 0
2.973481 1 1 3.958776 1
2.285826 0 1 2.348181 1
2.96474 1 0 3.17132 0
2.128937 1 1 2.168537 1
2.2541 0 1 2.309517 1
2.88822 1 1 3.203752 1
2.154247 1 1 2.069029 1
1.318006 1 1 1.338739 0
2.288785 1 1 2.290396 1
1.832667 0 1 2.243968 1
1.64767 0 1 2.571923 1
1.030324 0 0 1.22541 0
2.59894 0 1 2.570882 1
1.292689 0 1 1.338739 1
2.128937 1 0 2.290121 0
2.243856 1 0 2.388561 1
1.087483 0 0 1.838895 0
2.538659 1 0 2.611704 0
2.426185 0 1 2.571923 1
2.939867 1 1 4.076559 1
2.02072 1 0 2.02786 0
1.823317 0 0 1.828945 0
1.772262 1 0 3.025138 1
1.877622 0 1 1.799774 1
3.131166 1 1 2.611704 1
2.076281 0 1 1.47227 1
1.170086 0 0 2.449185 0
1.628161 1 0 2.255029 1
1.643427 1 0 1.743199 1
2.981933 1 1 2.919189 1
2.365325 0 0 2.483871 1
2.766722 0 1 2.531656 1
2.185018 0 1 1.92476 1
2.2541 1 1 2.337267 1
2.822084 1 1 2.977943 1
1.915351 0 1 2.215798 1
2.164869 1 1 2.137693 0
2.61956 1 1 2.638152 1
2.695849 1 1 2.908953 1
2.128937 0 1 2.060057 1
1.212646 1 1 1.33157 0
2.600533 1 0 2.611704 0
1.823995 0 0 1.813197 1
1.684237 1 0 2.167013 1
1.707122 0 0 1.383039 1
1.549118 0 0 2.126189 1
2.426185 0 1 2.421657 1
2.559712 1 1 2.531654 1
1.818782 0 1 1.916956 1
1.425066 0 0 2.611704 1
3.293337 1 1 2.754071 1
2.782858 0 1 2.7548 1
1.866706 0 1 1.813197 1
1.212646 0 0 1.041487 0
1.876193 1 1 2.165417 1
1.723472 1 1 2.226042 1
1.723472 1 1 1.626421 1
2.019122 0 0 2.068356 1
2.30329 1 1 2.080676 1
1.042253 1 1 2.360676 1
2.457441 1 1 2.590499 1
2.138491 1 1 2.850115 1
2.416619 0 0 2.293251 1
2.541046 1 1 2.725033 0
2.08971 0 0 2.060057 0
2.298836 1 1 2.834848 1
2.63776 0 1 2.726624 1
1.618111 1 1 1.590053 1
2.449715 1 1 2.531654 1
1.823995 0 1 2.061653 1
1.500328 1 0 1.47227 0
1.435789 0 0 1.450291 0
2.426185 0 1 2.398127 1
1.964634 1 0 2.2832 0
2.464404 0 0 2.4263 1
2.101908 0 0 1.550388 0
2.168157 1 0 1.790724 0
2.059944 1 1 2.041129 1
1.592223 0 1 1.926525 1
2.02072 1 1 2.025975 1
1.618111 0 1 1.697412 1
1.097983 1 1 1.115595 0
1.212646 0 0 1.630875 1
2.193475 1 0 2.324022 0
2.283087 1 0 1.877735 1
2.888218 1 1 2.571923 0
2.051975 0 1 2.101619 1
2.272026 1 0 1.93382 1
3.130793 1 0 2.688665 1
3.01925 1 1 3.265627 1
3.109766 1 1 3.103108 1
1.946615 0 1 1.918557 1
1.772262 0 1 2.174748 1
2.511929 1 1 3.224725 1
2.701328 1 1 2.7548 1
2.580012 0 1 2.522092 1
2.865098 0 0 2.352193 1
2.128937 0 1 2.195184 1
1.63464 0 0 1.184588 0
2.725328 1 1 2.618669 1
2.40993 0 1 2.618669 1
2.335951 0 1 2.11135 1
2.35208 0 1 1.66879 1
2.283087 1 0 2.310599 0
2.054572 0 1 2.437351 0
2.927444 1 1 2.948177 1
3.344978 1 1 3.1064 1
2.600533 1 1 2.630752 1
1.866489 0 1 2.26243 1
2.916389 0 1 2.100879 1
1.723472 1 0 2.243535 0
0.9684489 0 0 1.184588 0
1.030324 1 0 1.229402 1
2.426185 1 0 2.834848 0
2.08971 0 1 2.412314 1
1.841254 0 1 1.956296 1
3.006231 0 1 3.23664 1
2.01927 1 0 2.123944 1
1.75497 1 0 1.695414 0
1.528672 0 0 2.2832 0
2.534402 1 0 2.7548 1
1.511515 0 0 1.561882 0
1.907375 1 1 1.887293 1
2.259315 1 1 2.777219 1
1.059883 0 1 1.264631 1
3.332909 1 1 2.79954 1
1.500328 0 0 1.47227 0
1.253468 0 0 1.22541 0
2.30289 0 1 2.15696 1
2.128937 1 1 3.154029 1
1.956169 1 1 2.650925 0
2.068479 0 0 2.031886 0
2.377397 1 1 2.41699 1
2.136317 0 1 2.09754 1
2.36104 1 1 2.2926 1
2.138887 0 1 2.110829 1
2.416619 0 1 2.3775 1
2.965179 0 1 3.160265 1
2.154247 1 1 2.215798 1
2.639762 1 1 2.936682 1
1.633859 0 1 1.940319 1
2.086377 1 0 1.877735 0
1.984003 1 1 1.93961 1
2.697864 1 0 2.226042 1
2.931282 0 1 2.375982 1
1.828832 0 1 2.34904 1
2.208979 0 0 2.388561 0
1.704034 0 0 1.22541 1
2.907497 1 1 2.536981 0
2.283087 1 1 1.983096 1
2.035204 0 1 2.359864 1
1.760285 0 1 1.883243 1
2.735072 0 1 2.760124 1
2.311258 1 1 2.611704 1
1.401888 0 1 1.675211 1
2.041925 1 0 2.141701 1
3.476008 1 1 3.137616 1
1.401888 0 1 1.590053 1
1.866567 1 1 2.255029 0
3.029721 1 1 2.787337 1
1.989675 1 0 2.031886 0
1.998068 0 0 1.363825 0
2.183804 0 1 2.251353 1
2.157686 0 1 1.808354 1
2.088115 0 1 1.933643 1
2.377098 1 1 1.732228 1
1.841254 1 1 1.47227 1
1.322994 0 1 1.670096 1
1.782895 1 1 1.995518 0
2.793913 1 1 2.582069 1
2.534402 0 1 2.390958 1
1.079115 1 0 1.51808 0
1.068054 0 0 1.695414 0
1.366797 1 0 2.337267 0
1.723472 0 1 1.744204 1
1.73144 1 0 2.460881 1
1.68888 0 0 1.695414 1
2.556381 1 1 2.55635 1
2.365325 0 1 2.437351 1
3.006001 1 1 2.924697 1
2.770088 1 1 2.754071 1
2.600533 0 1 2.324022 1
2.224247 1 0 1.918557 1
2.128937 1 0 2.349339 0
2.466599 1 1 2.7548 1
2.677501 1 1 2.649443 1
1.408761 0 0 2.815461 1
2.224247 1 0 2.889336 1
1.772262 0 1 2.343825 1
1.569154 1 0 1.767734 0
2.08971 0 1 2.349339 1
1.946615 1 1 2.180921 1
2.853029 0 1 2.516394 1
2.208979 1 0 2.100879 0
2.472526 1 1 2.429383 1
1.107285 0 1 1.794943 1
1.985836 0 0 1.751487 1
2.128937 1 0 2.270622 0
1.745944 0 1 1.386514 0
2.70827 0 1 2.34904 1
1.8368 1 1 1.002266 1
2.185018 0 1 1.991808 1
1.818782 1 0 2.688665 0
1.366797 1 0 1.142028 0
1.178744 0 0 1.142028 0
1.170086 1 0 1.184588 0
2.600533 1 1 2.133668 1
1.723472 1 1 2.079674 1
2.488939 1 0 2.031886 0
1.909951 1 1 2.388561 1
2.377397 1 1 2.243968 1
2.065878 1 0 1.860928 0
2.2541 0 0 2.2832 0
1.519539 0 1 1.433049 1
1.651151 1 1 1.892569 1
1.958271 0 0 1.597958 1
2.665079 0 1 3.086453 1
3.045227 1 1 3.199491 1
2.960234 0 1 3.092208 1
1.866489 1 1 1.47227 1
2.333237 0 0 1.695414 0
1.841254 1 0 2.100879 0
1.292689 0 0 1.097576 0
2.927444 1 1 2.137246 1
2.154247 0 0 2.667139 1
2.59894 1 1 2.572475 1
2.908024 0 1 2.940208 1
2.753091 1 1 1.984345 0
1.184475 0 1 1.338739 1
1.948807 1 1 2.18789 1
1.643424 0 1 1.637842 1
2.862906 1 1 2.438567 1
2.154247 0 0 1.872723 0
2.035647 0 1 2.105714 1
2.908024 1 1 3.042187 1
2.695849 0 1 2.889336 1
2.166553 0 0 2.908842 0
2.377098 1 1 2.571923 1
2.35208 1 1 2.506344 1
1.946615 1 1 1.695414 1
1.096112 1 0 1.790724 0
2.204044 1 0 2.677661 0
1.880475 1 1 2.388561 1
2.935874 1 1 2.7548 1
1.966418 1 0 2.149669 0
1.313998 0 0 1.47227 0
1.366797 1 1 2.100879 1
2.234297 0 1 2.100879 1
2.165304 0 1 2.229956 1
2.782858 0 1 2.717065 1
2.212318 1 1 2.349333 0
2.862906 1 1 2.894565 1
2.511929 1 0 2.611704 1
1.905793 1 0 1.440521 0
1.723472 0 0 1.720106 0
1.818782 1 0 1.93836 0
3.070245 1 1 3.527995 1
1.877622 1 0 2.247861 0
1.723472 0 1 2.474291 1
2.041925 0 1 1.327678 1
2.338657 1 1 2.631507 0
2.127603 0 1 1.327678 1
2.338657 1 0 1.779755 1
2.639762 0 0 2.794026 1
2.713867 1 1 3.173821 1
1.723472 1 0 2.611704 0
1.786446 0 0 2.007146 0
1.302258 0 1 1.002266 1
1.366797 1 0 1.407732 0
2.321309 1 0 2.165417 0
1.949943 0 1 1.876901 0
1.779545 1 1 2.126189 0
1.307956 1 1 1.695414 1
1.435789 0 1 1.359941 1
2.365325 1 0 2.337267 0
2.517154 1 1 2.467118 1
1.874294 0 1 2.09251 1
1.841254 1 0 2.109178 0
1.563623 0 0 1.630875 0
1.723472 0 1 1.772375 1
2.169759 0 1 1.779295 1
2.102948 1 1 2.132131 1
1.435789 1 0 2.061653 0
1.723472 0 0 1.918557 1
2.128937 1 0 2.483871 0
2.377397 0 0 2.349339 1
1.212646 0 1 1.407732 1
1.125635 0 1 1.22541 1
2.333237 1 1 1.491318 1
1.976911 0 0 2.03634 0
1.618111 1 0 2.005569 1
1.54115 1 0 1.582245 1
1.500328 1 1 1.47227 1
2.401505 1 1 2.794026 1
1.985836 0 1 1.877735 1
1.905793 1 1 1.877735 1
1.761201 0 0 1.877735 0
2.048883 1 1 2.100879 1
1.401888 0 1 1.031825 1
1.818782 0 1 1.826442 1
1.983911 0 1 1.992662 1
1.985836 0 0 1.184588 0
2.35208 0 1 1.887293 1
2.547647 1 1 2.125571 1
1.537142 0 1 1.759327 1
3.027055 1 1 2.908953 1
1.54115 0 0 1.431262 1
1.63646 0 0 1.407732 0
1.779561 1 0 2.03407 0
1.985836 0 1 1.36691 1
1.491539 1 1 2.34878 1
1.730944 1 0 1.702886 0
2.44739 1 0 2.126185 0
2.262468 0 0 1.309751 0
1.917941 0 1 1.877735 1
2.782858 1 0 2.895378 0
1.89086 0 1 2.116063 1
1.684237 1 0 1.633538 0
2.059944 1 1 1.704263 1
1.900781 0 0 1.47227 0
2.416619 1 0 2.437351 0
2.041925 0 1 2.44565 1
1.979663 1 0 2.125571 1
1.626961 0 0 1.338739 0
2.377397 1 0 2.611704 0
2.862906 1 1 2.865152 1
1.723472 0 1 1.918557 0
2.097086 1 0 2.260727 1
2.399615 0 0 2.061647 1
1.858876 0 1 2.191176 1
1.237339 0 0 1.22541 0
1.637369 1 0 1.918557 1
2.011154 1 1 2.031886 1
2.416619 0 0 1.654592 1
1.966418 1 0 1.790724 0
1.969081 0 0 1.264631 0
1.500328 1 1 1.338739 1
1.212646 0 1 1.47227 1
1.172258 0 1 3.12253 1
2.878173 1 1 3.160265 1
2.862906 0 1 2.977943 1
1.818782 0 1 2.095148 1
1.946615 0 1 1.561882 0
1.723472 0 1 2.094441 1
1.841254 0 0 1.877735 1
2.059944 1 0 1.813197 0
3.070505 1 1 2.174748 1
1.682649 0 0 2.449185 1
2.822084 0 1 2.400489 1
1.963472 1 1 1.685363 1
2.284306 1 1 2.126195 1
1.818782 1 0 1.786168 0
1.784096 1 1 1.64412 1
1.253468 0 1 2.180921 1
1.866567 0 0 1.656179 1
1.924142 1 1 2.270778 1
2.688552 0 0 2.7548 1
2.365325 0 0 2.031886 1
2.271593 0 1 1.953721 0
2.782858 1 1 2.81934 1
2.377098 1 1 2.571923 1
1.905793 0 1 1.327678 1
2.369265 0 1 1.918557 1
2.091581 1 1 2.997592 1
2.465409 0 1 2.677835 1
2.763085 1 1 3.399161 1
1.985836 0 0 2.908842 0
1.5311 0 0 1.47227 0
2.936899 1 1 2.310599 1
1.73836 0 0 1.788448 0
1.841254 0 1 1.744204 1
1.905793 1 0 2.298636 1
2.272032 0 1 2.720899 1
2.607239 1 1 2.688665 0
1.212646 1 1 1.338739 1
2.559712 0 1 2.572475 1
3.119333 1 1 3.042486 1
2.377388 1 1 2.271367 1
2.48275 1 1 2.51485 1
2.655732 0 1 2.682479 1
2.35946 1 1 2.170642 1
2.511929 1 1 2.126189 1
2.360048 1 0 2.572475 0
1.618111 0 1 1.651611 1
2.377397 1 1 2.53166 1
2.193475 1 1 2.296993 1
1.760285 0 1 2.407137 1
2.331061 1 1 2.388561 1
1.426412 0 1 1.530539 1
1.907375 1 1 1.821694 1
2.122248 0 1 1.289948 1
1.703269 1 0 2.388561 0
1.905793 1 1 1.532895 1
2.558552 1 1 2.483871 1
1.764293 1 1 1.983096 1
1.911686 1 1 1.992662 1
2.033626 1 0 2.794026 0
2.639762 1 0 2.060057 0
1.723472 0 0 1.590053 0
1.777012 1 1 1.979518 1
1.64551 0 0 1.590053 0
1.723472 0 0 1.590053 0
2.308402 1 1 2.489096 1
2.510928 0 0 2.622627 1
1.502186 0 1 1.657192 0
1.824568 0 1 1.826218 1
1.682649 0 1 1.695414 1
1.366797 0 1 2.637017 1
2.517063 1 1 2.572475 0
1.401888 0 0 1.427534 0
2.822084 1 0 2.707014 0
1.898676 1 1 1.918557 1
1.777539 1 0 1.630875 0
2.600539 1 1 3.671094 1
1.253468 0 1 1.918557 1
2.122248 0 1 2.877907 1
2.494736 1 1 2.908842 1
2.465409 1 0 2.165417 0
1.454284 0 0 1.638843 0
2.958216 0 0 3.057992 1
1.556417 0 0 1.338739 0
2.059944 0 0 2.567752 0
2.937011 1 1 2.649443 1
2.377397 0 1 2.349339 1
1.840619 0 0 1.88957 1
1.435789 0 0 1.407732 0
1.366797 0 0 1.22541 0
1.401888 1 0 1.22541 0
1.682649 0 0 1.918557 0
1.366797 0 1 1.338739 1
2.223242 0 1 2.582717 1
1.760285 1 1 1.955853 0
1.401888 0 1 1.184588 1
2.05581 0 1 2.215798 1
1.985836 1 0 1.957778 1
2.128937 1 1 2.150887 1
2.272026 1 0 2.374031 1
2.311258 1 0 2.100879 0
1.212646 1 0 1.097576 0
2.175306 0 1 2.53166 1
1.926412 1 1 1.839514 1
2.936899 1 1 2.34904 1
2.449715 0 1 2.310599 1
2.243856 1 1 2.467118 1
1.723472 1 1 2.310599 1
1.946615 0 0 2.388561 0
2.48275 1 1 2.349331 1
2.695849 1 1 2.834848 1
2.326092 1 0 2.467118 0
1.515832 0 0 1.407732 1
2.861048 1 0 1.590053 0
1.905793 1 0 1.957778 1
1.818782 1 0 1.744204 0
2.322404 1 1 2.298034 1
1.352408 0 1 1.983096 1
2.416619 1 1 2.388561 1
2.416619 1 0 1.813197 0
2.511929 0 1 2.437351 1
2.818452 1 1 2.398127 1
2.088115 1 0 2.324022 0
2.416619 1 1 2.355521 1
1.54115 0 1 1.520042 1
2.299425 1 1 2.215798 1
1.983525 0 0 1.957778 0
2.639762 1 1 2.255029 1
2.128937 1 1 2.231907 0
1.905793 0 1 2.466678 1
2.566952 1 1 2.879965 1
1.723472 1 1 2.061653 1
2.166553 0 1 2.572475 1
1.82575 0 0 1.921752 1
2.059944 0 0 1.338739 1
1.330429 0 0 1.407732 0
1.500328 0 0 1.744204 1
1.618111 1 1 2.834848 1
1.415587 0 1 2.977735 1
1.985836 0 1 2.269214 1
2.35208 1 1 2.637017 1
1.762692 0 1 1.957778 1
1.838391 1 0 2.44465 1
2.297835 0 1 2.269777 1
2.311258 1 1 2.2832 1
1.985836 0 0 1.975315 0
2.059944 0 0 2.031886 0
1.723472 0 1 1.835176 1
1.500328 0 1 1.590053 0
2.2541 1 1 1.801574 0
2.639762 0 1 2.685809 1
2.465409 1 1 2.349339 1
2.2541 1 1 1.93679 0
2.128937 0 0 2.215798 0
2.059944 1 1 2.223686 1
3.986834 1 0 1.788175 1
1.779545 0 0 1.590053 1
2.072366 0 0 1.338739 0
2.274479 1 0 2.388561 0
