y[,1] sex[] internet[,1] y[,2] internet[,2]
1.672178 1 0 1.877735 0
3.293685 1 1 3.081708 1
2.937011 1 1 2.983268 1
2.059944 0 0 1.338739 0
2.290382 1 1 2.284796 1
2.195075 0 1 2.239335 1
1.632945 0 1 2.273491 0
2.401505 1 1 2.243978 1
1.212646 0 1 1.338739 1
1.212646 1 1 1.407732 1
2.2541 1 1 1.877735 0
1.672178 0 1 2.180921 1
2.020713 1 0 1.983096 0
2.138887 0 0 1.617452 0
2.224429 0 0 2.021114 1
2.146776 1 0 1.22541 0
1.435789 1 0 1.338739 0
2.311258 0 1 2.611704 1
2.153629 1 0 2.572475 1
3.070544 1 1 1.142028 1
2.172156 0 0 2.908842 1
2.66508 0 1 2.611704 1
1.584209 0 0 1.002266 0
1.58994 0 0 1.695414 0
1.774765 0 0 1.705885 1
1.723472 1 0 2.643687 0
1.723472 0 1 1.696841 1
2.168157 1 0 2.388561 0
2.128937 1 1 2.665766 1
1.560953 1 1 1.590053 0
1.946615 1 1 1.918557 1
2.259614 1 1 2.977943 1
2.782858 1 1 2.594355 1
2.128937 0 1 2.031886 1
2.748957 0 1 2.720899 1
2.665075 1 1 2.669806 1
2.639762 1 1 2.834848 0
2.283087 0 1 2.444468 1
3.045227 1 1 2.611704 1
2.023576 0 0 2.141701 1
2.907497 1 1 2.754071 1
2.78213 0 0 2.720559 1
2.719805 1 0 2.2832 1
2.706085 0 0 1.918557 1
1.665136 1 0 1.407732 0
1.435789 1 1 1.64412 1
2.639762 0 0 2.531654 0
1.723472 1 1 2.165417 1
1.212646 1 0 2.326685 1
2.599981 0 0 2.506344 1
1.926616 1 0 1.915753 1
1.135685 1 0 1.368505 0
1.433697 0 1 1.590053 1
1.991588 0 1 1.781591 1
1.951404 1 1 1.790724 1
2.378397 1 1 1.756038 1
1.366797 0 0 1.338739 0
2.309479 1 0 2.514753 0
1.904884 0 1 2.320817 1
2.646286 1 0 2.137246 1
1.946615 1 0 2.100879 1
3.293685 1 1 3.265627 1
2.128937 1 1 3.103108 1
2.452468 1 1 1.618452 1
2.965181 1 1 3.001663 1
1.950448 1 1 1.756038 1
2.041925 0 1 1.71399 1
2.328607 0 1 2.571923 1
1.78174 1 1 1.714235 1
1.500328 1 0 1.584482 0
2.937011 0 1 1.967347 1
1.723472 0 1 1.973045 1
1.253468 1 0 1.561882 0
2.966665 0 1 2.483871 1
1.94353 0 0 1.969535 0
1.125635 1 0 1.184588 0
1.027821 0 0 1.184588 0
1.125635 1 0 1.184588 0
1.143653 0 0 1.184588 0
2.937012 0 1 3.210958 1
1.163856 0 1 1.877735 1
2.699916 1 1 2.977943 1
2.810686 0 1 2.600649 1
1.698154 0 0 2.196189 1
3.082966 1 1 3.030415 1
2.93034 0 0 2.611704 1
1.523858 1 0 1.47227 0
1.292689 0 0 1.32435 0
1.072884 1 0 1.22541 0
2.626339 1 1 1.810333 1
2.819228 1 1 2.836632 1
1.78174 1 0 1.22541 0
1.366797 0 0 1.976826 0
1.170086 1 0 1.031825 1
2.059944 1 1 2.126189 1
2.416619 0 1 2.126189 1
2.08971 1 1 2.324022 0
2.78213 1 0 2.020391 1
2.750946 0 0 2.29973 1
2.128937 1 1 2.510601 1
1.64551 0 0 1.695414 0
1.715943 0 1 1.407732 1
2.336571 1 1 2.531656 1
1.49463 0 0 1.312421 1
2.377397 1 0 1.992655 1
2.215948 0 1 2.573961 1
2.128937 0 1 2.466521 1
3.063722 1 1 3.232281 1
1.905793 1 1 1.877735 0
1.500328 0 1 1.695414 1
1.0922 0 1 1.918557 1
1.598475 1 0 1.37383 0
2.734064 1 0 2.801323 1
1.871891 1 0 2.031886 0
1.907375 1 1 1.751487 1
1.905543 1 0 1.790724 1
2.145466 1 0 1.879331 1
2.153955 1 1 2.571923 1
2.059944 0 1 1.835176 0
1.401888 1 1 2.452005 0
1.435789 0 1 1.532895 1
1.961874 1 0 2.243968 0
3.240896 1 1 2.444648 1
1.500328 0 1 2.611704 1
2.599981 1 0 2.571923 1
1.818782 0 1 1.918557 1
2.239285 1 1 1.860928 1
1.642262 1 0 1.877735 1
2.101908 0 1 2.724676 0
2.931237 1 1 3.042187 0
1.682649 0 1 2.401984 1
1.841254 0 1 2.069029 1
2.283087 0 1 1.835176 1
2.416619 1 1 2.506344 1
2.095035 0 0 1.918557 0
2.255569 1 0 2.34102 1
1.946615 0 1 2.052144 1
1.650901 1 1 1.685363 1
2.517154 0 1 2.906504 1
2.08971 1 1 2.207488 1
1.366797 0 1 1.918557 1
2.123817 1 0 2.050287 0
1.435789 0 0 1.32435 0
2.01739 1 1 2.114491 1
1.428007 0 0 1.503042 0
2.377397 0 1 2.572475 1
2.521979 0 1 2.963925 1
2.08971 0 0 2.147762 0
2.513528 0 1 2.444648 0
1.392093 0 1 1.06488 1
1.631904 1 0 2.152838 0
2.477243 0 0 1.830818 0
1.214228 1 1 1.64412 1
1.588922 0 1 1.695414 1
2.822084 1 0 2.376315 1
2.416619 0 1 3.447652 1
2.020717 1 1 1.992655 1
2.905465 1 1 3.170317 1
1.560953 1 1 2.167013 1
1.985836 0 0 1.790724 0
2.360048 1 0 2.350339 1
1.672178 0 0 1.918557 1
1.865405 1 1 2.141701 1
2.052775 1 1 2.437351 1
2.271593 0 1 1.877735 1
2.35208 0 0 2.444646 1
2.8474 1 0 2.860162 1
2.8474 1 1 2.100879 1
1.626961 0 0 1.525514 1
2.608065 1 1 1.577631 1
2.748617 1 1 2.369951 1
1.946615 0 1 2.126189 1
2.196595 1 1 1.654592 0
1.802029 0 1 1.9465 1
1.658933 0 1 2.501393 1
3.422019 1 1 3.447951 1
1.946615 0 0 2.152838 0
1.905793 0 0 1.906484 1
2.416619 1 1 2.528323 0
2.329607 1 1 3.265628 1
2.377397 1 1 1.837347 0
1.905793 0 1 1.813197 1
2.059944 1 0 2.022316 0
1.818782 1 0 1.877735 0
1.366797 1 1 1.47227 1
1.866554 0 0 1.974635 0
2.378397 0 1 1.338739 1
2.122499 0 1 1.751321 1
2.600533 1 1 3.11259 1
1.723472 1 0 1.877735 1
2.153629 1 0 2.34904 1
2.088115 1 0 1.695414 0
1.292689 0 0 1.145327 0
2.08971 1 0 2.016047 1
2.016295 1 1 2.522092 1
2.457441 0 1 2.519589 1
3.332909 1 1 2.819342 1
2.016141 0 1 2.0567 1
1.684237 1 0 1.184588 0
1.920271 1 0 1.407732 1
3.619109 1 1 3.671094 1
2.377398 1 1 2.636722 1
2.095035 0 1 3.119004 1
2.695849 0 1 2.605606 1
2.272026 0 1 2.100879 1
2.193475 0 1 2.215694 1
1.682649 1 0 2.165417 1
1.125635 0 1 1.002266 1
1.864971 0 0 1.751321 1
1.802032 1 1 2.120681 1
1.723472 1 0 2.031886 0
1.348778 0 0 1.338739 0
1.401888 0 1 2.061653 1
2.123924 1 1 2.126189 1
1.344573 1 1 2.328854 1
1.199054 1 1 1.984345 1
1.948134 0 1 2.114124 1
1.684237 1 1 2.483871 0
1.682649 0 1 3.506976 0
1.195254 0 1 1.813197 0
1.73144 0 1 1.942274 1
1.253468 1 1 1.918557 1
3.006001 1 1 3.160265 1
1.946615 1 0 1.142028 1
2.976234 1 0 2.243968 1
2.169759 0 1 1.655748 0
2.888221 1 1 2.993696 1
3.476008 0 1 2.243535 1
1.578879 0 1 1.550821 1
1.94341 1 1 1.6803 1
1.549118 0 0 1.192887 0
1.722471 0 1 1.704968 1
1.77445 0 0 1.808742 0
1.928677 1 0 1.94387 0
1.292689 0 0 1.617452 1
2.336568 1 1 2.359287 1
1.955112 0 1 2.100879 1
1.772262 0 1 1.438368 1
2.110773 1 1 2.077269 1
2.041925 0 1 2.128494 1
2.599981 1 1 2.444468 1
1.990632 1 0 1.64412 1
2.748957 1 1 2.787589 1
2.814116 0 1 2.801748 1
1.148107 0 1 1.956296 1
1.059883 0 1 1.484692 1
1.173385 0 1 2.155998 1
1.981982 1 1 2.444468 1
1.292689 0 1 1.279898 1
1.956169 1 1 1.97758 1
2.224247 0 1 2.337267 1
3.699152 1 0 3.591051 1
1.233265 0 1 2.049585 1
2.128937 1 1 2.697515 1
1.990441 0 1 1.572794 1
3.101311 1 1 3.126364 1
2.449715 0 1 2.433211 1
2.298836 0 1 2.196189 1
2.556381 1 1 2.572963 1
1.366797 0 1 1.338739 1
1.030324 0 0 1.184588 1
2.128937 1 0 1.928111 0
1.723472 1 0 1.654592 0
1.595638 0 1 1.516915 1
2.059944 1 1 2.33199 0
1.905793 0 1 1.744204 1
2.176283 1 1 2.474738 1
1.435789 1 0 1.532895 0
1.366797 0 0 1.835176 1
2.218791 0 0 2.100879 1
2.965185 1 1 4.051867 1
2.455359 0 1 3.31692 1
2.745123 0 1 2.791059 1
1.94981 0 0 1.921752 0
2.426185 0 1 2.499912 1
1.4611 1 1 1.264631 1
1.64009 0 1 1.532894 1
1.684237 1 0 2.560411 1
2.08971 1 1 2.7548 1
1.500328 0 0 1.64412 1
2.180698 0 1 2.255029 1
2.284306 0 1 3.369387 1
1.736388 1 1 1.790724 1
1.723472 0 1 1.448553 1
2.377397 1 1 2.349339 0
3.090744 1 1 1.856187 1
2.457441 0 1 2.100879 1
2.599981 0 0 1.835176 1
3.46744 1 1 2.734276 1
1.984354 1 0 2.531654 0
3.275338 1 1 2.659281 1
2.228782 0 1 2.295262 1
2.25479 0 1 2.611704 1
2.337481 1 0 2.506344 1
1.243822 0 0 1.264631 1
1.518904 0 1 2.060057 1
2.695197 1 1 2.630526 1
3.388997 1 1 2.398127 1
2.600533 0 1 2.243968 1
1.937046 0 1 1.877735 1
3.303635 1 1 3.265627 1
2.007638 0 1 3.042486 1
2.902127 1 0 2.100879 0
2.365325 0 0 2.834848 0
1.818782 0 1 1.877735 1
1.618111 1 0 1.590053 0
3.045227 0 1 2.794026 1
1.756261 0 1 1.642751 1
1.863233 1 1 2.467118 1
1.818782 0 1 0.9630057 1
2.011619 1 1 1.781018 1
1.386999 0 0 1.695414 0
1.212646 0 1 1.002266 0
1.78174 0 0 1.782425 0
2.30329 1 1 2.615696 1
2.128937 1 0 2.100879 0
1.779379 0 1 2.255029 1
2.498199 1 1 1.887293 1
1.240585 0 0 1.260005 0
1.257766 0 0 1.615369 1
3.094652 0 1 2.019307 1
2.476263 1 1 2.167017 1
2.104644 0 1 2.121184 0
1.355736 1 0 2.419837 1
1.285217 0 0 1.276703 0
2.908023 1 1 2.516394 1
2.441929 1 0 2.549356 0
2.195071 0 0 2.572478 1
1.318006 1 0 1.396921 1
1.75303 0 0 1.503042 0
1.863233 1 0 2.273048 1
1.284967 0 0 1.184588 1
2.65881 0 1 2.611704 0
1.725968 1 0 1.697911 0
1.253468 1 0 1.656179 0
1.327523 0 0 1.145327 0
2.921175 0 1 2.930158 1
2.382976 1 0 2.262326 0
1.800433 1 0 1.561882 0
1.212646 1 0 1.877735 1
3.46744 1 1 1.699671 1
2.128937 0 1 2.611704 1
2.271593 0 1 2.2832 0
2.35208 0 0 1.664954 0
4.104617 1 1 2.794026 1
2.19784 0 1 2.186812 1
1.723472 1 0 1.670096 0
1.253468 0 0 1.47227 0
1.772262 0 1 1.756038 0
2.283087 1 0 1.695414 0
1.455592 0 0 1.445348 0
1.672178 1 0 2.908842 0
2.203042 1 1 2.174984 1
2.326092 0 0 2.392403 1
1.672178 1 0 1.590053 0
2.822084 0 0 1.824686 1
1.059883 1 0 1.695414 0
1.631904 0 1 1.561882 0
2.888218 1 1 2.7548 1
2.49358 1 0 2.688665 0
2.460636 1 1 1.338739 1
2.095409 0 1 2.637021 1
2.048894 1 1 2.509184 1
2.377098 1 1 3.187193 1
1.971928 1 1 2.243968 1
1.253468 0 0 1.561882 0
1.723472 1 1 1.877735 0
2.416619 1 1 2.483871 1
2.243856 0 0 2.165417 1
1.818782 1 1 2.013867 1
2.041925 1 1 2.834848 1
1.515832 0 1 1.630875 1
1.292689 1 1 1.64412 1
1.212646 0 1 1.877735 0
3.130793 1 1 2.243974 1
3.699152 1 1 1.810333 1
1.292689 1 1 1.918557 1
1.907375 1 0 2.531656 1
3.165851 1 1 2.754071 1
2.822084 0 0 1.914549 1
1.476291 0 0 1.48222 0
1.946615 1 0 2.324022 1
1.946615 0 0 1.957778 1
1.500328 1 1 2.572475 1
1.435789 0 0 1.433009 1
1.401888 0 1 1.073035 1
1.394967 0 0 1.695414 0
1.946615 1 1 1.918557 1
1.946615 0 1 2.611704 1
2.822084 1 1 2.711788 1
2.559636 1 0 2.031886 1
2.271593 0 0 2.215798 1
1.030324 0 0 3.83548 0
3.005793 0 1 1.785254 1
2.416619 1 1 2.611704 1
1.905793 0 1 2.100879 1
2.095035 0 1 2.100879 1
2.452468 1 0 2.693284 1
2.311258 0 0 2.499655 1
1.763893 0 1 1.838496 1
1.772262 0 0 1.910525 1
2.128937 1 0 2.915424 0
2.176283 0 1 1.249126 1
2.377098 1 1 2.215798 1
2.826834 0 1 2.719918 1
1.907375 0 0 1.879317 1
1.970332 0 0 2.34904 0
1.500328 1 0 1.338739 1
2.05581 1 1 1.877735 1
2.05581 0 1 2.060057 0
2.976234 1 1 2.226042 1
2.203039 0 0 1.704972 0
2.193475 1 0 1.289948 1
2.639762 0 1 2.284588 1
3.005793 1 1 2.636914 1
1.828832 0 0 1.392225 0
3.005793 1 1 1.737035 1
1.642261 0 0 2.180921 0
2.599981 1 0 1.948116 1
1.261436 1 0 1.302371 0
1.723472 0 0 1.918557 1
2.494736 1 0 2.243535 1
1.292689 1 1 1.47227 0
1.75303 1 0 1.652506 1
1.984828 0 1 2.206239 1
1.905793 1 1 1.838496 1
1.54115 0 0 1.666426 1
1.946615 1 0 1.407732 1
2.534402 1 1 2.342041 1
1.946615 0 1 1.746582 1
1.44584 0 0 1.407732 0
2.041925 1 1 1.965441 1
2.35208 0 0 1.744204 1
1.461107 0 1 1.631408 1
2.525814 0 1 2.564445 1
2.520494 1 1 2.611704 1
1.760285 0 1 2.308516 1
1.500328 0 1 1.407732 1
3.126974 1 1 3.113393 1
2.283087 1 1 1.550821 1
2.091196 0 0 2.031886 1
2.184056 1 0 2.422237 1
1.730944 0 0 2.467118 1
1.500328 0 0 2.858564 1
2.426185 1 0 2.478173 0
2.287778 0 1 2.267092 1
1.468579 0 0 1.124484 0
2.283087 1 0 1.184588 0
2.059944 1 0 1.695414 0
1.953094 0 0 1.47227 0
2.472526 1 1 2.013867 1
1.723472 0 0 1.93836 0
1.938583 0 0 1.695414 0
2.822084 1 1 2.908953 0
2.716723 1 0 2.485007 0
1.966418 0 1 2.206239 1
2.539912 1 0 2.563722 1
1.605688 0 1 1.511491 1
2.336568 1 1 2.079674 1
2.128937 1 1 2.352934 1
1.866554 1 1 2.061653 1
2.2541 0 0 2.422479 1
1.355302 0 1 2.571882 1
1.762692 1 0 1.338739 1
1.985836 1 0 2.100879 0
1.672178 0 0 1.617452 0
2.809174 1 1 2.703372 1
1.866554 1 1 2.226042 1
2.081146 0 1 2.017497 1
2.36664 1 1 3.265627 1
1.618111 0 1 1.587197 1
1.500328 0 0 1.420977 0
2.271593 1 0 2.167017 0
1.366797 1 1 1.338739 1
2.359038 0 1 2.506344 1
1.723472 1 0 1.513092 0
2.331932 1 0 2.297055 1
2.452468 1 0 1.369683 0
1.026316 0 1 1.718153 1
1.560953 1 0 1.744204 0
2.153629 0 0 2.483871 1
1.905793 1 0 2.226042 1
2.311258 1 0 2.100879 0
1.578879 0 1 2.020825 1
1.473503 1 1 1.675976 1
2.367337 1 1 2.388561 1
1.566818 0 1 1.394309 1
2.019866 1 0 2.212718 1
2.847318 0 1 2.650925 1
3.24189 1 1 3.206136 1
2.770791 1 0 1.47227 0
2.586361 1 1 2.611704 1
1.560953 0 1 2.29973 1
2.021723 1 1 2.146489 1
2.299425 0 1 2.324022 1
1.946615 1 0 1.695414 1
1.437122 0 0 1.409064 0
1.698154 0 1 1.609856 1
1.863233 1 0 2.549829 0
2.59894 1 1 2.061653 1
1.422366 0 0 1.526995 0
1.818782 1 1 1.877735 1
1.625114 0 1 1.598352 1
2.377389 0 0 2.349331 1
2.08971 0 0 1.918557 0
2.389063 0 1 2.376626 1
2.639762 1 1 2.725033 1
2.600536 1 0 2.977943 1
3.14658 1 1 3.219657 1
2.511929 0 1 2.489096 1
1.905793 0 0 1.532895 0
2.377389 1 1 2.391892 1
2.088115 1 0 2.29425 1
1.905793 0 0 1.624991 1
1.435789 0 0 1.583616 0
1.815276 1 0 1.56758 0
2.48275 1 1 2.454692 1
2.713867 1 1 2.503488 1
1.366797 0 1 1.47227 1
2.331932 0 1 2.53166 1
2.472704 0 1 2.243974 1
1.255067 0 1 1.407732 1
1.877622 1 1 1.714432 1
3.512375 1 1 3.853415 1
2.552751 0 1 2.81237 1
3.131166 1 1 3.042482 1
1.599419 1 1 0.9614443 1
3.159614 1 1 3.147844 1
1.902083 0 1 3.196637 1
2.454348 1 1 2.243968 1
1.500328 0 1 1.283679 1
1.500328 0 1 1.47227 1
2.639762 1 1 2.787337 1
1.618111 0 0 1.918557 0
1.818782 1 0 1.654592 0
2.559714 1 1 3.079562 1
1.285217 0 1 1.513092 1
2.22946 1 1 2.15696 1
2.822084 1 0 2.826816 0
1.946615 1 1 2.398127 1
2.193475 1 0 2.226042 0
2.128937 0 0 2.228979 0
3.006001 0 1 3.017169 1
2.735072 1 0 2.570882 0
2.059944 1 1 2.153584 1
1.779545 1 0 2.108847 0
1.863233 0 1 1.955853 1
2.023576 1 1 2.019307 1
2.408251 1 0 2.419332 0
2.059944 1 1 2.572475 1
1.212646 0 1 1.407732 1
2.357187 1 1 2.756285 1
3.43827 1 1 3.553311 1
2.193475 1 1 2.248799 1
2.559714 1 1 2.235536 1
1.253468 1 0 0.9630057 0
1.39323 1 1 2.018814 0
2.004884 1 0 2.690261 1
1.905793 1 0 1.877735 0
1.907375 0 1 1.918557 1
3.311704 0 1 3.304852 1
1.278786 0 1 2.611704 1
2.472706 1 1 2.497756 1
3.006001 1 1 3.447652 1
1.253468 0 0 1.47227 0
2.552984 1 0 2.760124 1
2.559718 0 0 2.717065 1
2.594765 0 1 1.283679 1
1.337809 0 0 1.484692 0
1.88332 1 0 2.388561 0
1.53423 1 0 2.296993 0
2.416619 1 0 2.143299 0
1.818782 0 1 1.877735 1
1.500328 0 0 1.720106 1
1.866561 0 1 2.074891 1
2.472708 0 1 2.413871 1
1.560953 1 0 1.506067 0
1.330429 0 1 1.302371 1
1.905793 1 0 2.125571 0
1.253468 0 1 1.017155 1
2.281528 1 1 3.001582 1
1.63646 0 1 1.590053 1
1.905793 1 0 2.061653 1
2.418211 1 1 2.552649 1
2.921858 0 1 2.676243 1
2.416619 0 1 2.444646 0
2.415368 0 1 1.928507 1
1.253468 0 1 1.47227 1
2.78213 1 1 2.901384 1
1.866564 0 1 1.963668 1
2.441929 1 1 2.444649 1
2.08971 0 1 2.061653 1
2.336568 1 1 2.265952 1
2.639762 1 1 2.611704 1
2.324366 1 0 2.013867 0
1.946615 0 1 1.695414 1
1.672178 0 0 1.338739 0
1.366797 1 0 1.654592 0
1.951603 0 1 2.023918 1
2.975231 1 0 2.7548 1
3.070545 1 1 3.447951 1
2.459623 0 1 2.745236 1
2.128937 0 0 1.933643 1
2.247608 0 0 2.268651 1
2.247608 1 1 2.268651 1
1.125635 1 1 1.634203 1
3.881474 1 1 2.859345 1
1.970332 0 1 2.251021 1
2.226571 1 1 2.630752 1
2.779524 1 1 2.570882 1
2.534402 1 1 2.126189 1
1.841254 0 0 1.813197 1
2.472704 1 0 2.442628 0
1.212646 0 1 1.338739 1
1.500328 1 0 1.287445 0
2.89286 0 1 3.282623 1
1.946615 0 0 1.918557 1
2.128937 0 0 2.061653 0
2.544452 1 0 2.323115 0
1.435789 1 0 1.615369 0
2.35208 0 0 2.100879 0
1.822185 1 0 1.877735 1
1.723472 0 1 2.215694 1
2.822084 0 0 3.853415 0
2.377397 0 1 2.7548 1
1.212646 1 1 1.918557 1
1.386999 0 1 1.450291 1
1.58994 1 0 1.338739 0
1.500328 1 0 1.338739 0
2.639762 1 1 2.7548 1
2.862906 1 1 3.212736 1
1.983911 0 1 2.745236 1
2.457441 1 1 2.856061 1
1.946615 0 1 2.052088 1
2.2541 1 0 2.215694 1
1.435789 0 0 1.407732 0
1.723472 0 1 1.22541 1
1.366797 1 1 1.338739 1
0.9502416 1 1 3.26563 1
2.766051 0 1 2.803588 1
1.905793 0 0 1.723584 1
1.58994 1 0 1.670096 0
2.340277 1 1 2.350339 1
2.465409 0 1 2.825022 1
2.521979 1 1 2.348896 1
1.672178 1 1 1.695414 1
1.444559 1 0 2.296993 1
1.866567 1 0 2.100879 0
2.416619 1 1 2.467118 1
2.522779 0 1 2.528323 1
1.593794 0 0 1.57025 1
2.128937 0 1 1.744204 1
2.046279 0 1 1.790724 1
2.077643 1 0 1.856682 1
4.104617 1 1 2.611704 1
2.556381 1 1 2.388561 1
2.135581 1 0 1.995518 0
1.905793 1 1 2.159986 1
2.59894 0 0 2.938607 0
2.449715 0 1 2.231556 1
2.062797 0 0 2.013867 0
1.152542 0 1 1.906484 1
1.679986 1 1 2.611704 1
1.170086 0 1 1.264631 1
2.640762 1 1 2.676243 1
1.292689 0 0 1.350102 0
1.658933 0 0 1.608766 1
2.283087 1 0 2.483871 0
1.64551 0 1 1.684353 1
1.760285 1 0 1.002266 0
1.389396 0 0 1.406397 1
2.02072 1 1 1.992662 1
2.272026 0 1 2.324022 1
1.985836 1 1 2.020825 1
2.059944 1 0 2.264697 0
1.500328 1 0 1.338739 0
1.366797 1 0 1.695414 0
1.78801 1 0 1.002266 0
1.796722 1 0 2.754071 0
1.64009 1 1 2.754071 1
1.666901 0 0 1.790724 0
1.618111 1 0 1.790724 0
2.639762 1 1 2.649 1
2.716723 1 1 2.120681 1
2.35208 1 1 2.572475 1
2.11502 0 1 2.135751 1
2.122499 0 1 2.186812 1
1.292689 0 1 1.732553 1
1.981706 1 0 2.570882 1
2.629712 0 1 2.572475 1
1.723472 1 1 1.709316 0
1.509876 1 0 1.789018 1
2.273326 0 0 2.031886 1
1.525021 0 1 1.544591 0
1.435789 1 1 1.436643 0
2.112773 0 0 2.141701 1
1.946615 1 1 2.768351 1
3.038881 0 1 2.908953 1
1.292689 0 1 1.42884 0
1.341936 1 1 1.538228 0
2.472704 1 1 2.572475 1
2.620335 0 1 2.834848 1
1.772262 1 0 1.695414 0
1.543148 0 0 1.338739 0
2.183004 1 1 2.100879 1
1.818782 0 0 2.466678 1
2.338657 1 0 1.957778 0
2.128937 0 1 1.877735 0
1.985836 1 0 2.276232 0
1.345135 0 1 1.317077 1
2.059944 1 1 1.918557 1
3.027985 1 1 3.052848 1
1.905793 1 0 1.407732 0
1.723472 0 0 1.695414 0
2.38719 0 1 2.151318 1
2.559714 1 1 3.091274 1
2.451353 0 1 2.531654 1
1.772262 0 0 1.407732 0
2.20554 0 1 2.553183 1
2.599981 0 1 2.509672 1
1.528499 1 1 3.12253 1
2.980926 0 1 2.879966 1
1.954583 1 0 1.002266 1
1.629161 0 0 1.741772 0
2.936899 0 1 2.2832 1
2.978375 1 1 2.754071 1
2.365325 1 1 2.388561 1
2.267538 0 1 2.226042 1
1.366796 0 1 1.338739 1
2.702815 1 1 2.349127 1
1.489014 0 0 1.790724 0
1.618111 0 0 1.47227 1
1.366797 1 0 1.338739 0
2.010904 1 0 1.695414 0
1.212646 1 0 2.46132 0
3.070544 1 0 2.213125 0
2.713867 1 1 2.821038 1
1.723472 1 0 1.22541 0
1.569321 1 1 1.983096 1
1.330429 0 1 1.47227 1
1.719463 1 1 1.513092 1
1.560953 0 1 2.255029 1
2.580331 0 1 1.918557 1
1.983911 0 0 1.488389 0
1.823995 1 1 1.992662 1
2.678983 1 1 2.688665 0
1.779545 1 1 2.061653 1
1.618111 0 1 1.790724 1
2.665079 1 1 2.637021 1
2.665079 0 1 2.637021 1
1.772262 0 0 1.790724 0
2.559712 1 0 2.331402 0
2.600533 1 0 2.690885 1
1.946615 0 0 2.207488 0
2.416619 1 0 2.397892 0
2.465409 1 1 2.060057 1
1.803207 1 0 2.512988 1
2.095035 0 0 2.506344 1
1.961878 0 1 1.976658 1
1.723472 1 0 1.835176 1
1.946615 0 0 1.513092 0
2.946492 1 0 2.955474 1
1.366796 0 1 1.405639 1
1.723472 1 0 1.552313 1
1.962488 0 1 2.058319 1
2.741597 1 1 2.503488 1
1.755939 0 1 1.859338 1
1.73836 0 1 1.803371 1
2.547647 1 1 2.542711 1
1.946615 1 0 1.097576 0
2.59894 1 1 2.085953 1
2.080146 0 1 2.457554 1
2.600427 0 1 2.052088 1
1.237339 1 1 1.532895 0
2.114161 0 0 1.493665 1
1.366797 1 0 1.097576 0
2.283087 0 1 1.813197 1
3.473714 1 1 3.31442 1
2.61956 1 0 2.611704 1
1.58994 1 0 1.64412 0
1.723472 1 1 1.700401 0
2.08971 1 1 2.061653 1
2.403373 0 1 2.47295 1
1.584209 0 1 1.590053 1
1.500328 0 1 1.877735 1
2.782858 1 1 2.787589 1
1.401888 1 1 1.47227 1
1.366797 1 1 1.338739 1
2.154253 1 1 3.078202 1
2.091581 1 1 2.611704 1
2.742037 1 1 2.685809 1
2.600533 0 1 1.918557 1
2.546769 0 1 2.667789 1
2.21487 0 1 2.858564 1
2.678494 1 1 3.042486 1
2.377397 0 1 3.042486 1
2.416619 0 1 2.165417 1
1.366797 0 1 2.097168 0
2.431507 1 0 2.427781 1
1.163856 0 0 1.264631 1
1.422366 0 1 1.590053 0
2.823683 1 1 2.872583 1
2.21487 0 1 2.243968 1
2.695197 1 1 2.571923 1
2.059944 0 0 1.628783 0
2.449207 1 1 2.864795 1
2.578067 1 1 2.834848 1
1.578446 0 1 2.467118 1
2.275113 0 1 2.192987 1
1.818782 1 0 1.877735 1
1.435789 0 0 1.338739 0
1.866554 1 0 2.337267 1
2.128937 0 0 1.615353 1
2.283087 1 0 1.93679 0
1.90329 0 0 1.93679 0
1.672178 0 1 1.835176 1
1.935646 1 1 1.971667 0
2.283087 1 0 2.43168 1
0.9843851 0 1 1.165565 1
1.500328 1 1 1.532895 1
1.816962 0 1 1.838496 1
1.292689 0 1 2.180921 1
1.723472 1 0 1.184588 1
1.500328 1 0 1.47227 0
1.402242 0 0 1.374184 0
1.560953 1 0 1.877735 0
1.330429 1 0 1.299515 0
2.169759 0 1 1.867264 1
2.059944 0 1 2.152205 1
1.723472 1 0 1.734634 0
1.292689 1 0 1.184588 0
2.243752 1 1 2.255029 1
2.365325 1 0 2.388561 0
2.847398 0 1 2.866491 1
3.154423 1 1 3.193059 1
1.212646 0 0 1.47227 0
2.166666 1 1 1.289948 1
1.58994 0 1 1.715216 1
1.253468 1 1 2.274832 1
2.869869 1 1 2.724032 1
1.925403 0 1 2.048223 1
1.628161 1 1 1.550821 0
1.988141 1 1 2.254458 1
1.946615 0 1 1.366909 1
1.366797 1 0 1.407732 0
1.306917 0 0 1.790724 0
2.799386 1 1 2.838882 1
1.946615 0 0 1.62367 0
1.817872 0 1 1.32072 0
1.926412 1 1 1.790724 1
2.128937 0 1 1.877735 1
2.059944 1 0 1.840379 1
2.334595 0 0 1.918557 1
1.980971 1 1 1.868358 1
2.258048 0 1 2.308511 1
2.054572 1 0 3.199491 1
1.642804 0 0 2.393548 1
2.819116 0 1 3.265627 1
2.641781 0 1 2.720899 1
2.965181 1 1 2.787589 1
1.253468 1 0 1.338739 0
2.08971 1 0 2.061653 0
1.818782 1 1 1.839995 0
2.161726 1 0 1.22541 0
2.559714 1 1 2.7548 1
2.782858 0 1 2.7548 1
2.376838 0 1 2.908842 1
3.699152 1 1 2.560411 1
1.757873 0 1 1.338739 1
1.672178 0 0 2.031886 0
2.782858 1 1 2.7548 1
2.847398 0 1 3.032432 1
2.745123 1 1 2.81934 1
