y[,1] y[,2] sex[]
2.138491 2.078173 0
2.04519 2.059944 1
1.892624 1.595638 0
1.590053 1.723472 1
2.30329 2.611704 1
2.611704 2.051975 0
2.349339 2.243856 1
2.126189 1.684237 0
1.379561 2.08971 1
1.713253 1.712411 0
2.753091 3.122526 1
1.772262 1.790724 0
2.06164 2.391301 0
2.444646 2.21487 1
2.133668 2.639762 1
1.704034 1.733143 1
1.877735 1.578879 1
1.569321 1.64806 0
2.388438 2.126189 0
3.159614 2.848514 1
2.061653 2.634415 0
2.031886 1.985836 1
1.995518 2.267248 0
1.578879 1.532895 1
2.128937 2.100879 0
2.528323 1.971917 0
1.879317 2.048883 1
1.720387 1.869767 0
1.236796 2.145992 1
1.384496 1.877735 0
2.337267 2.193475 1
2.298679 2.493921 1
2.153629 2.539384 0
2.100879 2.128937 1
2.467118 2.600533 1
2.100879 2.243856 0
2.559538 2.901656 1
2.444648 2.377389 0
1.818782 2.398127 0
2.965179 2.841811 1
1.701396 1.723472 0
2.226042 2.2541 1
2.804072 2.880189 0
2.637021 2.173272 1
2.243968 1.500328 1
1.348778 2.031886 1
1.47227 1.292689 1
1.532895 1.435789 1
1.695414 2.53773 1
1.695414 1.394967 0
2.271593 2.141701 1
2.731566 2.7548 0
3.534848 3.484317 1
1.654592 2.939477 1
1.905793 1.877735 0
1.926565 1.905793 1
3.226408 4.104617 1
1.874539 1.918557 1
1.856682 2.059944 1
2.847318 2.444468 1
2.61956 2.187056 1
1.837347 1.173385 0
2.952761 2.678543 0
3.045227 3.160211 1
2.272032 2.349331 1
2.803588 2.815646 1
1.672178 1.561882 1
1.47227 1.560953 1
2.08971 3.853415 1
1.500328 1.500007 0
1.064726 1.695414 1
2.041925 2.020825 1
2.2832 1.984354 0
1.946615 1.887293 1
2.255029 2.283087 1
1.578879 1.77397 0
1.560953 1.744204 0
1.338739 1.994262 1
1.549118 1.106626 0
2.455839 2.174748 0
1.695414 2.521979 1
1.327678 1.723472 1
2.365325 2.196189 1
1.737374 1.799773 0
2.426185 2.427685 0
1.523495 2.740625 1
1.826442 1.380981 0
1.435789 1.142028 1
2.031886 1.161353 0
2.069984 2.07702 0
2.347313 2.3487 1
1.338739 2.128937 1
2.78213 2.060057 1
3.699152 2.261674 0
2.154253 2.444648 1
1.784096 2.19011 1
3.005793 2.185526 0
2.34878 1.748164 1
1.242857 1.606938 0
2.691056 2.483871 1
1.47227 1.212646 0
1.292689 1.407732 1
2.667933 2.888331 0
2.782858 2.7548 1
2.678615 2.655029 0
2.678615 2.655029 1
2.908953 2.790241 1
1.287445 1.345135 0
1.809649 2.114124 0
1.487083 2.152172 1
1.866554 2.243968 0
1.823995 1.795937 0
1.838496 1.866554 0
1.927188 2.676743 0
2.08971 1.957778 1
1.985836 1.793379 1
1.888138 1.898354 0
2.377397 2.437351 1
2.115025 3.081708 0
2.667139 2.335951 1
1.387529 1.64551 0
2.051533 1.968594 1
2.243856 2.165417 0
2.255029 3.238071 1
1.905793 1.877735 1
2.62159 2.444648 1
2.300549 2.247932 0
2.300549 2.08971 1
2.276511 2.628364 1
2.218168 1.746582 0
1.597455 2.005285 0
2.409039 2.311258 0
3.042482 3.099716 1
2.544451 2.594002 0
1.602607 1.453342 0
1.744204 1.698154 0
2.059944 2.388561 1
2.847102 3.267279 1
2.45762 1.435789 0
2.483871 2.283087 1
2.006568 1.578889 1
1.538647 1.64412 0
1.895902 2.043379 0
2.650925 2.556381 1
1.795937 1.723472 0
2.834848 2.478494 1
1.484692 1.818782 1
1.618111 1.427534 0
1.368505 1.396563 0
1.500328 1.47227 1
1.366797 1.4785 0
1.535831 1.946615 0
2.057198 1.944431 0
2.66478 2.257221 1
0.9658988 2.088115 1
2.154247 2.518411 1
1.779545 1.656179 0
2.794026 2.08971 0
2.397273 2.02072 1
2.594456 3.073398 0
1.823995 1.950056 0
2.193475 2.240641 1
1.790724 1.723472 0
1.918557 1.366797 0
1.818782 1.556152 0
2.782858 3.017169 1
1.435789 1.64412 0
1.695414 1.946615 1
1.790724 2.017632 1
2.388561 2.511929 1
2.754592 2.377397 0
1.212646 1.338739 0
2.472704 2.373447 1
2.34904 1.866554 1
2.081243 2.378397 1
2.437351 2.453433 0
2.416619 3.114296 1
2.667139 1.993499 1
1.695414 1.905793 0
2.462668 2.336568 0
3.758106 2.782858 1
1.695414 1.695301 1
2.797563 2.79117 1
2.4263 2.559718 0
1.530082 1.869367 0
3.253558 3.070542 0
1.500328 2.031886 0
2.936899 2.186812 1
2.834848 1.64767 0
1.253468 2.754071 1
2.141701 2.397191 1
1.47501 1.22541 0
2.525814 2.270778 1
1.590053 1.618111 1
2.446386 2.40626 1
1.062891 1.423367 0
1.751642 1.701304 1
2.095035 2.023277 0
1.059883 1.64412 1
1.249126 1.170086 0
2.193475 2.34904 1
2.215798 2.08971 0
2.639762 2.667792 1
2.810555 2.697864 0
1.500328 1.47227 0
2.031886 2.059944 1
1.838496 1.435789 0
1.838496 1.58994 1
1.58994 1.838496 1
1.435789 1.838496 0
2.490724 2.150887 0
2.128937 1.695414 0
1.784567 2.763948 0
1.905793 2.59947 1
1.500328 1.659786 1
1.233265 2.035451 1
2.516394 1.994262 1
2.181642 2.510601 1
2.426185 2.388561 1
2.571923 2.495176 0
2.086377 2.060057 1
1.695414 1.140325 1
1.818782 2.098015 1
2.041925 2.036518 1
2.388561 1.926412 1
1.905793 1.695414 0
1.002266 1.030324 0
1.741934 1.818782 1
2.782858 2.7548 1
2.128937 2.506344 1
2.100879 1.58994 1
1.592223 1.670096 0
1.646623 1.674681 1
1.694551 1.50836 1
2.437351 1.811482 0
1.618111 1.407732 0
1.863233 2.180306 0
2.349335 2.208979 0
1.744204 1.58994 1
2.16701 2.377397 1
1.967347 2.508286 1
1.184588 1.212646 0
2.308511 2.853332 0
2.495176 2.572475 0
1.800774 1.549118 0
2.538659 2.531654 1
1.925081 2.29401 0
1.500328 1.918557 0
3.004405 2.542966 1
0.9614444 1.366797 1
2.7548 1.723472 1
1.695414 1.905793 1
1.125635 1.338739 0
2.023576 2.084071 1
3.853415 2.782858 0
2.349339 2.443186 0
2.639262 2.302817 1
1.790724 1.500328 1
1.407732 2.377098 0
1.170086 1.790724 0
1.500328 1.64412 1
1.170086 1.601103 0
1.811604 1.795259 0
3.252865 3.147844 1
2.685809 2.742037 1
2.665732 2.243968 0
1.135685 1.338739 0
1.879317 2.041925 1
1.095792 1.366797 0
2.907497 2.912809 1
3.057814 3.017169 0
2.088115 2.100879 1
2.899386 2.04845 1
2.78213 2.638346 1
2.574605 2.571923 0
2.531578 3.17684 0
2.386559 2.206898 1
1.461089 1.548546 1
3.006001 1.756038 0
1.723472 1.561882 0
2.324022 2.416619 1
2.311258 2.013867 1
2.521189 2.377397 1
2.531654 2.888215 0
2.388561 2.059944 1
1.58994 1.532895 0
1.338739 1.723472 1
1.73943 1.770355 0
2.47295 2.559636 1
1.628161 1.608402 0
2.397273 2.122499 0
2.932432 2.948177 0
2.965179 2.137246 1
1.478349 1.590053 0
2.165417 2.213584 0
3.293649 1.590053 1
1.578446 1.877735 0
1.841254 1.584482 0
2.908842 2.115514 1
2.362582 2.556381 0
1.468579 1.461209 0
1.628161 1.965077 1
1.672178 1.617452 0
1.971928 2.586386 0
2.917114 2.707015 1
1.58994 1.656179 1
1.079227 1.856253 1
1.560953 1.612032 1
1.835176 2.128937 1
1.866561 2.020825 0
1.618111 1.358941 0
1.905793 1.513092 1
2.107732 2.194782 1
1.942161 1.957778 1
1.737754 1.761201 0
1.723472 1.781591 0
1.127429 1.946615 0
2.259614 2.085953 0
1.172393 2.306614 0
2.174984 2.454357 1
1.918557 2.169143 1
2.639762 2.662997 0
2.2832 2.128937 1
2.489096 2.308402 1
2.061653 1.971928 0
2.416619 2.165417 0
2.416619 1.22541 0
1.734634 1.618111 1
2.34904 1.905793 0
2.154247 2.226042 1
1.905793 2.215798 1
1.810333 1.039656 0
3.091277 3.040083 1
1.974635 1.823995 0
1.264631 1.292689 0
2.271367 1.723472 1
2.086926 2.133923 0
1.253468 1.302371 0
1.338739 1.576131 0
1.47227 1.985836 1
1.820577 1.968594 0
1.983911 2.879592 1
2.284588 0.9631156 0
2.282079 1.47227 1
2.546469 2.518411 0
2.126189 2.154247 0
2.810227 2.635754 1
1.407732 1.366797 1
1.818782 1.983096 1
1.338739 1.292689 0
1.059883 1.590053 1
1.887293 1.823995 1
2.590972 2.23441 1
1.292689 1.917757 1
1.93836 2.058889 1
1.677428 1.590053 1
3.332909 1.600103 1
2.513292 2.672611 1
1.143653 1.638255 1
1.366797 1.47227 0
1.58719 1.615248 0
1.784096 1.47227 1
2.35208 2.243968 1
0.9597067 1.059883 0
1.302371 1.253468 0
1.976174 1.407732 1
2.7548 2.628707 0
1.877735 1.905793 1
1.795792 1.877735 0
2.31624 1.366797 0
2.665075 2.7548 1
2.377393 2.685809 0
1.440521 2.264341 1
1.619707 1.773965 0
2.041925 2.094441 0
2.283087 2.349339 1
2.016141 2.130276 0
1.407732 1.292689 1
2.215917 2.140865 0
1.618111 2.337267 1
1.292689 1.590053 0
2.437351 2.556381 1
2.713867 1.532895 0
1.744204 2.10225 0
1.561882 2.268698 1
2.128937 2.063138 1
2.965096 2.919719 1
1.302865 1.723472 0
1.808742 2.448602 1
2.416619 2.355113 0
3.488772 2.418215 1
2.580331 2.592277 0
3.476008 3.447951 1
2.157574 2.048883 0
2.739218 2.725573 1
2.023576 2.34904 0
2.02072 2.061653 0
2.639762 2.811497 1
2.031886 3.391178 0
2.343421 2.421657 1
2.677842 2.539509 0
2.745122 2.539381 0
2.611704 2.465409 0
2.128937 2.120681 1
1.764293 2.061653 1
3.119097 2.860163 1
2.215798 2.862906 0
2.947173 3.05034 0
2.713867 2.603117 0
2.559718 2.850115 1
2.061653 1.946615 0
2.370575 2.031886 0
1.682328 1.500328 0
2.7548 2.8474 0
2.559712 2.467118 1
1.946615 1.957279 0
1.695414 2.534402 1
1.284967 1.47227 0
1.946615 1.936397 0
2.296993 2.511929 1
3.030415 2.236295 0
3.293649 2.977943 1
1.366797 1.695414 0
3.210006 3.278531 1
2.08971 2.265955 1
1.905793 2.093096 0
2.059944 2.226042 1
2.704301 2.164766 1
1.695414 1.723472 0
2.47665 2.416588 0
1.509876 1.733143 1
1.771257 2.611704 1
2.128937 2.388561 0
2.69658 2.59894 1
1.932854 2.208979 0
1.818782 1.877735 1
1.695414 1.171824 0
2.388561 2.875625 1
1.468579 2.037584 0
2.341895 2.303547 0
3.126364 1.818782 1
1.47227 1.366797 1
1.47227 1.366797 1
1.47227 1.366797 1
1.47227 1.366796 1
2.42629 2.416619 0
2.288971 1.764293 0
2.590481 2.019866 1
2.639762 3.137616 1
2.416619 2.713933 0
3.239819 3.247693 0
2.154253 2.349339 1
2.259614 2.611704 0
2.388561 2.416619 1
2.165417 2.059944 1
1.142028 3.070544 1
3.476009 3.086073 0
2.061653 2.05581 1
2.224247 2.458553 1
1.618111 2.196189 0
2.741597 2.34878 1
1.905793 1.869367 1
2.973481 3.958776 1
2.285826 2.348181 0
2.96474 3.17132 1
2.168537 2.128937 1
2.2541 2.309517 0
2.88822 3.203752 1
2.154247 2.069029 1
1.318006 1.338739 1
2.288785 2.290396 1
1.832667 2.243968 0
2.571923 1.64767 0
1.22541 1.030324 0
2.59894 2.570882 0
1.338739 1.292689 0
2.290121 2.128937 1
2.243856 2.388561 1
1.087483 1.838895 0
2.538659 2.611704 1
2.426185 2.571923 0
4.076559 2.939867 1
2.02072 2.02786 1
1.828945 1.823317 0
1.772262 3.025138 1
1.877622 1.799774 0
2.611704 3.131166 1
1.47227 2.076281 0
1.170086 2.449185 0
1.628161 2.255029 1
1.643427 1.743199 1
2.981933 2.919189 1
2.483871 2.365325 0
2.766722 2.531656 0
2.185018 1.92476 0
2.2541 2.337267 1
2.822084 2.977943 1
1.915351 2.215798 0
2.137693 2.164869 1
2.61956 2.638152 1
2.908953 2.695849 1
2.060057 2.128937 0
1.33157 1.212646 1
2.611704 2.600533 1
1.813197 1.823995 0
2.167013 1.684237 1
1.707122 1.383039 0
2.126189 1.549118 0
2.421657 2.426185 0
2.559712 2.531654 1
1.818782 1.916956 0
1.425066 2.611704 0
3.293337 2.754071 1
2.7548 2.782858 0
1.866706 1.813197 0
1.212646 1.041487 0
2.165417 1.876193 1
2.226042 1.723472 1
1.723472 1.626421 1
2.068356 2.019122 0
2.080676 2.30329 1
1.042253 2.360676 1
2.590499 2.457441 1
2.138491 2.850115 1
2.416619 2.293251 0
2.725033 2.541046 1
2.060057 2.08971 0
2.298836 2.834848 1
2.726624 2.63776 0
1.618111 1.590053 1
2.449715 2.531654 1
2.061653 1.823995 0
1.47227 1.500328 1
1.435789 1.450291 0
2.426185 2.398127 0
1.964634 2.2832 1
2.4263 2.464404 0
2.101908 1.550388 0
1.790724 2.168157 1
2.041129 2.059944 1
1.592223 1.926525 0
2.025975 2.02072 1
1.697412 1.618111 0
1.097983 1.115595 1
1.212646 1.630875 0
2.324022 2.193475 1
2.283087 1.877735 1
2.571923 2.888218 1
2.051975 2.101619 0
2.272026 1.93382 1
3.130793 2.688665 1
3.265627 3.01925 1
3.109766 3.103108 1
1.946615 1.918557 0
2.174748 1.772262 0
3.224725 2.511929 1
2.7548 2.701328 1
2.580012 2.522092 0
2.352193 2.865098 0
2.195184 2.128937 0
1.63464 1.184588 0
2.725328 2.618669 1
2.618669 2.40993 0
2.11135 2.335951 0
2.35208 1.66879 0
2.283087 2.310599 1
2.054572 2.437351 0
2.948177 2.927444 1
3.344978 3.1064 1
2.630752 2.600533 1
1.866489 2.26243 0
2.916389 2.100879 0
1.723472 2.243535 1
1.184588 0.9684489 0
1.229402 1.030324 1
2.426185 2.834848 1
2.08971 2.412314 0
1.956296 1.841254 0
3.23664 3.006231 0
2.123944 2.01927 1
1.695414 1.75497 1
1.528672 2.2832 0
2.7548 2.534402 1
1.511515 1.561882 0
1.887293 1.907375 1
2.259315 2.777219 1
1.264631 1.059883 0
2.79954 3.332909 1
1.500328 1.47227 0
1.22541 1.253468 0
2.30289 2.15696 0
3.154029 2.128937 1
1.956169 2.650925 1
2.068479 2.031886 0
2.377397 2.41699 1
2.09754 2.136317 0
2.2926 2.36104 1
2.110829 2.138887 0
2.416619 2.3775 0
3.160265 2.965179 0
2.154247 2.215798 1
2.936682 2.639762 1
1.940319 1.633859 0
1.877735 2.086377 1
1.984003 1.93961 1
2.697864 2.226042 1
2.931282 2.375982 0
2.34904 1.828832 0
2.388561 2.208979 0
1.22541 1.704034 0
2.907497 2.536981 1
1.983096 2.283087 1
2.359864 2.035204 0
1.760285 1.883243 0
2.735072 2.760124 0
2.311258 2.611704 1
1.675211 1.401888 0
2.041925 2.141701 1
3.476008 3.137616 1
1.401888 1.590053 0
1.866567 2.255029 1
2.787337 3.029721 1
1.989675 2.031886 1
1.363825 1.998068 0
2.183804 2.251353 0
2.157686 1.808354 0
2.088115 1.933643 0
1.732228 2.377098 1
1.841254 1.47227 1
1.670096 1.322994 0
1.995518 1.782895 1
2.582069 2.793913 1
2.534402 2.390958 0
1.079115 1.51808 1
1.068054 1.695414 0
1.366797 2.337267 1
1.744204 1.723472 0
2.460881 1.73144 1
1.68888 1.695414 0
2.556381 2.55635 1
2.365325 2.437351 0
2.924697 3.006001 1
2.770088 2.754071 1
2.324022 2.600533 0
2.224247 1.918557 1
2.128937 2.349339 1
2.466599 2.7548 1
2.649443 2.677501 1
2.815461 1.408761 0
2.224247 2.889336 1
1.772262 2.343825 0
1.767734 1.569154 1
2.08971 2.349339 0
1.946615 2.180921 1
2.516394 2.853029 0
2.208979 2.100879 1
2.472526 2.429383 1
1.107285 1.794943 0
1.985836 1.751487 0
2.128937 2.270622 1
1.745944 1.386514 0
2.70827 2.34904 0
1.002266 1.8368 1
2.185018 1.991808 0
1.818782 2.688665 1
1.142028 1.366797 1
1.178744 1.142028 0
1.184588 1.170086 1
2.133668 2.600533 1
1.723472 2.079674 1
2.031886 2.488939 1
2.388561 1.909951 1
2.243968 2.377397 1
1.860928 2.065878 1
2.2832 2.2541 0
1.433049 1.519539 0
1.651151 1.892569 1
1.597958 1.958271 0
3.086453 2.665079 0
3.045227 3.199491 1
3.092208 2.960234 0
1.866489 1.47227 1
2.333237 1.695414 0
2.100879 1.841254 1
1.097576 1.292689 0
2.927444 2.137246 1
2.667139 2.154247 0
2.572475 2.59894 1
2.908024 2.940208 0
1.984345 2.753091 1
1.338739 1.184475 0
2.18789 1.948807 1
1.643424 1.637842 0
2.438567 2.862906 1
2.154247 1.872723 0
2.035647 2.105714 0
2.908024 3.042187 1
2.889336 2.695849 0
2.908842 2.166553 0
2.571923 2.377098 1
2.35208 2.506344 1
1.695414 1.946615 1
1.096112 1.790724 1
2.204044 2.677661 1
1.880475 2.388561 1
2.7548 2.935874 1
1.966418 2.149669 1
1.47227 1.313998 0
1.366797 2.100879 1
2.100879 2.234297 0
2.229956 2.165304 0
2.782858 2.717065 0
2.349333 2.212318 1
2.862906 2.894565 1
2.611704 2.511929 1
1.440521 1.905793 1
1.723472 1.720106 0
1.93836 1.818782 1
3.070245 3.527995 1
2.247861 1.877622 1
2.474291 1.723472 0
1.327678 2.041925 0
2.338657 2.631507 1
1.327678 2.127603 0
2.338657 1.779755 1
2.639762 2.794026 0
3.173821 2.713867 1
2.611704 1.723472 1
2.007146 1.786446 0
1.002266 1.302258 0
1.407732 1.366797 1
2.165417 2.321309 1
1.949943 1.876901 0
2.126189 1.779545 1
1.307956 1.695414 1
1.435789 1.359941 0
2.337267 2.365325 1
2.467118 2.517154 1
1.874294 2.09251 0
1.841254 2.109178 1
1.630875 1.563623 0
1.723472 1.772375 0
1.779295 2.169759 0
2.102948 2.132131 1
2.061653 1.435789 1
1.723472 1.918557 0
2.483871 2.128937 1
2.349339 2.377397 0
1.407732 1.212646 0
1.22541 1.125635 0
1.491318 2.333237 1
2.03634 1.976911 0
1.618111 2.005569 1
1.582245 1.54115 1
1.47227 1.500328 1
2.401505 2.794026 1
1.877735 1.985836 0
1.877735 1.905793 1
1.877735 1.761201 0
2.100879 2.048883 1
1.401888 1.031825 0
1.826442 1.818782 0
1.983911 1.992662 0
1.985836 1.184588 0
2.35208 1.887293 0
2.125571 2.547647 1
1.759327 1.537142 0
3.027055 2.908953 1
1.54115 1.431262 0
1.63646 1.407732 0
2.03407 1.779561 1
1.36691 1.985836 0
2.34878 1.491539 1
1.702886 1.730944 1
2.44739 2.126185 1
1.309751 2.262468 0
1.917941 1.877735 0
2.895378 2.782858 1
2.116063 1.89086 0
1.633538 1.684237 1
2.059944 1.704263 1
1.900781 1.47227 0
2.416619 2.437351 1
2.44565 2.041925 0
1.979663 2.125571 1
1.338739 1.626961 0
2.377397 2.611704 1
2.865152 2.862906 1
1.723472 1.918557 0
2.260727 2.097086 1
2.399615 2.061647 0
2.191176 1.858876 0
1.22541 1.237339 0
1.637369 1.918557 1
2.011154 2.031886 1
1.654592 2.416619 0
1.966418 1.790724 1
1.264631 1.969081 0
1.500328 1.338739 1
1.47227 1.212646 0
1.172258 3.12253 0
2.878173 3.160265 1
2.977943 2.862906 0
1.818782 2.095148 0
1.946615 1.561882 0
2.094441 1.723472 0
1.841254 1.877735 0
1.813197 2.059944 1
2.174748 3.070505 1
2.449185 1.682649 0
2.400489 2.822084 0
1.685363 1.963472 1
2.284306 2.126195 1
1.818782 1.786168 1
1.64412 1.784096 1
2.180921 1.253468 0
1.866567 1.656179 0
2.270778 1.924142 1
2.7548 2.688552 0
2.365325 2.031886 0
1.953721 2.271593 0
2.81934 2.782858 1
2.377098 2.571923 1
1.905793 1.327678 0
1.918557 2.369265 0
2.997592 2.091581 1
2.677835 2.465409 0
2.763085 3.399161 1
2.908842 1.985836 0
1.5311 1.47227 0
2.310599 2.936899 1
1.788448 1.73836 0
1.744204 1.841254 0
2.298636 1.905793 1
2.720899 2.272032 0
2.607239 2.688665 1
1.212646 1.338739 1
2.572475 2.559712 0
3.042486 3.119333 1
2.377388 2.271367 1
2.51485 2.48275 1
2.682479 2.655732 0
2.170642 2.35946 1
2.126189 2.511929 1
2.572475 2.360048 1
1.618111 1.651611 0
2.53166 2.377397 1
2.296993 2.193475 1
1.760285 2.407137 0
2.388561 2.331061 1
1.426412 1.530539 0
1.821694 1.907375 1
1.289948 2.122248 0
1.703269 2.388561 1
1.905793 1.532895 1
2.558552 2.483871 1
1.764293 1.983096 1
1.992662 1.911686 1
2.033626 2.794026 1
2.060057 2.639762 1
1.590053 1.723472 0
1.979518 1.777012 1
1.590053 1.64551 0
1.590053 1.723472 0
2.489096 2.308402 1
2.622627 2.510928 0
1.657192 1.502186 0
1.826218 1.824568 0
1.695414 1.682649 0
1.366797 2.637017 0
2.517063 2.572475 1
1.401888 1.427534 0
2.822084 2.707014 1
1.918557 1.898676 1
1.777539 1.630875 1
2.600539 3.671094 1
1.253468 1.918557 0
2.877907 2.122248 0
2.908842 2.494736 1
2.165417 2.465409 1
1.638843 1.454284 0
3.057992 2.958216 0
1.338739 1.556417 0
2.059944 2.567752 0
2.937011 2.649443 1
2.349339 2.377397 0
1.840619 1.88957 0
1.435789 1.407732 0
1.22541 1.366797 0
1.401888 1.22541 1
1.682649 1.918557 0
1.366797 1.338739 0
2.582717 2.223242 0
1.955853 1.760285 1
1.401888 1.184588 0
2.05581 2.215798 0
1.985836 1.957778 1
2.150887 2.128937 1
2.272026 2.374031 1
2.100879 2.311258 1
1.097576 1.212646 1
2.175306 2.53166 0
1.839514 1.926412 1
2.936899 2.34904 1
2.310599 2.449715 0
2.467118 2.243856 1
1.723472 2.310599 1
2.388561 1.946615 0
2.48275 2.349331 1
2.834848 2.695849 1
2.326092 2.467118 1
1.515832 1.407732 0
2.861048 1.590053 1
1.905793 1.957778 1
1.744204 1.818782 1
2.298034 2.322404 1
1.983096 1.352408 0
2.388561 2.416619 1
2.416619 1.813197 1
2.437351 2.511929 0
2.818452 2.398127 1
2.324022 2.088115 1
2.416619 2.355521 1
1.520042 1.54115 0
2.215798 2.299425 1
1.983525 1.957778 0
2.255029 2.639762 1
2.128937 2.231907 1
2.466678 1.905793 0
2.566952 2.879965 1
1.723472 2.061653 1
2.572475 2.166553 0
1.82575 1.921752 0
2.059944 1.338739 0
1.330429 1.407732 0
1.500328 1.744204 0
2.834848 1.618111 1
1.415587 2.977735 0
1.985836 2.269214 0
2.35208 2.637017 1
1.762692 1.957778 0
1.838391 2.44465 1
2.297835 2.269777 0
2.2832 2.311258 1
1.975315 1.985836 0
2.031886 2.059944 0
1.723472 1.835176 0
1.590053 1.500328 0
1.801574 2.2541 1
2.685809 2.639762 0
2.349339 2.465409 1
2.2541 1.93679 1
2.128937 2.215798 0
2.223686 2.059944 1
3.986834 1.788175 1
1.590053 1.779545 0
1.338739 2.072366 0
2.388561 2.274479 1
1.132429 1.051057 0
2.060057 2.019866 0
2.128937 2.349339 0
2.154247 2.141701 1
2.454357 2.685809 1
1.866554 1.879317 0
2.349331 2.639762 1
1.723472 1.695414 1
2.7548 2.600533 0
2.44739 2.397273 1
2.064398 2.060057 0
1.817249 1.695414 0
1.835907 1.881893 1
1.569321 1.910525 0
1.170086 2.013867 0
2.677501 2.528323 1
1.500328 1.590053 1
1.64412 2.2541 0
2.572548 1.723472 1
1.918557 1.984354 0
1.985836 2.155998 0
2.243752 2.520466 0
1.430797 1.903708 1
1.618111 1.659786 0
1.618111 1.695414 1
2.506231 2.437351 1
2.059944 2.560411 0
2.803151 2.862906 1
2.639762 2.205239 0
2.028853 1.311588 0
1.736252 2.362281 0
2.310599 2.088115 0
2.298034 2.599981 1
2.467118 2.259315 0
2.571923 2.153629 1
1.790724 1.723472 1
2.53166 3.242306 0
3.255861 3.001663 1
2.794026 2.425331 1
2.128937 2.419332 1
1.831685 1.838503 1
1.656188 1.698154 0
2.754361 2.90765 1
1.828832 2.280344 1
1.703835 2.161287 0
2.243968 2.277931 0
2.128937 2.28213 1
1.695414 1.58994 0
1.47227 1.435789 1
2.695849 2.7548 1
1.838496 1.995405 0
2.559714 2.834848 1
3.006001 2.834848 1
3.06596 3.058473 1
1.995518 2.184056 0
2.298238 2.224247 1
1.382072 1.212646 0
1.695414 1.578879 1
1.586506 1.619612 0
1.584482 1.560953 1
2.720983 2.611704 1
1.253468 1.590053 1
2.503488 2.782858 1
1.733422 1.695414 0
2.100879 2.019866 0
2.868131 2.888218 1
2.519589 1.618111 0
2.611704 1.22448 1
2.78213 2.531578 1
2.571923 2.599981 0
2.061653 2.128937 0
1.338739 1.435789 1
1.120049 1.723472 0
2.815395 2.119046 0
2.483871 2.486611 1
2.876264 2.659565 0
2.133668 1.723472 0
2.403373 2.054192 1
2.695849 2.53166 1
1.719464 1.950831 0
1.905793 1.877735 0
2.071778 3.224509 1
1.667562 1.628205 1
1.684237 2.211973 0
2.324022 2.150916 1
2.611704 2.773293 0
2.611704 2.35208 1
2.645659 2.879965 1
2.005356 1.877735 0
2.573622 2.337267 1
2.226042 2.311258 1
2.148739 1.957778 0
1.500328 1.590053 1
1.723472 1.695414 0
2.269955 2.2541 0
1.905793 2.127196 1
1.733422 1.57888 0
2.502796 2.57227 1
1.059883 2.255029 0
1.748164 1.694638 0
1.946172 1.946615 0
2.100879 1.500328 1
1.946615 1.695414 0
1.476734 2.014526 0
2.135581 2.590499 0
2.008651 2.260727 1
2.337267 1.643427 0
2.611704 1.905793 0
2.388561 2.639762 1
2.628653 2.474888 1
2.441929 2.180251 0
1.407732 1.618111 1
1.532895 1.500328 0
2.130269 1.253581 0
1.823247 1.684232 0
3.447951 3.44029 1
1.920627 1.407732 0
2.964472 2.748957 1
2.517394 3.058473 0
1.790724 1.723472 0
2.309588 2.203029 0
2.559712 2.650436 1
2.076914 2.113431 0
1.556236 2.198514 0
2.311258 2.16701 1
1.905793 1.877735 0
1.963355 1.723472 0
1.790724 1.292689 1
2.630526 2.644352 1
2.494736 2.572475 1
1.723472 1.838496 0
2.62679 2.511929 1
1.774165 1.991808 0
2.072847 1.813197 1
1.723472 1.302371 0
1.64412 1.64009 1
1.447718 1.47227 0
2.624949 2.679291 1
2.639762 2.611704 0
1.614006 3.699152 1
3.358226 3.853415 0
2.410076 2.485007 1
2.636026 2.193475 1
1.905793 1.573246 0
3.214336 3.17715 0
2.349335 1.953573 0
1.500328 1.705885 1
2.61956 2.252751 0
1.435789 1.407732 1
1.435789 1.695414 0
1.338739 1.059883 0
2.271367 2.416619 1
1.695414 2.377098 0
2.226042 2.184056 1
1.469767 1.435789 0
1.22541 1.435789 1
2.012849 1.607271 0
1.456522 2.377397 1
2.100879 1.64305 0
2.483871 1.818782 0
2.100879 2.265796 1
2.834848 2.78213 1
1.918557 2.2541 1
1.002266 1.237339 0
4.104617 1.877735 0
1.866554 2.255029 1
2.255029 3.045227 0
2.145466 2.243968 1
2.567752 2.65881 1
1.672178 1.976826 0
1.407732 1.560953 1
1.877735 1.684237 1
2.311258 1.995518 0
2.473387 2.584408 1
3.488772 3.699152 1
1.481601 2.059944 0
2.283087 2.337267 1
1.991808 1.970996 1
1.881181 2.270767 0
1.35482 2.858564 1
2.444468 2.472704 1
2.977735 2.648252 0
1.532895 1.748164 1
1.532895 1.560953 1
1.654592 1.723472 0
1.817631 2.416619 1
3.853415 2.416619 0
1.532895 1.170086 0
2.471344 2.180921 1
1.85583 1.863233 0
3.293649 1.695414 1
1.946615 2.100879 0
2.100879 2.039325 0
1.658933 1.630875 1
1.590053 1.905793 0
2.416619 2.100879 1
2.950916 2.878173 0
2.349339 2.299425 1
2.667792 2.047365 1
2.937121 1.723472 0
2.754071 1.938744 0
2.215694 2.048883 1
2.764057 2.628268 1
1.440521 1.672178 1
1.897402 2.782418 1
1.97115 1.500328 0
1.237339 1.097983 1
