y[,1] y[,2] sex[]
2.071159 1.963668 0
2.778944 2.243968 1
1.22541 1.330429 0
3.405389 3.188323 1
3.31442 3.371647 0
1.756038 2.718319 0
3.805627 2.234297 1
2.449185 2.502561 0
1.253468 1.338739 0
2.195068 1.284624 1
1.58994 2.531578 0
2.977943 2.908024 1
1.778906 1.754625 0
1.720968 1.683341 0
1.430797 1.253468 0
1.723472 1.550388 0
2.560411 2.416619 0
2.181642 2.110099 0
2.003588 2.308402 1
1.818782 1.531914 0
1.797651 1.749902 0
2.285521 2.48275 1
1.918557 1.723472 0
2.214207 2.377397 1
2.272026 1.744204 1
3.293686 3.378957 1
2.215694 2.695197 1
2.742039 2.497756 0
2.255029 2.377397 0
2.441311 2.642008 1
2.531546 2.337267 1
1.510589 1.328817 0
1.434455 1.984345 0
2.265796 2.452533 1
2.572475 2.600533 1
2.312971 2.59894 1
1.560953 1.448553 0
2.102593 2.074535 1
2.378637 2.128937 0
2.639762 2.398127 1
1.525284 1.58994 0
2.243856 2.271367 0
2.122499 2.243968 1
1.253468 1.47227 0
1.819399 1.5311 0
1.980437 2.388561 0
1.576895 1.511427 0
1.366797 2.437351 1
1.964634 1.532895 0
3.070542 1.991808 1
2.226042 2.223242 0
2.100879 2.224247 1
1.327678 2.041925 0
2.75209 2.661713 1
1.292689 1.491552 0
2.510928 2.4745 1
2.640097 2.639762 1
1.746211 1.617452 0
2.243752 3.196524 1
2.128937 2.345421 1
2.948811 2.416619 1
2.100879 2.416619 0
1.173385 1.184588 0
1.461799 1.212646 1
2.413741 2.359519 0
3.058473 3.079299 1
2.059944 1.051057 0
1.795937 1.925984 0
2.397273 2.122248 0
1.47227 1.366797 1
2.388561 1.999207 0
1.366796 1.338739 0
2.243968 2.299425 1
1.407732 1.030324 1
2.337267 1.654925 1
1.126695 1.957778 1
1.47227 1.518904 0
2.074891 3.198026 1
2.725033 2.753091 0
1.173385 3.358338 1
1.751087 2.17784 1
3.332909 1.805414 0
1.097576 1.865405 0
1.01482 2.243535 0
1.790724 2.311258 0
3.081708 3.293685 1
2.462993 2.104396 1
2.125571 1.703269 0
2.411606 2.531656 0
2.215798 2.08971 0
1.338739 1.366797 0
2.633325 2.79117 0
2.377098 2.572475 1
2.377098 2.061653 0
2.126189 2.405558 0
2.511929 2.186812 0
2.711731 2.716723 0
4.104617 1.877735 1
1.672178 1.877735 1
3.081708 3.293685 1
2.983268 2.937011 1
2.059944 1.338739 0
2.284796 2.290382 1
2.239335 2.195075 0
2.273491 1.632945 0
2.401505 2.243978 1
1.338739 1.212646 0
1.212646 1.407732 1
1.877735 2.2541 1
1.672178 2.180921 0
1.983096 2.020713 1
1.617452 2.138887 0
2.224429 2.021114 0
1.22541 2.146776 1
1.435789 1.338739 1
2.611704 2.311258 0
2.572475 2.153629 1
3.070544 1.142028 1
2.908842 2.172156 0
2.66508 2.611704 0
1.002266 1.584209 0
1.695414 1.58994 0
1.774765 1.705885 0
2.643687 1.723472 1
1.723472 1.696841 0
2.388561 2.168157 1
2.665766 2.128937 1
1.560953 1.590053 1
1.918557 1.946615 1
2.977943 2.259614 1
2.594355 2.782858 1
2.031886 2.128937 0
2.720899 2.748957 0
2.669806 2.665075 1
2.639762 2.834848 1
2.444468 2.283087 0
2.611704 3.045227 1
2.023576 2.141701 0
2.754071 2.907497 1
2.78213 2.720559 0
2.2832 2.719805 1
1.918557 2.706085 0
1.665136 1.407732 1
1.64412 1.435789 1
2.639762 2.531654 0
2.165417 1.723472 1
1.212646 2.326685 1
2.506344 2.599981 0
1.915753 1.926616 1
1.368505 1.135685 1
1.590053 1.433697 0
1.991588 1.781591 0
1.951404 1.790724 1
2.378397 1.756038 1
1.338739 1.366797 0
2.514753 2.309479 1
2.320817 1.904884 0
2.646286 2.137246 1
2.100879 1.946615 1
3.293685 3.265627 1
2.128937 3.103108 1
1.618452 2.452468 1
3.001663 2.965181 1
1.756038 1.950448 1
2.041925 1.71399 0
2.328607 2.571923 0
1.78174 1.714235 1
1.500328 1.584482 1
1.967347 2.937011 0
1.723472 1.973045 0
1.253468 1.561882 1
2.483871 2.966665 0
1.94353 1.969535 0
1.125635 1.184588 1
1.027821 1.184588 0
1.125635 1.184588 1
1.184588 1.143653 0
2.937012 3.210958 0
1.877735 1.163856 0
2.699916 2.977943 1
2.810686 2.600649 0
1.698154 2.196189 0
3.030415 3.082966 1
2.611704 2.93034 0
1.523858 1.47227 1
1.292689 1.32435 0
1.22541 1.072884 1
2.626339 1.810333 1
2.819228 2.836632 1
1.22541 1.78174 1
1.976826 1.366797 0
1.031825 1.170086 1
2.059944 2.126189 1
2.126189 2.416619 0
2.324022 2.08971 1
2.78213 2.020391 1
2.29973 2.750946 0
2.510601 2.128937 1
1.695414 1.64551 0
1.715943 1.407732 0
2.531656 2.336571 1
1.49463 1.312421 0
1.992655 2.377397 1
2.573961 2.215948 0
2.466521 2.128937 0
3.063722 3.232281 1
1.877735 1.905793 1
1.500328 1.695414 0
1.0922 1.918557 0
1.598475 1.37383 1
2.801323 2.734064 1
2.031886 1.871891 1
1.751487 1.907375 1
1.905543 1.790724 1
2.145466 1.879331 1
2.153955 2.571923 1
1.835176 2.059944 0
2.452005 1.401888 1
1.532895 1.435789 0
1.961874 2.243968 1
2.444648 3.240896 1
2.611704 1.500328 0
2.599981 2.571923 1
1.818782 1.918557 0
1.860928 2.239285 1
1.877735 1.642262 1
2.724676 2.101908 0
2.931237 3.042187 1
2.401984 1.682649 0
1.841254 2.069029 0
1.835176 2.283087 0
2.506344 2.416619 1
2.095035 1.918557 0
2.255569 2.34102 1
1.946615 2.052144 0
1.650901 1.685363 1
2.906504 2.517154 0
2.08971 2.207488 1
1.366797 1.918557 0
2.050287 2.123817 1
1.435789 1.32435 0
2.01739 2.114491 1
1.428007 1.503042 0
2.572475 2.377397 0
2.963925 2.521979 0
2.08971 2.147762 0
2.513528 2.444648 0
1.392093 1.06488 0
1.631904 2.152838 1
1.830818 2.477243 0
1.214228 1.64412 1
1.588922 1.695414 0
2.822084 2.376315 1
3.447652 2.416619 0
2.020717 1.992655 1
2.905465 3.170317 1
2.167013 1.560953 1
1.790724 1.985836 0
2.350339 2.360048 1
1.918557 1.672178 0
2.141701 1.865405 1
2.437351 2.052775 1
2.271593 1.877735 0
2.444646 2.35208 0
2.860162 2.8474 1
2.8474 2.100879 1
1.626961 1.525514 0
1.577631 2.608065 1
2.748617 2.369951 1
1.946615 2.126189 0
2.196595 1.654592 1
1.9465 1.802029 0
2.501393 1.658933 0
3.422019 3.447951 1
1.946615 2.152838 0
1.906484 1.905793 0
2.528323 2.416619 1
2.329607 3.265628 1
2.377397 1.837347 1
1.905793 1.813197 0
2.059944 2.022316 1
1.818782 1.877735 1
1.47227 1.366797 1
1.974635 1.866554 0
1.338739 2.378397 0
2.122499 1.751321 0
3.11259 2.600533 1
1.877735 1.723472 1
2.34904 2.153629 1
1.695414 2.088115 1
1.145327 1.292689 0
2.016047 2.08971 1
2.522092 2.016295 1
2.457441 2.519589 0
3.332909 2.819342 1
2.0567 2.016141 0
1.184588 1.684237 1
1.407732 1.920271 1
3.671094 3.619109 1
2.377398 2.636722 1
2.095035 3.119004 0
2.695849 2.605606 0
2.272026 2.100879 0
2.193475 2.215694 0
2.165417 1.682649 1
1.002266 1.125635 0
1.751321 1.864971 0
1.802032 2.120681 1
1.723472 2.031886 1
1.348778 1.338739 0
1.401888 2.061653 0
2.126189 2.123924 1
2.328854 1.344573 1
1.199054 1.984345 1
2.114124 1.948134 0
1.684237 2.483871 1
1.682649 3.506976 0
1.195254 1.813197 0
1.942274 1.73144 0
1.253468 1.918557 1
3.006001 3.160265 1
1.142028 1.946615 1
2.243968 2.976234 1
1.655748 2.169759 0
2.888221 2.993696 1
2.243535 3.476008 0
1.550821 1.578879 0
1.94341 1.6803 1
1.192887 1.549118 0
1.722471 1.704968 0
1.808742 1.77445 0
1.928677 1.94387 1
1.292689 1.617452 0
2.359287 2.336568 1
1.955112 2.100879 0
1.772262 1.438368 0
2.077269 2.110773 1
2.128494 2.041925 0
2.599981 2.444468 1
1.990632 1.64412 1
2.748957 2.787589 1
2.801748 2.814116 0
1.148107 1.956296 0
1.484692 1.059883 0
2.155998 1.173385 0
1.981982 2.444468 1
1.279898 1.292689 0
1.97758 1.956169 1
2.224247 2.337267 0
3.591051 3.699152 1
2.049585 1.233265 0
2.128937 2.697515 1
1.990441 1.572794 0
3.101311 3.126364 1
2.449715 2.433211 0
2.298836 2.196189 0
2.556381 2.572963 1
1.338739 1.366797 0
1.184588 1.030324 0
1.928111 2.128937 1
1.723472 1.654592 1
1.595638 1.516915 0
2.33199 2.059944 1
1.744204 1.905793 0
2.176283 2.474738 1
1.435789 1.532895 1
1.835176 1.366797 0
2.100879 2.218791 0
2.965185 4.051867 1
2.455359 3.31692 0
2.791059 2.745123 0
1.94981 1.921752 0
2.499912 2.426185 0
1.4611 1.264631 1
1.64009 1.532894 0
2.560411 1.684237 1
2.7548 2.08971 1
1.64412 1.500328 0
2.180698 2.255029 0
3.369387 2.284306 0
1.790724 1.736388 1
1.723472 1.448553 0
2.349339 2.377397 1
1.856187 3.090744 1
2.457441 2.100879 0
2.599981 1.835176 0
3.46744 2.734276 1
1.984354 2.531654 1
2.659281 3.275338 1
2.295262 2.228782 0
2.25479 2.611704 0
2.506344 2.337481 1
1.243822 1.264631 0
2.060057 1.518904 0
2.695197 2.630526 1
2.398127 3.388997 1
2.243968 2.600533 0
1.937046 1.877735 0
3.265627 3.303635 1
3.042486 2.007638 0
2.100879 2.902127 1
2.365325 2.834848 0
1.818782 1.877735 0
1.590053 1.618111 1
2.794026 3.045227 0
1.642751 1.756261 0
1.863233 2.467118 1
0.9630057 1.818782 0
1.781018 2.011619 1
1.386999 1.695414 0
1.002266 1.212646 0
1.78174 1.782425 0
2.615696 2.30329 1
2.128937 2.100879 1
2.255029 1.779379 0
1.887293 2.498199 1
1.240585 1.260005 0
1.257766 1.615369 0
2.019307 3.094652 0
2.167017 2.476263 1
2.121184 2.104644 0
1.355736 2.419837 1
1.285217 1.276703 0
2.908023 2.516394 1
2.441929 2.549356 1
2.572478 2.195071 0
1.396921 1.318006 1
1.503042 1.75303 0
1.863233 2.273048 1
1.184588 1.284967 0
2.65881 2.611704 0
1.725968 1.697911 1
1.253468 1.656179 1
1.145327 1.327523 0
2.930158 2.921175 0
2.262326 2.382976 1
1.800433 1.561882 1
1.877735 1.212646 1
1.699671 3.46744 1
2.128937 2.611704 0
2.271593 2.2832 0
2.35208 1.664954 0
2.794026 4.104617 1
2.186812 2.19784 0
1.670096 1.723472 1
1.253468 1.47227 0
1.772262 1.756038 0
1.695414 2.283087 1
1.445348 1.455592 0
2.908842 1.672178 1
2.203042 2.174984 1
2.392403 2.326092 0
1.672178 1.590053 1
1.824686 2.822084 0
1.695414 1.059883 1
1.561882 1.631904 0
2.888218 2.7548 1
2.688665 2.49358 1
1.338739 2.460636 1
2.095409 2.637021 0
2.048894 2.509184 1
3.187193 2.377098 1
1.971928 2.243968 1
1.253468 1.561882 0
1.877735 1.723472 1
2.483871 2.416619 1
2.165417 2.243856 0
2.013867 1.818782 1
2.834848 2.041925 1
1.515832 1.630875 0
1.292689 1.64412 1
1.212646 1.877735 0
3.130793 2.243974 1
3.699152 1.810333 1
1.918557 1.292689 1
1.907375 2.531656 1
3.165851 2.754071 1
1.914549 2.822084 0
1.476291 1.48222 0
2.324022 1.946615 1
1.957778 1.946615 0
2.572475 1.500328 1
1.433009 1.435789 0
1.073035 1.401888 0
1.695414 1.394967 0
1.918557 1.946615 1
2.611704 1.946615 0
2.822084 2.711788 1
2.559636 2.031886 1
2.271593 2.215798 0
3.83548 1.030324 0
1.785254 3.005793 0
2.611704 2.416619 1
2.100879 1.905793 0
2.095035 2.100879 0
2.693284 2.452468 1
2.499655 2.311258 0
1.763893 1.838496 0
1.772262 1.910525 0
2.915424 2.128937 1
2.176283 1.249126 0
2.215798 2.377098 1
2.719918 2.826834 0
1.879317 1.907375 0
2.34904 1.970332 0
1.500328 1.338739 1
1.877735 2.05581 1
2.060057 2.05581 0
2.976234 2.226042 1
1.704972 2.203039 0
1.289948 2.193475 1
2.639762 2.284588 0
3.005793 2.636914 1
1.828832 1.392225 0
3.005793 1.737035 1
1.642261 2.180921 0
2.599981 1.948116 1
1.302371 1.261436 1
1.918557 1.723472 0
2.243535 2.494736 1
1.47227 1.292689 1
1.652506 1.75303 1
1.984828 2.206239 0
1.905793 1.838496 1
1.54115 1.666426 0
1.407732 1.946615 1
2.534402 2.342041 1
1.946615 1.746582 0
1.407732 1.44584 0
1.965441 2.041925 1
1.744204 2.35208 0
1.461107 1.631408 0
2.525814 2.564445 0
2.611704 2.520494 1
2.308516 1.760285 0
1.500328 1.407732 0
3.126974 3.113393 1
1.550821 2.283087 1
2.091196 2.031886 0
2.184056 2.422237 1
2.467118 1.730944 0
1.500328 2.858564 0
2.426185 2.478173 1
2.267092 2.287778 0
1.468579 1.124484 0
2.283087 1.184588 1
1.695414 2.059944 1
1.47227 1.953094 0
2.472526 2.013867 1
1.723472 1.93836 0
1.938583 1.695414 0
2.822084 2.908953 1
2.485007 2.716723 1
1.966418 2.206239 0
2.539912 2.563722 1
1.605688 1.511491 0
2.079674 2.336568 1
2.352934 2.128937 1
2.061653 1.866554 1
2.2541 2.422479 0
1.355302 2.571882 0
1.762692 1.338739 1
1.985836 2.100879 1
1.672178 1.617452 0
2.703372 2.809174 1
2.226042 1.866554 1
2.081146 2.017497 0
3.265627 2.36664 1
1.618111 1.587197 0
1.420977 1.500328 0
2.167017 2.271593 1
1.338739 1.366797 1
2.359038 2.506344 0
1.723472 1.513092 1
2.331932 2.297055 1
1.369683 2.452468 1
1.026316 1.718153 0
1.744204 1.560953 1
2.153629 2.483871 0
2.226042 1.905793 1
2.311258 2.100879 1
1.578879 2.020825 0
1.675976 1.473503 1
2.388561 2.367337 1
1.394309 1.566818 0
2.212718 2.019866 1
2.847318 2.650925 0
3.206136 3.24189 1
1.47227 2.770791 1
2.611704 2.586361 1
2.29973 1.560953 0
2.021723 2.146489 1
2.299425 2.324022 0
1.946615 1.695414 1
1.437122 1.409064 0
1.609856 1.698154 0
2.549829 1.863233 1
2.061653 2.59894 1
1.526995 1.422366 0
1.818782 1.877735 1
1.625114 1.598352 0
2.349331 2.377389 0
1.918557 2.08971 0
2.376626 2.389063 0
2.639762 2.725033 1
2.600536 2.977943 1
3.14658 3.219657 1
2.489096 2.511929 0
1.532895 1.905793 0
2.377389 2.391892 1
2.088115 2.29425 1
1.624991 1.905793 0
1.435789 1.583616 0
1.56758 1.815276 1
2.454692 2.48275 1
2.713867 2.503488 1
1.366797 1.47227 0
2.331932 2.53166 0
2.243974 2.472704 0
1.407732 1.255067 0
1.714432 1.877622 1
3.512375 3.853415 1
2.552751 2.81237 0
3.131166 3.042482 1
1.599419 0.9614443 1
3.147844 3.159614 1
1.902083 3.196637 0
2.454348 2.243968 1
1.500328 1.283679 0
1.500328 1.47227 0
2.787337 2.639762 1
1.618111 1.918557 0
1.818782 1.654592 1
3.079562 2.559714 1
1.513092 1.285217 0
2.22946 2.15696 1
2.826816 2.822084 1
2.398127 1.946615 1
2.193475 2.226042 1
2.128937 2.228979 0
3.006001 3.017169 0
2.735072 2.570882 1
2.059944 2.153584 1
2.108847 1.779545 1
1.955853 1.863233 0
2.019307 2.023576 1
2.419332 2.408251 1
2.059944 2.572475 1
1.212646 1.407732 0
2.756285 2.357187 1
3.553311 3.43827 1
2.193475 2.248799 1
2.559714 2.235536 1
1.253468 0.9630057 1
2.018814 1.39323 1
2.004884 2.690261 1
1.905793 1.877735 1
1.918557 1.907375 0
3.304852 3.311704 0
1.278786 2.611704 0
2.472706 2.497756 1
3.006001 3.447652 1
1.47227 1.253468 0
2.760124 2.552984 1
2.717065 2.559718 0
1.283679 2.594765 0
1.337809 1.484692 0
2.388561 1.88332 1
2.296993 1.53423 1
2.143299 2.416619 1
1.877735 1.818782 0
1.720106 1.500328 0
1.866561 2.074891 0
2.413871 2.472708 0
1.506067 1.560953 1
1.330429 1.302371 0
1.905793 2.125571 1
1.017155 1.253468 0
2.281528 3.001582 1
1.63646 1.590053 0
2.061653 1.905793 1
2.418211 2.552649 1
2.921858 2.676243 0
2.444646 2.416619 0
2.415368 1.928507 0
1.47227 1.253468 0
2.901384 2.78213 1
1.866564 1.963668 0
2.441929 2.444649 1
2.08971 2.061653 0
2.336568 2.265952 1
2.611704 2.639762 1
2.324366 2.013867 1
1.946615 1.695414 0
1.672178 1.338739 0
1.366797 1.654592 1
1.951603 2.023918 0
2.975231 2.7548 1
3.070545 3.447951 1
2.745236 2.459623 0
2.128937 1.933643 0
2.247608 2.268651 0
2.268651 2.247608 1
1.125635 1.634203 1
2.859345 3.881474 1
1.970332 2.251021 0
2.630752 2.226571 1
2.570882 2.779524 1
2.126189 2.534402 1
1.841254 1.813197 0
2.472704 2.442628 1
1.212646 1.338739 0
1.287445 1.500328 1
2.89286 3.282623 0
1.946615 1.918557 0
2.128937 2.061653 0
2.544452 2.323115 1
1.435789 1.615369 1
2.100879 2.35208 0
1.877735 1.822185 1
1.723472 2.215694 0
3.853415 2.822084 0
2.377397 2.7548 0
1.918557 1.212646 1
1.386999 1.450291 0
1.338739 1.58994 1
1.500328 1.338739 1
2.639762 2.7548 1
3.212736 2.862906 1
1.983911 2.745236 0
2.856061 2.457441 1
1.946615 2.052088 0
2.2541 2.215694 1
1.435789 1.407732 0
1.22541 1.723472 0
1.338739 1.366797 1
0.9502416 3.26563 1
2.766051 2.803588 0
1.723584 1.905793 0
1.58994 1.670096 1
2.340277 2.350339 1
2.825022 2.465409 0
2.521979 2.348896 1
1.695414 1.672178 1
2.296993 1.444559 1
1.866567 2.100879 1
2.467118 2.416619 1
2.522779 2.528323 0
1.593794 1.57025 0
2.128937 1.744204 0
2.046279 1.790724 0
1.856682 2.077643 1
4.104617 2.611704 1
2.556381 2.388561 1
1.995518 2.135581 1
2.159986 1.905793 1
2.938607 2.59894 0
2.231556 2.449715 0
2.062797 2.013867 0
1.906484 1.152542 0
2.611704 1.679986 1
1.170086 1.264631 0
2.640762 2.676243 1
1.292689 1.350102 0
1.608766 1.658933 0
2.483871 2.283087 1
1.64551 1.684353 0
1.760285 1.002266 1
1.389396 1.406397 0
2.02072 1.992662 1
2.272026 2.324022 0
2.020825 1.985836 1
2.059944 2.264697 1
1.500328 1.338739 1
1.366797 1.695414 1
1.78801 1.002266 1
2.754071 1.796722 1
2.754071 1.64009 1
1.790724 1.666901 0
1.618111 1.790724 1
2.639762 2.649 1
2.716723 2.120681 1
2.572475 2.35208 1
2.11502 2.135751 0
2.122499 2.186812 0
1.732553 1.292689 0
2.570882 1.981706 1
2.572475 2.629712 0
1.709316 1.723472 1
1.509876 1.789018 1
2.031886 2.273326 0
1.525021 1.544591 0
1.436643 1.435789 1
2.141701 2.112773 0
2.768351 1.946615 1
3.038881 2.908953 0
1.292689 1.42884 0
1.341936 1.538228 1
2.572475 2.472704 1
2.834848 2.620335 0
1.695414 1.772262 1
1.338739 1.543148 0
2.183004 2.100879 1
2.466678 1.818782 0
2.338657 1.957778 1
2.128937 1.877735 0
1.985836 2.276232 1
1.345135 1.317077 0
1.918557 2.059944 1
3.027985 3.052848 1
1.407732 1.905793 1
1.723472 1.695414 0
2.38719 2.151318 0
3.091274 2.559714 1
2.451353 2.531654 0
1.407732 1.772262 0
2.553183 2.20554 0
2.599981 2.509672 0
1.528499 3.12253 1
2.980926 2.879966 0
1.002266 1.954583 1
1.741772 1.629161 0
2.936899 2.2832 0
2.978375 2.754071 1
2.365325 2.388561 1
2.267538 2.226042 0
1.338739 1.366796 0
2.349127 2.702815 1
1.790724 1.489014 0
1.47227 1.618111 0
1.366797 1.338739 1
2.010904 1.695414 1
1.212646 2.46132 1
2.213125 3.070544 1
2.821038 2.713867 1
1.22541 1.723472 1
1.983096 1.569321 1
1.330429 1.47227 0
1.719463 1.513092 1
1.560953 2.255029 0
1.918557 2.580331 0
1.488389 1.983911 0
1.823995 1.992662 1
2.688665 2.678983 1
1.779545 2.061653 1
1.618111 1.790724 0
2.637021 2.665079 1
2.637021 2.665079 0
1.790724 1.772262 0
2.559712 2.331402 1
2.600533 2.690885 1
2.207488 1.946615 0
2.416619 2.397892 1
2.465409 2.060057 1
2.512988 1.803207 1
2.506344 2.095035 0
1.961878 1.976658 0
1.835176 1.723472 1
1.513092 1.946615 0
2.946492 2.955474 1
1.366796 1.405639 0
1.723472 1.552313 1
2.058319 1.962488 0
2.503488 2.741597 1
1.859338 1.755939 0
1.73836 1.803371 0
2.547647 2.542711 1
1.097576 1.946615 1
2.085953 2.59894 1
2.457554 2.080146 0
2.052088 2.600427 0
1.237339 1.532895 1
2.114161 1.493665 0
1.097576 1.366797 1
1.813197 2.283087 0
3.473714 3.31442 1
2.611704 2.61956 1
1.64412 1.58994 1
1.723472 1.700401 1
2.061653 2.08971 1
2.403373 2.47295 0
1.590053 1.584209 0
1.877735 1.500328 0
2.787589 2.782858 1
1.47227 1.401888 1
1.338739 1.366797 1
2.154253 3.078202 1
2.611704 2.091581 1
2.685809 2.742037 1
2.600533 1.918557 0
2.667789 2.546769 0
2.858564 2.21487 0
3.042486 2.678494 1
2.377397 3.042486 0
2.416619 2.165417 0
1.366797 2.097168 0
2.431507 2.427781 1
1.264631 1.163856 0
1.590053 1.422366 0
2.823683 2.872583 1
2.21487 2.243968 0
2.695197 2.571923 1
1.628783 2.059944 0
2.449207 2.864795 1
2.834848 2.578067 1
1.578446 2.467118 0
2.192987 2.275113 0
1.877735 1.818782 1
1.338739 1.435789 0
1.866554 2.337267 1
2.128937 1.615353 0
1.93679 2.283087 1
1.90329 1.93679 0
1.835176 1.672178 0
1.935646 1.971667 1
2.283087 2.43168 1
0.9843851 1.165565 0
1.532895 1.500328 1
1.838496 1.816962 0
2.180921 1.292689 0
1.184588 1.723472 1
1.47227 1.500328 1
1.402242 1.374184 0
1.560953 1.877735 1
1.299515 1.330429 1
2.169759 1.867264 0
2.059944 2.152205 0
1.723472 1.734634 1
1.292689 1.184588 1
2.255029 2.243752 1
2.388561 2.365325 1
2.866491 2.847398 0
3.193059 3.154423 1
1.212646 1.47227 0
2.166666 1.289948 1
1.715216 1.58994 0
1.253468 2.274832 1
2.869869 2.724032 1
1.925403 2.048223 0
1.550821 1.628161 1
1.988141 2.254458 1
1.946615 1.366909 0
1.407732 1.366797 1
1.790724 1.306917 0
2.799386 2.838882 1
1.946615 1.62367 0
1.32072 1.817872 0
1.926412 1.790724 1
2.128937 1.877735 0
1.840379 2.059944 1
1.918557 2.334595 0
1.980971 1.868358 1
2.308511 2.258048 0
3.199491 2.054572 1
1.642804 2.393548 0
3.265627 2.819116 0
2.641781 2.720899 0
2.965181 2.787589 1
1.338739 1.253468 1
2.08971 2.061653 1
1.839995 1.818782 1
2.161726 1.22541 1
2.7548 2.559714 1
2.7548 2.782858 0
2.908842 2.376838 0
3.699152 2.560411 1
1.757873 1.338739 0
2.031886 1.672178 0
2.782858 2.7548 1
3.032432 2.847398 0
2.81934 2.745123 1
2.34941 1.590053 1
1.526239 1.695414 0
2.377397 1.815416 0
1.955853 2.377397 1
2.388561 2.393862 1
1.560953 1.47227 0
1.435789 1.407732 1
2.556381 2.611704 1
2.586361 2.611704 0
1.656179 1.684237 1
2.48275 2.454692 0
1.877622 1.790724 0
2.862906 2.834848 1
1.656153 0.9910637 0
2.65949 2.377395 1
1.590053 1.618111 1
1.723472 1.590053 1
1.702334 1.884917 1
2.673042 2.493921 1
2.02072 1.684353 1
2.100879 2.416619 1
1.427534 1.723472 1
1.212646 1.387529 0
2.100879 2.654848 1
1.618111 1.561882 0
1.675211 1.985836 1
2.695849 2.725033 1
2.860162 2.88822 1
1.620331 1.817454 1
1.765033 1.778906 0
1.838648 1.715475 0
1.918557 2.377397 1
1.740578 1.054475 1
2.041925 1.64412 0
1.338739 1.384496 1
1.905793 1.695414 0
1.327573 1.550821 0
1.578879 1.704968 1
2.255029 1.73836 1
1.366797 2.220881 1
1.734411 1.799774 0
1.795792 2.100879 1
2.542908 2.531656 0
2.157686 2.060057 0
2.528323 1.030324 1
1.813197 2.077643 0
2.166232 2.421754 1
1.633538 1.672178 0
1.532895 1.437122 0
1.555053 1.37383 1
2.639762 2.570882 1
1.145327 1.055602 0
2.193475 2.100879 1
1.818782 2.34904 0
2.578067 2.550009 0
2.215694 1.805051 0
1.822927 1.866554 1
1.89098 1.785347 0
1.964634 2.388561 1
2.338657 2.020391 0
2.558986 2.108176 0
2.413253 2.416619 1
2.186812 2.310703 0
2.308516 1.495315 0
3.007798 1.618111 1
2.130438 2.067061 0
1.733143 2.377397 1
4.027769 4.104617 0
3.383412 3.203032 1
2.193475 2.208237 1
1.846362 1.720724 0
3.175866 2.636289 1
1.253581 2.047623 0
1.813197 1.905793 0
1.656179 1.815276 1
2.908953 2.862906 1
2.249383 2.153584 1
2.047053 1.946615 0
2.472704 2.717064 0
1.918557 2.193475 1
1.991808 1.618111 0
2.911809 2.862906 1
2.066977 2.128937 1
2.376664 3.304852 1
1.338739 1.366797 1
1.366797 1.338739 1
3.005445 1.877622 1
1.590053 1.306917 0
2.061653 2.867503 1
2.103985 2.536178 0
1.744204 2.391301 1
1.500328 1.795259 1
1.418982 1.96689 0
3.130793 3.102735 0
1.097576 1.292689 0
2.728505 2.760124 0
2.451503 2.611704 1
2.480063 2.475197 1
2.126189 1.866554 0
2.562514 1.866561 0
2.224865 2.283087 1
2.439091 2.642001 0
2.321309 2.966705 1
1.99371 1.926412 1
1.37383 1.253468 0
2.387344 2.349331 1
1.723472 1.695414 0
2.061535 1.957778 1
1.723472 3.081708 0
2.180921 2.193475 0
1.500328 1.47227 1
1.635555 1.818782 1
2.639762 2.572478 0
1.435789 1.590053 1
1.241283 0.9502524 0
1.605688 1.338739 1
1.435789 1.590053 0
1.658933 1.983096 0
1.435789 1.695414 1
1.386999 1.695414 0
2.506344 1.723472 0
1.435789 3.160265 0
1.723472 1.744204 0
1.302371 0.9895023 0
2.677501 2.531654 1
1.946615 2.269214 1
2.1974 2.004884 1
2.178711 2.495176 0
2.589231 1.723472 0
1.946615 2.031886 1
2.012652 1.96925 1
2.098015 2.17582 1
1.715216 1.629161 0
2.311258 2.031886 1
0.9466029 1.115595 0
2.929839 3.017169 1
2.531578 2.015394 0
2.636319 3.786163 0
2.203838 2.390153 1
1.879317 1.946615 0
1.530082 1.393809 0
2.865152 2.799327 1
1.997908 2.100879 0
2.023918 1.946615 1
1.434049 2.032426 0
1.549118 1.695414 0
1.292689 1.407732 0
1.818782 1.813197 1
1.918557 2.100766 1
1.91501 1.903051 0
1.365172 1.435789 0
2.259614 2.506344 1
2.494721 2.108021 0
2.371313 2.305066 0
2.154253 2.349331 1
2.726817 2.782996 1
1.030324 1.002266 1
1.985836 2.427781 1
2.30429 2.269214 1
1.541263 1.677428 0
2.416619 2.37851 0
2.511929 2.777219 1
1.036168 1.170086 0
2.952761 2.90591 1
1.711287 1.875334 0
2.508423 2.574316 1
1.918557 1.684237 0
1.561345 1.955639 1
1.78801 2.581245 1
2.722 2.83704 1
2.486611 3.081708 1
1.857933 2.086377 1
2.358102 1.962488 0
1.561882 1.016515 0
2.976234 1.696322 0
2.336574 2.243968 1
1.967347 2.048883 0
2.033626 1.606182 0
1.837347 1.148107 1
2.261134 1.744204 1
3.070538 3.021427 0
1.638843 2.35208 1
1.58994 1.407732 0
2.167017 2.234297 1
1.656179 1.583936 0
2.465409 2.518411 0
2.388561 1.500328 0
1.695414 2.2541 1
2.100879 2.425331 0
1.338739 2.416619 0
1.068054 1.622843 1
1.435789 1.241283 0
1.702266 2.186812 1
