y[,1] y[,2]
1.837544 2.060057
1.506672 1.500328
3.006001 2.977943
2.437351 2.193475
2.066977 1.985836
2.243856 1.992662
1.88474 2.745361
1.946172 2.495176
1.877735 2.05581
2.544452 2.611704
2.050179 1.966342
2.413253 2.415055
2.311258 2.324022
2.465409 2.611704
2.836929 2.717065
2.33917 2.298034
2.100879 2.297272
2.400703 2.363243
2.756483 2.693942
1.560953 1.877735
2.413112 2.388561
1.879331 1.684243
1.723472 2.243968
2.760124 2.952462
1.914549 2.311258
1.618111 2.14074
1.233378 1.289607
1.610143 1.992662
2.418889 2.315452
1.618111 1.590053
2.7548 2.782858
1.264631 1.820598
3.986834 4.076559
2.054572 2.460881
1.830818 2.073424
2.531654 2.559712
1.435789 1.264631
2.651691 2.255029
1.059883 1.819399
2.310599 2.128937
2.398127 2.74044
2.978375 1.803371
2.936682 2.896189
2.013867 2.896189
2.977943 2.927444
2.23441 2.188138
1.838386 1.800774
2.215798 2.08971
2.374031 2.139724
2.677058 1.002266
1.401888 2.133668
1.264631 1.212646
3.47571 4.076559
2.324022 2.752198
2.940867 2.255029
1.658399 1.64412
1.895322 1.115595
2.434967 2.35208
2.175457 2.34933
3.042486 2.193475
2.243535 2.128937
2.844554 2.936682
2.524693 2.713867
1.618111 1.6803
1.500328 1.930791
3.853415 2.68779
1.64412 1.560953
1.631904 1.918557
1.744204 1.170086
2.110169 1.779379
2.031886 2.30289
4.104617 2.866036
1.695414 2.208979
2.2832 2.290914
1.820283 1.538647
2.494215 2.559712
1.483569 1.790724
1.366797 1.47227
2.310599 2.639762
1.695414 1.508549
2.977215 1.366797
2.215798 2.416619
1.584482 1.984354
2.377098 3.187193
1.504782 2.2832
1.771257 2.551462
2.717065 2.965181
1.366797 1.407732
1.403277 1.848341
1.407732 1.618111
2.126195 2.220874
2.011154 1.838509
3.881474 2.125896
1.22541 1.281639
1.173385 2.528323
2.154247 2.271367
2.34904 1.786446
1.918557 1.772262
2.060057 1.985836
1.20928 1.233265
2.374266 2.290491
1.723472 2.909955
2.793913 2.493921
1.985836 2.100879
1.957778 1.818782
2.570882 2.511929
3.157497 3.086073
2.717065 1.946615
1.957778 1.841254
3.070543 3.196635
2.822084 3.23664
1.805919 1.800774
2.879965 2.8474
2.128937 2.388561
1.841254 1.891802
1.695414 1.926412
1.643407 1.787217
2.611704 1.818782
2.611704 2.735072
1.665842 2.531578
2.865105 2.128937
1.788322 1.407732
1.330429 1.264631
2.238289 2.326863
1.366797 2.611704
1.925202 2.154243
2.416619 2.133668
1.8368 1.835176
1.937776 2.022557
1.782312 1.618533
1.544591 1.455592
1.863233 1.767734
2.531654 3.005793
1.61254 1.612032
1.723472 1.744204
1.695414 1.841254
2.01572 2.300647
1.866706 1.857694
2.429383 2.457441
2.388561 2.397191
1.93443 1.985836
1.561882 1.818782
1.47501 1.397007
1.695414 2.050043
1.54115 1.542651
2.212318 2.165417
2.08971 2.020825
1.63464 1.617452
2.125571 2.808177
2.947137 3.213433
2.243968 1.946615
2.794026 2.599981
2.086103 2.599981
1.357828 2.449185
2.346196 1.691406
1.978259 2.220741
1.877735 1.772262
2.453433 1.656179
2.141701 2.559712
2.614029 2.534402
2.040775 1.366797
1.906484 1.468579
1.435789 1.002266
2.703611 3.265627
2.277629 2.193475
2.193475 2.483871
2.878173 2.449185
1.695414 1.504071
2.280226 2.467118
2.148664 1.723472
1.318006 1.338739
2.605111 2.698031
1.695414 1.723472
1.917628 1.93836
2.272027 1.352408
1.330429 1.22541
1.37383 1.877622
2.908953 1.703269
2.416619 2.195184
2.272026 2.488406
0.9502524 1.37383
1.942274 1.723472
2.530725 2.794026
2.454692 2.477149
1.590053 2.377397
2.296993 2.495176
2.185018 2.388561
2.534402 2.889336
1.989175 2.070107
2.041926 1.931103
1.879317 3.188606
1.528499 1.946728
2.846957 2.593767
1.104194 1.656153
1.212646 1.142028
2.122314 2.416619
2.243856 2.506344
3.447951 3.556053
2.349335 1.897425
2.103203 1.930486
1.604887 2.366421
2.462668 2.620335
2.059944 2.175237
1.058495 1.20928
1.905793 1.849564
1.289948 1.170086
1.918557 2.600533
2.416619 1.407732
1.723472 2.444648
2.377398 2.485135
1.898354 2.023576
1.483595 2.270622
1.435789 1.204391
1.905793 1.744204
2.964472 2.374059
2.611704 2.377397
1.877735 1.946615
1.946615 2.063523
2.86016 2.639762
1.513092 1.244171
1.751487 1.306917
2.020835 2.051175
2.569662 2.243535
2.270778 1.760513
1.877735 1.435789
2.977735 3.159614
1.245436 1.407732
2.649443 2.600533
1.590053 1.584483
1.435789 1.407732
2.041925 2.572475
1.618111 1.676486
1.682649 1.672941
1.212646 1.474299
1.838496 1.500328
1.936576 1.723471
2.745236 1.930486
2.338657 2.232215
2.454692 2.022094
2.606722 2.682908
2.558472 2.584249
3.221117 2.967979
2.291499 2.059944
3.335155 3.412951
2.349339 1.170086
1.47227 1.500328
1.877735 2.095035
1.576131 1.387202
1.723472 1.790724
1.967347 1.818782
1.330429 1.338739
1.971925 1.773974
1.695414 1.818782
2.041925 1.918557
2.524693 2.552751
2.031886 2.368478
1.877735 1.801358
2.206239 1.435789
1.820447 1.918557
2.890283 2.271593
1.212646 1.744204
2.35208 2.531654
2.049585 1.770236
2.045555 1.877735
2.274302 1.695414
2.165417 2.243856
2.36273 1.366797
1.746107 1.429101
2.637017 2.243856
2.505087 2.545992
1.560953 2.006568
1.322994 1.338739
1.818782 1.790724
1.007202 1.744204
1.407732 2.125598
1.366797 1.338739
1.725943 1.658399
2.550009 1.730944
2.544452 2.013867
1.338739 2.128937
3.004746 2.299425
1.58994 1.559594
2.977943 2.972105
2.754592 2.377389
1.980592 1.079115
1.64412 1.58994
2.195583 2.305687
1.890158 1.863233
2.402013 2.373955
2.386058 2.414116
1.068054 1.695414
1.838496 1.268711
1.989675 1.764406
1.193193 2.822084
2.131084 2.052265
2.066977 1.366797
2.782858 2.601654
2.707015 2.862906
1.835176 1.772262
1.590053 1.629161
2.639762 2.649443
1.900781 1.502037
2.243968 1.926812
2.701638 1.992662
1.907375 1.541263
1.33157 1.366797
2.786058 2.223243
1.790724 1.818782
1.51509 1.500328
2.846776 2.572475
1.756038 2.064398
2.499655 2.208979
2.020825 2.068208
2.215694 1.618111
2.011154 2.921859
2.521189 2.283087
2.158448 2.377397
1.22541 2.153629
2.416619 1.800292
1.723472 1.062891
1.366797 1.264631
2.388561 2.416619
1.476611 2.100879
1.458855 1.670096
1.723472 1.47227
2.568835 2.684881
3.07054 2.970452
2.559712 2.603974
1.877735 1.571485
2.572475 2.300428
2.02072 2.110433
3.070542 2.466678
2.754071 3.070542
2.128937 2.483871
2.782858 2.713979
2.42629 1.985836
1.277184 1.481818
1.61536 1.366797
1.64412 1.618111
1.985836 2.048181
2.691056 2.719085
2.559718 2.531656
3.135082 3.553311
1.905793 1.590053
1.618111 2.226042
1.711399 1.723029
1.70833 1.905793
2.713867 2.856155
3.358226 3.042484
2.243535 1.618111
2.34904 2.283087
2.21487 2.126189
1.283511 1.863233
2.937011 2.667792
2.186036 2.214094
2.559712 2.606692
2.231556 2.426185
1.992655 2.048883
2.467834 2.271593
1.884267 2.022917
2.535093 2.442665
2.126196 1.772262
2.602776 2.639762
2.377397 2.227634
2.275232 2.690878
2.255029 1.979663
1.957778 2.243856
2.337267 1.173342
3.067178 3.119333
2.377397 2.165417
1.866567 1.863825
2.061653 2.02072
1.881696 1.695414
2.095035 2.2832
1.212646 2.413253
2.426185 2.531654
1.454252 1.946615
1.863233 1.744204
1.863233 1.487774
1.125635 1.184588
1.813197 1.802745
1.848135 1.518904
2.559712 2.717065
2.388561 2.243861
2.100879 2.128937
2.336493 2.368358
1.366797 1.98755
2.667792 2.600533
1.877735 2.72594
2.08971 1.695414
2.272026 1.695414
2.899386 2.847398
2.048828 2.141701
3.091039 3.048068
2.742083 2.753091
1.784715 1.756657
2.184056 2.324022
2.149669 2.077643
3.252629 3.017169
2.65527 2.511929
1.896084 1.848341
1.435789 1.407732
1.27556 1.281639
2.047967 2.337267
2.908953 3.047012
3.070542 2.977943
1.002266 1.030324
2.912125 3.239818
2.29883 2.493919
2.059944 1.865156
2.902127 2.013867
1.178744 1.264631
1.120049 1.178744
2.338657 2.449185
1.818782 1.831546
2.648152 2.591832
1.879317 1.907375
1.618111 1.590053
2.964521 2.815646
2.947173 2.112807
2.041925 1.501616
1.950056 1.927188
1.338739 1.87156
2.086377 1.695414
2.367507 2.822084
2.868604 1.654592
1.877735 2.784343
1.435789 1.47227
1.606582 1.593363
1.561882 1.63464
1.512162 1.47227
1.030324 1.22541
1.654592 1.723472
1.841254 2.240641
2.826816 2.847318
2.44739 2.324022
1.468579 1.47227
2.865152 2.600533
2.341022 2.361061
1.800774 1.866554
2.511929 2.437351
2.947173 2.908023
1.366797 1.978259
1.957778 2.59894
1.58994 1.86008
2.067235 2.201025
1.684237 2.100879
2.36039 2.521969
2.154247 2.180251
2.937123 3.006001
1.590053 1.876193
1.879317 1.733026
1.435789 1.184588
1.925403 2.324022
1.971928 2.349335
2.322589 2.18917
2.571923 2.713867
1.801433 1.066805
1.790724 1.723472
2.109178 2.483109
2.512436 2.380416
2.180251 2.048883
2.303874 2.308402
2.262326 2.706084
2.100879 1.58994
2.426074 2.576817
2.559712 2.638901
2.495176 2.466678
2.600533 2.611704
1.695414 1.500328
2.101223 2.753898
2.169759 2.215798
1.556401 2.100879
2.498682 2.020825
2.531643 2.528529
2.349339 2.272026
2.975587 1.841254
2.337267 2.128937
2.353875 2.234297
2.2832 2.338657
1.818782 1.877735
2.492921 2.307548
2.011154 2.310599
2.130437 1.984354
2.299425 2.787589
2.228969 2.388561
2.531654 1.946615
1.813197 1.772262
2.784343 2.155998
1.956296 1.748771
1.184588 1.212646
1.51808 1.946615
2.324022 1.322994
2.349331 1.493841
2.328334 2.337267
2.391301 2.165417
1.936004 1.748164
1.481818 1.125635
2.752403 2.762183
2.377397 2.349339
2.37851 2.388219
2.126189 2.287542
1.503042 1.366797
1.145501 1.059883
1.797579 2.388561
2.146318 1.891248
2.489094 2.463569
1.695414 2.539942
2.342517 1.684237
1.992662 1.924142
1.607402 2.418997
2.165417 1.985836
2.446177 2.437351
1.867264 1.671125
2.023918 1.818782
2.483871 2.234297
1.492485 1.561882
1.440521 1.354218
2.145466 1.345572
2.498343 2.349339
2.431453 2.577941
2.65881 2.667792
1.713432 1.74149
1.37383 1.204278
2.769191 2.745123
2.180921 2.011154
3.032518 1.752459
2.760124 2.825412
1.22541 1.435789
3.293688 3.091277
2.35946 2.493921
3.853415 3.786163
1.695414 1.723472
1.253468 1.407732
1.439117 1.338739
2.79117 2.495176
2.234297 2.039169
1.713215 2.074135
2.429383 1.894429
2.110433 2.041925
1.762198 2.595575
1.578879 1.440521
2.059944 2.570882
1.500328 1.695414
2.572469 2.416619
2.493921 2.399371
2.324022 2.784343
1.880361 2.298034
2.048883 1.974635
1.807313 1.825739
1.97958 1.869345
1.615255 1.686497
3.005793 2.34878
1.43923 1.366797
2.067241 2.165417
2.287161 1.790724
2.154247 2.373447
2.190345 1.95614
1.723472 2.100879
1.795792 2.027752
1.879317 1.515832
2.327788 1.695414
1.457643 1.41853
1.407732 1.348778
1.684237 1.819841
2.08971 2.108152
4.076559 2.927444
1.946615 1.813197
2.255029 2.35208
1.790724 2.094345
2.200509 2.243856
1.58994 2.520137
1.695414 2.2541
1.590053 1.366797
2.227273 2.165417
2.127196 2.155254
1.142028 1.401888
2.834848 2.088115
2.964472 3.045227
3.188323 3.447951
1.212646 1.22541
2.637017 2.841886
2.436346 2.841886
1.366797 2.100879
2.388561 2.377393
1.983096 1.918311
1.670096 1.629161
1.743251 2.403533
2.441311 1.550821
2.472526 2.04372
1.720724 1.698154
1.695414 1.723472
2.377397 2.630752
2.089711 2.349331
1.946615 2.879592
1.946615 2.908842
1.549118 1.454252
2.165417 2.128937
1.366797 1.877735
1.946615 1.974635
2.313053 2.455839
2.459951 2.297272
1.713421 1.675211
2.128937 2.100879
1.879317 1.940999
2.478173 2.472704
1.435789 1.813197
1.695414 2.089271
3.410212 3.476009
1.946615 1.867264
1.630875 1.658933
1.292689 1.302371
1.142028 1.097983
1.736851 2.684353
1.723472 1.810333
2.416619 2.388561
1.258869 1.47227
1.672178 2.100879
2.937123 2.695849
2.572475 2.559712
1.800774 1.723472
1.253468 1.630875
2.957003 2.083637
2.031379 1.918557
2.386145 2.426185
2.391889 2.635754
1.723472 2.270622
2.388561 2.243856
1.618111 2.100879
2.611704 2.128937
3.224808 3.630158
2.031886 1.723471
2.466678 1.983911
2.297835 2.215798
1.865405 2.467118
3.476009 3.447951
2.416619 2.388561
1.769593 2.041925
2.126189 2.007638
1.816562 2.013867
2.034528 1.723472
2.100879 2.338755
2.2832 2.128937
1.818782 1.695414
2.512969 2.541027
2.349335 2.556381
2.528323 2.185018
1.867264 1.897825
1.790724 2.011129
1.538037 2.195184
2.272026 2.467118
3.030415 3.419831
1.681607 2.2832
2.827532 2.917394
3.623305 2.797336
1.150686 1.079114
1.75303 1.487774
1.366797 1.407732
2.133023 1.830081
2.059944 3.353642
3.265591 2.433616
2.202187 3.129199
2.745123 2.936682
2.397273 1.865405
3.103108 3.131166
1.695414 1.723472
1.513092 1.727862
2.169759 2.180921
2.283087 2.100879
2.02072 1.956296
1.838509 2.08971
1.500328 1.47227
2.467118 1.999207
1.866554 1.879317
1.618111 1.64412
2.570882 2.256811
1.812065 2.180251
2.766051 2.845558
1.133295 1.125635
1.338739 2.615469
2.128937 2.215798
2.534402 2.908953
1.942607 1.877735
2.31248 2.187056
1.643407 1.541263
1.264631 1.366797
1.590053 2.171357
2.415689 2.443747
1.946615 2.044822
1.212646 1.135798
2.013867 2.154247
2.059944 1.767734
3.671094 3.630158
2.552273 2.426185
2.412277 2.742037
2.417934 2.401984
1.814973 1.983911
1.838496 2.036464
2.963925 2.633261
1.737374 1.528178
2.185018 2.215798
2.388561 1.984354
1.835176 1.435789
2.888329 2.998601
2.779524 2.985325
2.048883 2.085372
2.117201 1.824491
2.55115 2.388561
2.572475 2.639762
1.500328 1.556152
2.089711 3.137616
2.277436 2.283087
1.803514 1.656182
2.226042 2.224247
3.066014 2.445946
2.174981 2.559712
2.449715 2.552273
1.697412 1.672178
3.006001 3.042484
3.042486 2.713867
2.557521 2.386145
1.93836 2.067061
1.435789 1.756038
1.630875 1.658933
1.905793 1.002266
2.472054 2.255664
2.377397 3.148782
2.725033 1.723472
1.549118 1.47227
1.985836 2.028308
1.532895 1.559271
2.02072 2.215798
1.64412 1.601304
2.130186 2.33199
2.126185 2.041925
2.126189 2.161726
1.560953 1.577756
1.292689 1.338739
1.605688 1.338739
1.184588 1.366797
2.37851 2.496423
2.193475 2.240641
1.658933 1.590053
1.394967 2.100879
2.517154 2.483871
2.08971 2.174981
1.321447 1.161353
1.672178 1.64412
1.292689 1.359941
1.184588 0.9895023
1.918557 1.435789
1.002266 1.212646
3.476009 3.129498
1.755116 1.509659
1.601304 1.744204
2.083051 2.528323
1.761201 1.918557
1.264631 1.030324
1.790724 1.698154
1.737357 1.797681
2.847398 1.918557
1.22541 2.720983
1.896084 1.618111
1.767759 1.802023
1.666901 1.781591
2.530928 2.311258
1.93382 1.78801
2.148398 2.632032
1.877735 2.480063
1.790724 1.421014
2.86016 3.070544
1.756038 2.494736
1.723472 2.141701
2.489096 2.495176
2.654848 4.076559
4.076559 2.664346
1.723472 2.180921
1.64412 1.578446
1.684237 1.079227
1.897825 2.196189
2.96474 1.46222
2.416619 2.100879
3.081708 2.639762
1.848867 2.024717
2.054835 2.128937
2.147126 2.128937
1.961878 2.243968
2.194516 1.943575
2.388561 2.36664
2.725701 3.623305
2.031886 1.500328
1.500328 1.502037
1.962574 1.557417
1.431448 1.371073
1.866554 1.918557
2.203039 2.243968
2.246423 2.337267
1.561882 1.560953
2.042038 1.500328
2.416619 2.243974
1.96985 2.059944
2.406728 2.059944
1.719564 2.416619
1.954583 1.953924
3.040773 1.877735
2.377397 2.421657
2.611704 2.088115
2.071505 2.042543
1.819028 1.757873
2.136842 1.790724
2.2541 2.2832
2.531654 2.128937
1.957778 1.723472
2.559714 2.642008
1.449035 1.37383
2.041847 2.348901
1.946615 2.349339
3.046728 2.890089
