y[,1] y[,2]
1.550388 2.377098
2.377358 2.936682
2.226042 2.311258
1.435789 1.532895
2.782418 2.34904
2.707015 2.654651
2.020042 2.348606
2.782858 2.819336
2.255029 2.599981
1.918557 2.205898
2.27949 2.558986
2.782418 2.165417
1.391489 2.460881
2.100879 2.019866
2.735072 2.7548
2.349339 2.243856
1.971932 2.349331
1.142028 1.170086
1.170086 1.142028
2.365325 1.440521
1.22541 2.2541
1.461096 1.633704
2.243968 2.272026
1.723472 1.493665
2.060057 1.723472
3.314306 2.78213
1.983096 1.78801
1.535936 1.725943
2.126185 2.204525
2.847102 2.226042
2.794026 2.376838
1.682649 1.338739
2.243752 2.911809
1.695414 1.828832
1.672178 1.838496
4.104617 2.701755
1.957778 1.945014
1.795792 1.804268
1.790724 1.618111
2.689666 2.60054
1.58994 1.973045
1.639002 1.837347
1.212646 2.084072
2.116504 2.172338
1.435789 1.695414
2.166553 1.908911
1.910525 2.61956
1.987623 1.999768
2.085765 3.058473
3.269224 2.168157
2.060057 2.147104
1.790724 1.723472
1.991808 2.782858
2.08971 2.388561
2.377393 2.349335
1.330429 1.264631
2.521979 2.596193
2.600533 2.611704
1.338739 1.618111
1.725915 1.874879
2.255029 2.316272
1.790724 1.318006
1.608402 1.914092
1.330429 1.798099
3.109766 2.937123
1.818782 1.790724
2.794026 1.723471
2.058319 1.855596
2.704301 2.732332
2.611704 2.243752
1.672784 1.666901
1.342491 1.170086
2.449715 2.165417
1.684353 1.69221
1.401888 1.519737
2.381592 1.745944
2.39813 2.739264
1.615288 1.64551
2.348896 1.212646
2.534402 1.481818
2.243968 2.655025
2.2541 1.407732
2.667792 2.639762
2.720983 2.886179
2.494736 1.302371
1.790724 1.643427
2.061653 1.435789
1.835176 2.185018
1.253468 1.47227
2.296993 1.977409
1.578879 1.772375
2.087456 2.059944
1.905793 1.877735
1.407732 1.505378
1.47227 1.670673
1.946615 2.243968
1.561882 1.723472
2.03634 2.143325
2.209733 1.990441
1.704968 1.723472
2.788182 1.590053
1.433038 1.500328
1.632945 1.407732
1.756038 2.495176
2.822084 2.913289
2.020825 2.416619
2.639762 2.611704
3.22577 2.251702
1.633859 1.47227
1.79113 1.942274
2.683715 1.461093
1.401888 1.695414
2.570882 2.59894
1.983096 1.905793
2.120681 2.128937
2.416619 2.908842
2.448602 2.114124
2.054957 1.509876
1.253468 1.656153
2.465409 2.56984
2.099666 2.639762
2.268509 2.391301
2.714777 2.667933
2.046071 1.8545
1.942607 1.790724
2.283087 1.957778
1.686625 1.661596
1.960912 2.100879
2.782858 1.838496
2.611704 2.902127
2.416619 2.031886
2.2832 2.239285
2.467118 2.600533
1.695414 1.723472
2.466678 2.742039
2.215694 2.742039
1.366797 1.184588
1.877735 2.059944
1.654925 1.695414
2.391301 2.889336
2.208979 2.255029
2.315516 2.329129
2.483871 1.985836
2.277018 2.576041
3.057966 2.924703
2.639762 2.642008
1.903045 2.026988
1.279898 1.170086
2.377397 2.243968
1.500328 1.837781
1.863233 1.626161
2.600536 2.7548
2.377393 2.215798
2.100879 1.818782
1.905793 1.264631
1.005896 2.847102
2.738798 2.643096
1.64551 1.923186
2.203042 2.2832
2.695849 1.837347
2.326092 2.363243
1.292689 1.744204
1.985836 1.877735
1.670096 1.212646
1.338739 1.170086
1.253468 1.097576
2.782858 3.387845
2.306731 2.505172
2.794026 2.782856
3.131166 2.977735
2.649443 2.665075
2.388561 2.862906
2.834848 4.104617
2.908953 2.688552
2.862906 2.165417
2.513967 2.531654
2.04092 2.243968
2.255029 1.212646
2.416619 2.517503
2.658106 2.874068
2.572475 2.234297
1.905793 2.215798
2.283087 1.865156
1.895322 2.398127
2.060057 1.818782
1.723472 1.142028
1.560953 1.695414
2.915346 3.304852
2.283087 2.255029
2.907355 1.946615
2.373447 2.377098
1.097576 1.292689
1.462107 1.57888
1.918557 2.004884
2.061653 2.03841
1.946615 2.349339
2.453099 2.426185
3.188323 2.215694
2.305722 2.333237
2.128937 2.165417
1.695414 1.946615
2.426185 2.421657
1.560453 1.997908
2.226042 2.239285
1.957778 2.059944
1.863233 2.243968
2.165417 2.273518
2.735771 2.725033
1.695414 1.723471
2.34904 2.04092
2.435444 1.21056
2.65949 2.862906
2.2541 3.751139
2.560411 2.704894
2.214951 2.169759
2.059944 2.031886
1.992662 1.27236
1.47227 1.58994
3.758106 3.175902
2.665766 2.019866
1.532311 2.34904
2.528323 2.639762
2.534402 2.631507
1.897425 1.890158
1.786446 1.839514
1.772262 1.744204
2.145279 2.100879
2.367337 2.531654
2.224247 1.94071
1.957778 1.504071
2.703372 2.639762
2.639762 3.083306
3.22147 2.416619
1.888138 2.07385
1.744204 1.059883
1.946615 1.632474
2.08971 2.326685
1.9702 1.81969
1.920777 1.275229
2.760124 2.377397
1.37383 1.500328
2.226042 2.032207
1.366797 1.47227
1.656179 2.677058
2.165304 2.094441
2.298034 2.08971
2.100879 2.128937
2.559714 2.819343
2.243535 1.490909
2.243535 2.004884
2.226042 1.897425
1.069925 1.030324
1.695414 1.618111
2.168157 2.29425
3.017169 2.181988
2.154253 2.308511
2.929157 1.817775
2.559708 2.65706
3.516943 1.281639
2.754071 2.049172
2.311536 1.695414
1.823247 2.335047
2.639762 1.823247
1.751487 1.788322
1.720106 1.366797
2.208979 1.957778
2.031886 2.231794
2.908953 2.482198
2.058319 1.577
2.165417 2.416619
1.212646 1.338739
1.51509 1.606938
1.561882 1.560953
3.042484 3.358127
3.134459 1.955853
2.388561 2.177092
2.263564 2.534402
2.908842 2.695849
2.639762 2.388561
2.209733 2.521979
2.90661 1.371251
2.628709 2.809289
2.55246 2.483871
1.761201 1.868063
1.866554 2.141701
2.88822 2.794026
2.937121 2.88822
2.068479 2.031886
1.618111 0.9797935
3.853415 1.828832
2.965181 3.265627
1.866554 2.061653
3.006001 3.042387
1.761201 2.215798
1.770521 1.926412
2.977735 2.757545
2.185018 1.561882
1.707342 1.302371
2.600533 2.650436
1.695414 2.04845
1.744204 1.772262
1.992655 2.193475
1.606582 1.58994
1.401042 1.394967
1.672178 2.324022
2.742037 2.713979
3.332909 3.265627
2.677501 2.531656
2.534402 2.255029
1.867264 2.312854
2.169759 1.813197
2.891299 2.042543
2.466678 2.377098
2.255029 2.416619
2.992579 2.993397
2.180921 1.625859
2.388561 2.334381
1.590053 1.500328
2.127196 2.441506
3.04132 2.765161
2.954573 2.388561
1.895322 1.726912
2.067243 1.779295
2.745123 2.548552
3.103108 3.293649
2.600533 2.572475
2.947247 1.918557
2.019122 1.532895
2.737993 2.541027
2.787589 2.541027
1.856682 1.220945
2.707015 2.620335
2.862906 1.795259
1.905793 1.790724
3.121065 1.787217
2.05511 1.914092
1.900393 1.824221
2.234297 2.413871
1.918557 1.806853
3.00426 2.965181
1.818782 1.957778
1.618111 1.957778
1.002266 1.125634
1.695414 2.28651
1.993499 1.877735
2.351013 2.298034
2.077399 2.59894
3.137795 2.999672
2.702815 2.206239
2.937011 2.937123
2.637021 2.502185
2.639762 2.397273
2.735072 2.794026
1.877735 2.089502
2.551538 2.459951
1.710302 2.193475
2.117408 2.392275
2.977735 2.377098
2.572475 2.377389
2.444646 2.154253
1.77796 1.869367
1.78174 1.695414
2.125752 3.070544
2.100879 1.991588
2.056616 2.611704
1.654592 2.599981
2.611704 2.532712
3.378957 3.380698
1.031825 1.107285
1.723471 1.877735
2.213584 2.031886
2.366214 2.444647
3.028386 3.175902
1.347759 1.695414
1.720367 1.692309
1.618111 2.460881
2.283087 1.744204
2.251626 2.834848
1.695414 1.212646
2.834848 2.35208
2.061653 2.122499
2.122499 2.094441
2.416619 2.531654
2.48275 2.438281
2.762847 2.600533
2.511929 2.611704
1.359941 1.345135
2.62617 2.506344
2.272026 2.506344
2.077643 2.061653
1.818782 1.829944
2.365325 2.031886
2.639762 2.296993
2.165417 2.122919
2.907497 2.536981
3.017169 2.101908
1.709083 2.060057
1.837347 1.435789
1.928044 2.174129
1.877735 1.779545
2.377388 2.32266
1.46396 1.898354
1.733026 1.615369
2.695849 2.737993
1.407619 1.338739
2.572136 2.569871
1.212646 1.184588
2.665079 2.779033
1.005007 1.917475
2.274832 2.244317
1.835176 1.818782
2.96474 2.200814
1.222183 1.827538
1.382123 1.3153
2.735072 2.611704
1.74252 1.657673
1.58994 1.695414
2.063523 1.985836
2.031886 2.2541
1.987373 3.378845
1.618111 1.610944
2.35208 1.590053
2.572478 2.559716
1.170086 1.37383
2.259614 1.877735
2.71788 2.404065
1.560739 1.406017
1.723472 1.184588
1.905793 1.184588
2.214207 2.193475
2.377397 2.349339
2.259614 2.167017
1.810341 1.658933
2.599981 2.826264
1.338739 2.886622
2.639762 2.180921
2.691056 1.873878
2.393786 1.970332
1.49463 1.771448
2.214207 2.304821
1.918557 1.366797
2.531654 3.012704
2.126189 2.128937
2.534402 2.562913
2.678983 2.061653
1.723472 1.407732
2.59894 1.407732
2.720559 2.185018
1.856682 1.422366
1.500328 2.343825
2.243968 2.272026
1.695414 1.658933
2.56544 2.611704
2.076281 2.061653
1.487774 2.559712
1.442434 1.47227
1.733143 1.866554
1.435789 2.199214
2.513746 2.562514
2.985913 2.556381
2.215798 2.128937
2.545079 1.939594
2.34878 3.370648
2.052088 2.377389
1.823317 3.042486
1.905793 1.877735
1.125635 1.204391
2.377397 2.510601
1.736235 1.396563
1.37383 1.401888
2.611704 1.987196
0.9577536 1.440521
1.681025 2.088115
3.252827 2.531622
2.531654 2.688552
2.318878 2.639762
1.430797 2.377098
2.7548 2.782858
1.912024 1.835176
2.02072 1.902428
2.185018 2.324022
1.723472 1.695414
2.208979 2.310599
1.513092 1.702266
1.723472 1.002266
2.308516 2.336574
2.819336 2.559712
4.076559 3.399047
1.468579 1.700401
1.974786 1.779545
1.818782 2.506344
1.764406 2.128937
2.186036 2.214094
2.088553 1.985836
1.961878 2.568027
2.819228 2.642008
2.165417 1.946615
1.925299 2.2832
1.88474 1.561882
2.437351 2.465409
1.58994 1.526995
2.494736 1.843834
0.9509731 1.125635
2.067061 2.076586
2.165417 1.946615
1.695414 1.985836
1.684237 1.877735
2.066416 2.150887
1.995518 1.985836
2.489096 2.243856
2.2832 1.934016
1.733026 1.695414
2.2832 2.27635
2.433967 1.795259
2.861945 1.695414
2.433967 2.787589
3.406903 2.807911
2.390153 2.2482
2.467118 2.243856
1.871891 1.879816
2.048883 1.93382
2.326685 2.057655
1.838496 1.907375
2.377393 2.626971
1.838496 1.815276
2.053986 1.860928
3.100755 2.248857
1.556152 1.590004
1.643429 1.995518
1.971928 3.224509
2.243535 2.006317
2.128937 2.100879
1.974644 1.212646
1.435789 1.219392
1.58994 1.47227
2.639762 2.2832
1.32072 1.560953
2.311258 2.191147
2.806816 2.968379
2.307646 2.311258
1.358941 1.723472
1.309751 1.212646
2.243752 2.63033
1.630381 1.640605
2.398127 1.578879
1.951255 2.937123
2.338657 2.794026
1.411645 1.967202
1.818782 1.615371
1.069925 1.435789
2.227111 2.374031
2.361059 2.510601
1.924142 2.794026
1.905793 2.013867
2.510601 2.377397
1.499399 1.500328
1.819812 2.088115
1.976658 2.693303
1.618111 2.141701
1.302371 2.059944
2.557467 1.633538
2.377397 2.398127
1.866843 1.723472
2.2832 2.169945
3.17715 2.34904
2.215694 2.311258
2.30233 2.432099
1.233265 2.324022
2.977943 3.131166
2.379287 2.299425
2.937123 2.076281
3.102238 4.076559
3.005793 2.512743
1.803794 1.407732
2.147683 1.784319
2.416619 2.437351
1.767734 1.723472
1.58994 1.790724
3.638528 3.525913
1.957778 2.088115
1.253468 1.695414
1.289948 1.58371
1.605688 1.648161
2.085249 1.889789
2.708278 2.490724
2.307548 2.349335
2.390018 2.374031
2.306618 2.413253
1.47227 2.665076
2.238135 1.877735
2.059944 1.47227
2.031886 2.534402
1.877735 2.019866
3.070544 3.160265
1.984354 2.117408
1.22541 1.54075
1.503042 1.468579
2.128937 2.119373
2.531578 2.271593
1.47227 1.212646
1.407732 2.059944
1.125635 1.142028
2.556381 1.407732
1.079114 1.22541
2.2541 1.736235
1.818782 1.654592
3.293685 3.224807
1.658933 2.061653
2.948177 1.723472
2.834848 2.782858
2.311258 3.304852
2.059944 1.879317
1.47227 1.560953
2.639762 1.407732
1.079115 1.051057
1.338739 1.355736
3.042484 2.908023
2.243968 1.387999
2.911809 2.961846
2.534402 2.650925
2.399611 2.336568
2.977943 3.293685
3.304852 2.88822
2.223236 0.9614444
2.137235 1.468513
2.677501 2.7548
2.08971 2.039177
2.44683 2.495176
2.991983 2.985325
1.643427 2.031886
2.570412 2.543961
2.290385 2.388561
1.842971 2.35208
1.809635 2.041925
2.166874 1.590053
1.790724 1.500328
2.377293 2.388561
2.413871 2.220741
2.639762 2.277008
2.226042 1.723472
1.628149 1.764406
1.88957 1.697128
2.016047 1.560953
2.506344 2.449715
1.985836 1.790724
3.114804 1.801589
1.212646 2.398127
1.366797 1.453342
1.548305 2.72594
2.454348 1.614746
2.510601 2.377098
2.531661 2.472706
2.78213 3.240313
2.166458 2.35208
1.435789 1.712762
1.892213 2.088115
1.468579 2.437351
2.725033 2.445692
2.33516 2.325834
1.970878 1.902937
1.790724 1.723472
2.283087 3.37531
3.881474 2.483871
2.409091 2.421657
2.02072 2.126189
2.125896 2.059944
1.774165 1.991808
1.461089 2.020391
1.929028 1.658933
1.515832 1.584482
2.326092 2.298034
2.713867 2.784655
1.536808 1.413317
1.64412 2.128937
2.868131 2.782858
1.695414 2.907497
1.695414 1.954583
2.511929 2.739218
2.128937 1.910525
2.716723 2.755805
2.537951 2.557037
1.905793 1.862468
1.148107 2.034625
2.363243 3.881474
2.661034 2.611704
1.892804 2.315753
2.600533 2.012849
2.754071 1.946615
2.051975 2.126185
1.851305 2.126185
1.610143 1.603987
2.416619 2.656825
1.657192 1.687104
2.650925 2.416619
2.35525 2.879966
2.518411 2.369472
1.500328 2.34904
1.8545 1.910525
2.570882 2.735072
2.570882 2.059944
2.639762 2.324022
2.851115 1.818782
2.454692 2.371156
2.259614 2.284796
2.2832 2.234297
2.128937 1.835176
2.016887 2.110169
1.835176 2.049172
1.22541 1.723472
1.818782 1.002266
2.35208 2.483871
1.818782 1.877735
2.059944 2.117408
1.590053 1.828832
2.128937 1.978259
2.913888 3.017169
1.93382 1.704034
1.338739 2.041925
1.64412 1.253468
1.64412 1.618111
1.253468 1.532895
1.468579 1.590053
1.590053 1.843918
2.130085 1.961617
2.140099 2.494736
2.377393 2.349335
2.128937 1.93836
2.041925 1.86008
1.871465 1.435789
1.73836 1.764006
1.794847 1.560953
2.199819 2.229084
1.561882 1.560953
1.407732 1.985836
1.726912 1.725469
1.723472 1.995518
2.326092 2.489096
2.202724 2.154243
1.877735 1.818782
2.193475 1.958171
1.818782 1.915934
2.937011 2.908953
1.532895 1.253468
2.552273 2.21487
1.9008 1.306938
2.520685 2.425331
2.78213 2.34904
3.527995 3.070544
1.330429 1.317077
2.305687 2.127196
2.196189 2.355408
1.695414 1.895322
1.968964 2.004368
3.240313 3.268371
1.973045 1.905793
2.347739 2.354743
2.184056 2.165417
1.818782 1.060535
1.760285 1.407732
2.152838 2.453433
2.2832 2.590572
2.004735 1.401888
2.437351 2.243856
2.599981 2.126113
1.590053 2.234297
2.7548 1.968594
2.023918 1.63873
1.318006 2.16701
2.122499 2.061653
1.264631 1.975008
1.611916 1.603655
2.272026 2.746432
1.695414 1.212646
2.388561 2.394373
2.937011 1.877735
1.643427 2.013867
1.385259 1.684232
2.060057 2.059944
2.361755 2.257102
2.138491 2.078173
2.04519 2.059944
1.892624 1.595638
1.590053 1.723472
2.30329 2.611704
2.611704 2.051975
2.349339 2.243856
2.126189 1.684237
1.379561 2.08971
1.713253 1.712411
2.753091 3.122526
1.772262 1.790724
2.06164 2.391301
2.444646 2.21487
2.133668 2.639762
1.704034 1.733143
1.877735 1.578879
1.569321 1.64806
2.388438 2.126189
3.159614 2.848514
2.061653 2.634415
2.031886 1.985836
1.995518 2.267248
1.578879 1.532895
2.128937 2.100879
2.528323 1.971917
1.879317 2.048883
1.720387 1.869767
1.236796 2.145992
1.384496 1.877735
2.337267 2.193475
2.298679 2.493921
2.153629 2.539384
2.100879 2.128937
2.467118 2.600533
2.100879 2.243856
2.559538 2.901656
2.444648 2.377389
1.818782 2.398127
2.965179 2.841811
1.701396 1.723472
2.226042 2.2541
2.804072 2.880189
2.637021 2.173272
2.243968 1.500328
1.348778 2.031886
1.47227 1.292689
1.532895 1.435789
1.695414 2.53773
1.695414 1.394967
2.271593 2.141701
2.731566 2.7548
3.534848 3.484317
1.654592 2.939477
1.905793 1.877735
1.926565 1.905793
3.226408 4.104617
1.874539 1.918557
1.856682 2.059944
2.847318 2.444468
2.61956 2.187056
1.837347 1.173385
2.952761 2.678543
3.045227 3.160211
2.272032 2.349331
2.803588 2.815646
1.672178 1.561882
1.47227 1.560953
2.08971 3.853415
1.500328 1.500007
1.064726 1.695414
2.041925 2.020825
2.2832 1.984354
1.946615 1.887293
2.255029 2.283087
1.578879 1.77397
1.560953 1.744204
1.338739 1.994262
1.549118 1.106626
2.455839 2.174748
1.695414 2.521979
1.327678 1.723472
2.365325 2.196189
1.737374 1.799773
2.426185 2.427685
1.523495 2.740625
1.826442 1.380981
1.435789 1.142028
2.031886 1.161353
2.069984 2.07702
2.347313 2.3487
1.338739 2.128937
2.78213 2.060057
3.699152 2.261674
2.154253 2.444648
1.784096 2.19011
3.005793 2.185526
2.34878 1.748164
1.242857 1.606938
2.691056 2.483871
1.47227 1.212646
1.292689 1.407732
2.667933 2.888331
2.782858 2.7548
2.678615 2.655029
2.678615 2.655029
2.908953 2.790241
1.287445 1.345135
1.809649 2.114124
1.487083 2.152172
1.866554 2.243968
1.823995 1.795937
1.838496 1.866554
1.927188 2.676743
2.08971 1.957778
1.985836 1.793379
1.888138 1.898354
2.377397 2.437351
2.115025 3.081708
2.667139 2.335951
1.387529 1.64551
2.051533 1.968594
2.243856 2.165417
2.255029 3.238071
1.905793 1.877735
2.62159 2.444648
2.300549 2.247932
2.300549 2.08971
2.276511 2.628364
2.218168 1.746582
1.597455 2.005285
2.409039 2.311258
3.042482 3.099716
2.544451 2.594002
1.602607 1.453342
1.744204 1.698154
2.059944 2.388561
2.847102 3.267279
2.45762 1.435789
2.483871 2.283087
2.006568 1.578889
1.538647 1.64412
1.895902 2.043379
2.650925 2.556381
1.795937 1.723472
2.834848 2.478494
1.484692 1.818782
1.618111 1.427534
1.368505 1.396563
1.500328 1.47227
1.366797 1.4785
1.535831 1.946615
2.057198 1.944431
2.66478 2.257221
0.9658988 2.088115
2.154247 2.518411
1.779545 1.656179
2.794026 2.08971
2.397273 2.02072
2.594456 3.073398
1.823995 1.950056
2.193475 2.240641
1.790724 1.723472
1.918557 1.366797
1.818782 1.556152
2.782858 3.017169
1.435789 1.64412
1.695414 1.946615
1.790724 2.017632
2.388561 2.511929
2.754592 2.377397
1.212646 1.338739
2.472704 2.373447
2.34904 1.866554
2.081243 2.378397
2.437351 2.453433
2.416619 3.114296
2.667139 1.993499
1.695414 1.905793
2.462668 2.336568
3.758106 2.782858
1.695414 1.695301
2.797563 2.79117
2.4263 2.559718
1.530082 1.869367
3.253558 3.070542
1.500328 2.031886
2.936899 2.186812
2.834848 1.64767
1.253468 2.754071
2.141701 2.397191
1.47501 1.22541
2.525814 2.270778
1.590053 1.618111
2.446386 2.40626
1.062891 1.423367
1.751642 1.701304
2.095035 2.023277
1.059883 1.64412
1.249126 1.170086
2.193475 2.34904
2.215798 2.08971
2.639762 2.667792
2.810555 2.697864
1.500328 1.47227
2.031886 2.059944
1.838496 1.435789
1.838496 1.58994
1.58994 1.838496
1.435789 1.838496
2.490724 2.150887
2.128937 1.695414
1.784567 2.763948
1.905793 2.59947
1.500328 1.659786
1.233265 2.035451
2.516394 1.994262
2.181642 2.510601
2.426185 2.388561
2.571923 2.495176
2.086377 2.060057
1.695414 1.140325
1.818782 2.098015
2.041925 2.036518
2.388561 1.926412
1.905793 1.695414
1.002266 1.030324
1.741934 1.818782
2.782858 2.7548
2.128937 2.506344
2.100879 1.58994
1.592223 1.670096
1.646623 1.674681
1.694551 1.50836
2.437351 1.811482
1.618111 1.407732
1.863233 2.180306
2.349335 2.208979
1.744204 1.58994
2.16701 2.377397
1.967347 2.508286
1.184588 1.212646
2.308511 2.853332
2.495176 2.572475
1.800774 1.549118
2.538659 2.531654
1.925081 2.29401
1.500328 1.918557
3.004405 2.542966
0.9614444 1.366797
2.7548 1.723472
1.695414 1.905793
1.125635 1.338739
2.023576 2.084071
3.853415 2.782858
2.349339 2.443186
2.639262 2.302817
1.790724 1.500328
1.407732 2.377098
1.170086 1.790724
1.500328 1.64412
1.170086 1.601103
1.811604 1.795259
3.252865 3.147844
2.685809 2.742037
2.665732 2.243968
1.135685 1.338739
1.879317 2.041925
1.095792 1.366797
2.907497 2.912809
3.057814 3.017169
2.088115 2.100879
2.899386 2.04845
2.78213 2.638346
2.574605 2.571923
2.531578 3.17684
2.386559 2.206898
1.461089 1.548546
3.006001 1.756038
1.723472 1.561882
2.324022 2.416619
2.311258 2.013867
2.521189 2.377397
2.531654 2.888215
2.388561 2.059944
1.58994 1.532895
1.338739 1.723472
1.73943 1.770355
2.47295 2.559636
1.628161 1.608402
2.397273 2.122499
2.932432 2.948177
2.965179 2.137246
1.478349 1.590053
2.165417 2.213584
3.293649 1.590053
1.578446 1.877735
1.841254 1.584482
2.908842 2.115514
2.362582 2.556381
1.468579 1.461209
1.628161 1.965077
1.672178 1.617452
1.971928 2.586386
2.917114 2.707015
1.58994 1.656179
1.079227 1.856253
1.560953 1.612032
1.835176 2.128937
1.866561 2.020825
1.618111 1.358941
1.905793 1.513092
2.107732 2.194782
1.942161 1.957778
1.737754 1.761201
1.723472 1.781591
1.127429 1.946615
2.259614 2.085953
1.172393 2.306614
2.174984 2.454357
1.918557 2.169143
2.639762 2.662997
2.2832 2.128937
2.489096 2.308402
2.061653 1.971928
2.416619 2.165417
2.416619 1.22541
1.734634 1.618111
2.34904 1.905793
2.154247 2.226042
1.905793 2.215798
1.810333 1.039656
3.091277 3.040083
1.974635 1.823995
1.264631 1.292689
2.271367 1.723472
2.086926 2.133923
1.253468 1.302371
1.338739 1.576131
1.47227 1.985836
1.820577 1.968594
1.983911 2.879592
2.284588 0.9631156
2.282079 1.47227
2.546469 2.518411
2.126189 2.154247
2.810227 2.635754
1.407732 1.366797
1.818782 1.983096
1.338739 1.292689
1.059883 1.590053
1.887293 1.823995
2.590972 2.23441
1.292689 1.917757
1.93836 2.058889
1.677428 1.590053
3.332909 1.600103
2.513292 2.672611
1.143653 1.638255
1.366797 1.47227
1.58719 1.615248
1.784096 1.47227
2.35208 2.243968
0.9597067 1.059883
1.302371 1.253468
1.976174 1.407732
2.7548 2.628707
1.877735 1.905793
1.795792 1.877735
2.31624 1.366797
2.665075 2.7548
2.377393 2.685809
1.440521 2.264341
1.619707 1.773965
2.041925 2.094441
2.283087 2.349339
2.016141 2.130276
1.407732 1.292689
2.215917 2.140865
1.618111 2.337267
1.292689 1.590053
2.437351 2.556381
2.713867 1.532895
1.744204 2.10225
1.561882 2.268698
2.128937 2.063138
2.965096 2.919719
1.302865 1.723472
1.808742 2.448602
2.416619 2.355113
3.488772 2.418215
2.580331 2.592277
3.476008 3.447951
2.157574 2.048883
2.739218 2.725573
2.023576 2.34904
2.02072 2.061653
2.639762 2.811497
2.031886 3.391178
2.343421 2.421657
2.677842 2.539509
2.745122 2.539381
2.611704 2.465409
2.128937 2.120681
1.764293 2.061653
3.119097 2.860163
2.215798 2.862906
2.947173 3.05034
2.713867 2.603117
2.559718 2.850115
2.061653 1.946615
2.370575 2.031886
1.682328 1.500328
2.7548 2.8474
2.559712 2.467118
1.946615 1.957279
1.695414 2.534402
1.284967 1.47227
1.946615 1.936397
2.296993 2.511929
3.030415 2.236295
3.293649 2.977943
1.366797 1.695414
3.210006 3.278531
2.08971 2.265955
1.905793 2.093096
2.059944 2.226042
2.704301 2.164766
1.695414 1.723472
2.47665 2.416588
1.509876 1.733143
1.771257 2.611704
2.128937 2.388561
2.69658 2.59894
1.932854 2.208979
1.818782 1.877735
1.695414 1.171824
2.388561 2.875625
1.468579 2.037584
2.341895 2.303547
3.126364 1.818782
1.47227 1.366797
1.47227 1.366797
1.47227 1.366797
1.47227 1.366796
2.42629 2.416619
2.288971 1.764293
2.590481 2.019866
2.639762 3.137616
2.416619 2.713933
3.239819 3.247693
2.154253 2.349339
2.259614 2.611704
2.388561 2.416619
2.165417 2.059944
1.142028 3.070544
3.476009 3.086073
2.061653 2.05581
2.224247 2.458553
1.618111 2.196189
2.741597 2.34878
1.905793 1.869367
2.973481 3.958776
2.285826 2.348181
2.96474 3.17132
2.168537 2.128937
2.2541 2.309517
2.88822 3.203752
2.154247 2.069029
1.318006 1.338739
2.288785 2.290396
1.832667 2.243968
2.571923 1.64767
1.22541 1.030324
2.59894 2.570882
1.338739 1.292689
2.290121 2.128937
2.243856 2.388561
1.087483 1.838895
2.538659 2.611704
2.426185 2.571923
4.076559 2.939867
2.02072 2.02786
1.828945 1.823317
1.772262 3.025138
1.877622 1.799774
2.611704 3.131166
1.47227 2.076281
1.170086 2.449185
1.628161 2.255029
1.643427 1.743199
2.981933 2.919189
2.483871 2.365325
2.766722 2.531656
2.185018 1.92476
2.2541 2.337267
2.822084 2.977943
1.915351 2.215798
2.137693 2.164869
2.61956 2.638152
2.908953 2.695849
2.060057 2.128937
1.33157 1.212646
2.611704 2.600533
1.813197 1.823995
2.167013 1.684237
1.707122 1.383039
2.126189 1.549118
2.421657 2.426185
2.559712 2.531654
1.818782 1.916956
1.425066 2.611704
3.293337 2.754071
2.7548 2.782858
1.866706 1.813197
1.212646 1.041487
2.165417 1.876193
2.226042 1.723472
1.723472 1.626421
2.068356 2.019122
2.080676 2.30329
1.042253 2.360676
2.590499 2.457441
2.138491 2.850115
2.416619 2.293251
2.725033 2.541046
2.060057 2.08971
2.298836 2.834848
2.726624 2.63776
1.618111 1.590053
2.449715 2.531654
2.061653 1.823995
1.47227 1.500328
1.435789 1.450291
2.426185 2.398127
1.964634 2.2832
2.4263 2.464404
2.101908 1.550388
1.790724 2.168157
2.041129 2.059944
1.592223 1.926525
2.025975 2.02072
1.697412 1.618111
1.097983 1.115595
1.212646 1.630875
2.324022 2.193475
2.283087 1.877735
2.571923 2.888218
2.051975 2.101619
2.272026 1.93382
3.130793 2.688665
3.265627 3.01925
3.109766 3.103108
1.946615 1.918557
2.174748 1.772262
3.224725 2.511929
2.7548 2.701328
2.580012 2.522092
2.352193 2.865098
2.195184 2.128937
1.63464 1.184588
2.725328 2.618669
2.618669 2.40993
2.11135 2.335951
2.35208 1.66879
2.283087 2.310599
2.054572 2.437351
2.948177 2.927444
3.344978 3.1064
2.630752 2.600533
1.866489 2.26243
2.916389 2.100879
1.723472 2.243535
1.184588 0.9684489
1.229402 1.030324
2.426185 2.834848
2.08971 2.412314
1.956296 1.841254
3.23664 3.006231
2.123944 2.01927
1.695414 1.75497
1.528672 2.2832
2.7548 2.534402
1.511515 1.561882
1.887293 1.907375
2.259315 2.777219
1.264631 1.059883
2.79954 3.332909
1.500328 1.47227
1.22541 1.253468
2.30289 2.15696
3.154029 2.128937
1.956169 2.650925
2.068479 2.031886
2.377397 2.41699
2.09754 2.136317
2.2926 2.36104
2.110829 2.138887
2.416619 2.3775
3.160265 2.965179
2.154247 2.215798
2.936682 2.639762
1.940319 1.633859
1.877735 2.086377
1.984003 1.93961
2.697864 2.226042
2.931282 2.375982
2.34904 1.828832
2.388561 2.208979
1.22541 1.704034
2.907497 2.536981
1.983096 2.283087
2.359864 2.035204
1.760285 1.883243
2.735072 2.760124
2.311258 2.611704
1.675211 1.401888
2.041925 2.141701
3.476008 3.137616
