gender,sciach1,sciach2,sciach3,sciach4,sciach5
1,34.95,21.98,36.6,56.8397948260481,58.9703812636165
0,53.93,43.29,50.87,58.56,58.9703812636165
0,46.02,31.59,57.96,56.8397948260481,58.9703812636165
1,42.76,45.98,56.1942100943784,56.8397948260481,58.9703812636165
1,46.84,37.68,65.2,51.06,70.07
1,32.81,22.8,33.61,56.8397948260481,58.9703812636165
0,46.34,44.71,51.86,57.26,58.9703812636165
1,28.5,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
1,55.67,49.74,40.28,56.8397948260481,58.9703812636165
1,42.6,52.53,68.93,56.8397948260481,53
1,39.08,73.49,75.18,56.8397948260481,58.9703812636165
0,54.9,24.24,45.35,56.8397948260481,58.9703812636165
0,44.08,50.74,56.1942100943784,58.96,58.9703812636165
0,41.37,50.54,53.34,38.97,33.37
1,40.57,43.26,37.8,47.37,58.9703812636165
0,29.55,36.34,44,30.25,58.9703812636165
1,45.12,48.91,50.55,41.89,43.41
0,28.83,40.5,44.72,48.86,58.9703812636165
0,51.94,32.8,67.86,51.69,58.9703812636165
0,52.3,50.84,59.63,39.4,40.65
0,52.98,56.15,60.29,56.8397948260481,58.9703812636165
1,51.18,46.23,67.61,56.8397948260481,58.9703812636165
0,36.18,44.29,43.35,57.21,58.9703812636165
1,65.66,72.14,68.06,70.92,80.19
1,47.78,64.52,56.47,61.6,68.84
0,35.2,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,53.18,54.85,61.4,67.45,58.9703812636165
1,44.59,51.02,56.1942100943784,56.8397948260481,58.9703812636165
1,46.89,50.83,56.1942100943784,56.8397948260481,51.33
1,39.26,28.64,51.04,44.07,58.9703812636165
1,43.71,54.3,56.1942100943784,56.8397948260481,60.37
0,44.59,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,38.07,48.5,49.12,56.8397948260481,58.9703812636165
1,45.75,55.96,66.24,59.49,58.9703812636165
0,35.61,40.3,48.71,56.8397948260481,58.9703812636165
1,57.91,51.61,63.07,56.8397948260481,58.9703812636165
0,53.73,61.48,56.1942100943784,56.8397948260481,58.9703812636165
0,43.43,30.36,31.1,56.8397948260481,58.9703812636165
0,52.32,37.07,46.31,56.8397948260481,58.9703812636165
1,29.09,39.24,42.03,56.8397948260481,58.9703812636165
1,43.32,33.28,56.1942100943784,56.8397948260481,58.9703812636165
1,52.73,40.76,47.9,56.8397948260481,58.9703812636165
0,44.77,52.33,60.65,60.83,52.55
1,42.12,38.53,44.02,50.8,59.27
1,34.69,25.42,47.45,36.81,58.9703812636165
0,47.36,43.03,33.56,42.75,43.77
1,46.09,43.28,41.19,53.14,56.43
1,43.07,37.09,44.47,43.75,58.9703812636165
1,58.94,56.13,62.25,72.95,70.72
1,45.91,53.02,53.53,66.53,55.85
1,44.81,47.71,46.69,27.95,58.9703812636165
0,43.82,43.64,46.07,53.39,32.5
0,40.18,24.22,56.1942100943784,56.8397948260481,58.9703812636165
1,49.48,51.68,53.15,60.88,58.88
1,49.47,38.1,50.9,55.39,55.53
0,63.29,53.2,56.51,63.91,60.9
1,52.02,52.0369003285871,62.34,56.8397948260481,58.9703812636165
0,33.29,43.7,34.41,51.31,45.01
0,39.61,31.95,29.42,56.8397948260481,58.9703812636165
0,38.3,39.33,38.67,56.8397948260481,58.9703812636165
1,68.06,65.32,72.75,72.13,58.9703812636165
0,30.9,31.6,35.18,44.92,58.9703812636165
0,36.74,52.0369003285871,34.54,45.63,58.9703812636165
1,36.24,52.0369003285871,57.88,60.65,58.83
0,42.85,52.0369003285871,64.21,59.34,60.92
1,66.72,70.11,73.58,71.98,76.11
0,35.95,31.75,56.1942100943784,56.8397948260481,58.9703812636165
0,58.46,39.39,56.1942100943784,44.57,56.51
0,45.31,52.0369003285871,62.89,65.42,69.82
0,55.56,52.0369003285871,55.07,55.02,58.9703812636165
1,48.5,52.0369003285871,56.1942100943784,57.41,28.6
1,38.34,38.36,56.1942100943784,36.02,58.9703812636165
1,45.98,46.22,56.1942100943784,56.8397948260481,58.9703812636165
1,59.64,52.0369003285871,54.6,67.85,61.61
1,32.63,52.0369003285871,36.21,56.8397948260481,58.9703812636165
1,39.68,38.11,56.1942100943784,33.43,58.9703812636165
0,36.8,39.67,34.76,32,37.69
1,41.98,36.92,38.6,39.6,58.9703812636165
1,56.05,67.1,59.26,62.86,73.83
1,43.56,54.31,64.4,55.92,55.69
1,43.43,59.59,56.1942100943784,52.01,59.85
1,37.33,35.46,38.87,38.44,37.24
0,41.59,39.84,25.29,22.95,58.9703812636165
0,56.83,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
1,50.39,52.0369003285871,59.47,58.85,62.85
1,37.83,26.9,56.1942100943784,56.8397948260481,58.9703812636165
0,38.72,53.47,59.17,58.36,58.9703812636165
1,59.32,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
1,59.72,65.93,62.59,65.95,65.04
1,52.9,47.73,56.1942100943784,56.8397948260481,58.9703812636165
0,46.18,39.45,56.1942100943784,56.8397948260481,58.9703812636165
0,57.89,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
1,33.18,31.18,27.9,27.76,34.77
0,45.6,31.58,45.63,54.09,65.45
1,50.19,55.58,60.64,59.32,39.71
1,66.17,69.76,54.5,56.8397948260481,72.98
1,49.12,59.02,56.1942100943784,56.8397948260481,70.53
1,44.7,36.51,56.1942100943784,56.8397948260481,58.9703812636165
0,32.91,40.3,56.1942100943784,45.59,53.64
0,52.94,64.18,66.22,65.75,47.83
1,42.26,43.05,43.33,49.04,37.16
0,44.15,48.23,56.1942100943784,56.8397948260481,58.9703812636165
0,44.94,52.0369003285871,54.07,47.81,58.9703812636165
1,49.2,68.56,60.05,40.18,43.46
0,64.88,59.04,73.51,72.09,73.55
0,72.02,64.45,67.15,75.46,79.79
0,58.45,57.26,68.89,73.1,58.9703812636165
0,67.22,68.1,62.96,66.69,58.9703812636165
0,66.52,68.88,64.94,72.13,81.46
0,57.41,48.16,62.18,56.8397948260481,58.9703812636165
0,41.73,52.0369003285871,46.66,56.8397948260481,58.9703812636165
1,74.4,70.26,56.1942100943784,56.8397948260481,58.9703812636165
1,61.25,61.66,56.1942100943784,73.07,72.34
1,48.23,77.17,56.1942100943784,37.32,80.02
0,73.82,61.94,66.74,70.36,69.45
0,65.7,73.63,56.1942100943784,56.8397948260481,58.9703812636165
0,77.01,74.35,80.9,78.31,85.91
0,71.56,64.48,69.85,69.81,58.9703812636165
0,52.42,51.64,64.01,66.82,74.29
1,53.53,30.73,29.98,29.08,58.9703812636165
0,56.43,59.16,61.69,73.13,58.9703812636165
0,56.6,63.1,52.43,63.72,58.9703812636165
0,51.1,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
1,76.06,74.84,56.1942100943784,56.8397948260481,58.9703812636165
0,64.5,61.65,62.01,67.57,58.9703812636165
0,54.68,64.66,34.38,34.22,58.9703812636165
0,42.1,45.46,29.54,56.8397948260481,58.9703812636165
1,73.91,81.05,77.23,56.8397948260481,58.9703812636165
0,60.64,58.06,63.27,58,58.9703812636165
1,51.6,52.0369003285871,56.1942100943784,38.02,46.53
0,56.97,67.12,55.26,68.21,58.9703812636165
0,49.88,52.0369003285871,27.64,56.8397948260481,58.9703812636165
0,60.9,62.34,58.57,65.09,72.69
1,68.86,49.08,56.1942100943784,56.8397948260481,58.9703812636165
1,47.26,49.18,56.1942100943784,56.8397948260481,58.9703812636165
1,72.84,65.6,70.94,76.73,58.9703812636165
0,66.23,67.92,65.86,72.34,58.9703812636165
0,54.12,58.52,59.59,64.44,58.9703812636165
0,66.86,56.75,41.04,35.94,58.9703812636165
1,67.95,62.81,62.47,40.29,58.9703812636165
0,69.89,60.06,64.79,72.01,72.58
0,54.5,64.6,63.38,63.61,58.9703812636165
1,53.28,52.0369003285871,41.31,56.8397948260481,58.9703812636165
1,73.51,52.0369003285871,61.14,56.8397948260481,58.9703812636165
0,28.71,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,72.27,70.22,56.1942100943784,81.25,58.9703812636165
0,45.26,52.0369003285871,48.27,54.63,58.9703812636165
0,43.39,52.0369003285871,60.15,59.32,63.56
0,64.15,69.43,60.47,67.48,66.99
0,64.34,59.75,48.72,56.8397948260481,58.9703812636165
1,64.42,52.65,59.62,63.4,70.39
1,68.7,75.58,56.1942100943784,42.58,58.9703812636165
0,44.74,51.68,60.17,57.44,65.82
1,44.94,35.92,56.1942100943784,56.8397948260481,58.9703812636165
1,43.2,47.59,44.59,53.76,58.9703812636165
0,77.86,63.37,42.1,56.8397948260481,90.01
0,51.02,57.96,59.3,56.8397948260481,73.1
0,73.28,67.63,61.44,64.14,85.53
1,82.7,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,62.87,62.29,56.1942100943784,56.8397948260481,58.9703812636165
0,47.19,28.78,56.1942100943784,56.8397948260481,58.9703812636165
1,50.3450864600325,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
1,63.51,59.29,53.48,56.8397948260481,58.9703812636165
1,41.32,31.83,35.86,32.26,58.9703812636165
1,59.85,57.96,74.23,71.57,58.9703812636165
0,46.76,40.97,56.1942100943784,56.8397948260481,58.9703812636165
1,43.36,51.7,56.1942100943784,56.8397948260481,58.9703812636165
1,57.45,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,53.21,59.64,34.66,56.8397948260481,58.9703812636165
1,47.88,37.58,56.1942100943784,56.8397948260481,58.9703812636165
0,44.33,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,57.98,61.86,49.65,56.8397948260481,58.9703812636165
1,40.08,52.16,56.1942100943784,56.8397948260481,58.9703812636165
1,36.4,31.55,56.1942100943784,56.8397948260481,58.9703812636165
0,47.68,52.11,52.09,56.8397948260481,58.9703812636165
1,45.97,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,36.75,31.48,56.1942100943784,56.8397948260481,58.9703812636165
0,33.44,33.46,56.1942100943784,56.8397948260481,58.9703812636165
1,36.8,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,47.06,39.36,40.99,56.8397948260481,58.9703812636165
0,57.8,67.76,56.1942100943784,56.8397948260481,58.9703812636165
0,49.58,50.93,58.44,56.8397948260481,58.9703812636165
0,62.58,65.5,69.32,56.8397948260481,58.9703812636165
0,51.77,53.28,61.4,58.8,58.9703812636165
1,36.29,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,57.2,42.75,68.04,63.51,58.9703812636165
0,46.27,42.67,60.65,56.8397948260481,58.9703812636165
0,45.33,51.55,56.1942100943784,56.8397948260481,58.9703812636165
0,63.84,61.71,56.1942100943784,67.6,58.9703812636165
0,41.19,47.34,53.7,56.8397948260481,58.9703812636165
0,43.06,52.0369003285871,60.03,56.8397948260481,58.9703812636165
0,44.4,33.03,56.1942100943784,56.8397948260481,58.9703812636165
1,37.98,36.25,56.1942100943784,56.8397948260481,58.9703812636165
0,28.69,23.7,56.1942100943784,56.8397948260481,58.9703812636165
0,54.37,34.17,65.49,56.8397948260481,58.9703812636165
0,48.14,43.88,56.1942100943784,56.8397948260481,58.9703812636165
1,32.7,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,34.05,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,44.2,55.69,56.1942100943784,56.8397948260481,58.9703812636165
1,57.89,43.44,59.99,56.8397948260481,58.9703812636165
1,49.23,27.58,56.1942100943784,56.8397948260481,58.9703812636165
1,58.62,36.17,56.1942100943784,56.8397948260481,58.9703812636165
1,32.73,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,48.11,45.69,56.1942100943784,38.76,37.17
1,46.23,67.99,56.1942100943784,59.78,60.85
0,43.48,50.98,56.1942100943784,59.2,53.43
1,39.67,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
1,55.64,53.01,26.49,56.8397948260481,58.9703812636165
1,57.48,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,42.54,52.0369003285871,36.65,56.8397948260481,58.9703812636165
0,48.08,62.01,63.59,56.8397948260481,58.9703812636165
0,53.78,52.27,68,56.8397948260481,58.9703812636165
1,36.29,43.31,56.1942100943784,56.8397948260481,58.9703812636165
1,36.27,33.23,56.1942100943784,56.8397948260481,58.9703812636165
0,50.3450864600325,38.84,56.1942100943784,56.8397948260481,58.9703812636165
1,42.3,36.31,58.38,56.8397948260481,58.9703812636165
1,39.15,47.22,56.1942100943784,56.8397948260481,58.9703812636165
1,55.58,60.01,67.3,56.8397948260481,77.18
1,28.49,36.02,40.27,56.8397948260481,58.9703812636165
1,69.8,59.81,71.93,70.07,70.83
0,39.86,52.38,52.98,53.2,43.07
1,73.69,78.04,84.98,90.58,87.24
0,65.27,65.59,65.56,68.79,76.2
0,58.81,54.59,71.06,66.35,64.18
0,60.43,58.73,60.13,57.36,58.9703812636165
1,48.24,56.99,63.2,41.39,58.9703812636165
0,64.35,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,63.3,71.37,70.58,76.72,79.36
1,45.27,48.22,53.6,50.65,42
1,47.85,34.9,55.91,54.52,44.13
0,51.28,47.62,56.1942100943784,63.7,58.9703812636165
0,39.34,30.72,53.28,49.31,58.9703812636165
1,60.88,62.72,68.99,56.8397948260481,75.66
1,35.33,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,55.27,74.2,56.87,73.83,72.66
0,52.92,54.93,52.87,49.72,62.2
1,53.4,51.33,56.1942100943784,56.8397948260481,58.9703812636165
1,46.84,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,56.13,61.19,62.93,65.03,68.42
1,35.74,36.69,56.1942100943784,56.66,58.9703812636165
1,42.94,34.47,56.1942100943784,56.8397948260481,64.27
1,38.28,51.88,65.03,73.15,62.64
0,47.07,59.61,63.7,44.46,41.36
0,50.01,53.42,50.06,55.37,60.77
0,57.83,53.92,62.39,60.57,69.79
1,50.23,59.65,57.86,63.39,63.77
1,55.65,51.69,42.57,54.2,62.12
0,67.65,65.98,72.13,70.94,83.2
1,70.34,64.87,68.58,76.89,79.95
0,56.88,61.65,56.1942100943784,56.8397948260481,58.9703812636165
0,47.86,46.49,57.76,50.65,42.98
0,43.61,55.98,60.85,59.89,65.57
0,40.07,56.73,61.58,47.59,57.51
0,55.92,59.12,65.84,70.04,71.64
1,76.16,49.54,66.89,74.83,81.61
0,48.2,63.03,65.59,69.98,79.64
0,52.88,62.1,62.15,64.01,69.24
0,59.56,75.85,60.64,68.15,78.01
1,56.93,50.58,62.35,61.87,69.45
1,55.44,67.31,61.55,78.3,79.4
1,35.45,26.97,60.86,56.85,58.9703812636165
1,56.19,30.17,71.95,76.6,58.9703812636165
0,50.68,63.86,62.18,60.61,67.73
1,59.01,53.3,59.29,75.19,72.69
1,63.4,74,80.52,79.69,80.34
0,53.48,55.97,56.1942100943784,67.89,58.9703812636165
1,47.76,45.62,42.42,51.25,49.42
0,40.18,40.01,45.46,45.5,58.9703812636165
1,54.99,43.36,65.83,63.29,78.01
0,63.65,64.78,62.86,56.8397948260481,58.9703812636165
1,80.28,81.2,89.93,92.99,92.54
0,55.28,62.19,62.79,60.74,69.66
0,54.7,69.09,56.1942100943784,67.81,66.17
1,30.23,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
1,48.88,37.9,46.05,56.8397948260481,58.9703812636165
1,49.53,32.59,38.23,50.65,58.9703812636165
1,62.69,68.94,35.45,68.24,58.9703812636165
0,62.21,68.82,56.1942100943784,56.8397948260481,58.9703812636165
1,54.65,41.57,56.1942100943784,56.8397948260481,58.9703812636165
0,50.53,50.91,56.1942100943784,56.8397948260481,58.9703812636165
0,44.82,58.29,56.1942100943784,56.8397948260481,58.9703812636165
1,66.62,74.68,71.67,82.12,76.05
0,53.41,58.54,56.1942100943784,56.8397948260481,58.9703812636165
0,33.15,34.6,56.1942100943784,56.8397948260481,58.9703812636165
0,47.52,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,45.6,49.56,56.1942100943784,56.8397948260481,58.9703812636165
1,44.2,42.19,38.57,48.56,29
0,51.67,56.91,56.1942100943784,56.8397948260481,58.9703812636165
1,45.14,30.07,56.1942100943784,56.8397948260481,58.9703812636165
0,54.07,51.43,56.1942100943784,56.8397948260481,58.9703812636165
0,48.17,61.28,56.1942100943784,56.8397948260481,58.9703812636165
1,47.37,58.1,56.1942100943784,56.8397948260481,58.9703812636165
1,41.73,41.45,56.1942100943784,56.8397948260481,58.9703812636165
0,52.44,53.53,50.15,47.11,58.9703812636165
0,61.86,67.59,56.1942100943784,56.8397948260481,58.9703812636165
0,39.68,42.99,56.1942100943784,56.8397948260481,58.9703812636165
1,31.78,36.8,56.1942100943784,56.8397948260481,58.9703812636165
0,51.66,52.22,56.1942100943784,56.8397948260481,58.9703812636165
0,48.85,57.71,56.1942100943784,56.8397948260481,58.9703812636165
0,39.96,40.88,38.98,50.96,52.97
1,38.75,51.38,51.4,40.16,40.67
0,61.37,63.49,56.1942100943784,56.8397948260481,58.9703812636165
1,57.09,52.86,56.1942100943784,56.8397948260481,58.9703812636165
0,63.91,59.53,56.1942100943784,56.8397948260481,58.9703812636165
0,51.76,53.55,65.24,53.69,58.9703812636165
0,58.48,54.59,56.1942100943784,56.8397948260481,58.9703812636165
1,38.74,22.84,56.1942100943784,56.8397948260481,58.9703812636165
1,66.16,64.26,71.58,79.56,79.69
0,65.14,66.14,67.55,57.18,69.43
0,62.2,63.45,56.1942100943784,56.8397948260481,58.9703812636165
1,63.05,60.95,56.1942100943784,56.8397948260481,58.9703812636165
1,65.25,70.69,56.1942100943784,56.8397948260481,58.9703812636165
0,45.11,55.65,61.1,64.62,62.85
1,50.5,49.82,56.1942100943784,56.8397948260481,58.9703812636165
1,55.01,44.29,56.1942100943784,56.8397948260481,58.9703812636165
1,41.36,42.06,56.1942100943784,56.8397948260481,58.9703812636165
1,68.66,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
1,65.25,63.18,40.45,51.94,52.25
1,50.82,66.44,56.1942100943784,56.8397948260481,58.9703812636165
1,52.81,43.28,56.1942100943784,56.8397948260481,58.9703812636165
1,58.52,60.26,64.57,62.83,78.4
0,59.17,73.58,56.1942100943784,56.8397948260481,58.9703812636165
1,50.37,65.74,56.1942100943784,56.8397948260481,58.9703812636165
0,50.3450864600325,59.01,44.72,60.99,56.13
1,58.67,64.08,56.1942100943784,56.8397948260481,58.9703812636165
1,56.79,57.41,56.1942100943784,56.8397948260481,58.9703812636165
0,49.19,62.87,55.98,52.47,58.9703812636165
0,51.43,41.79,56.1942100943784,56.8397948260481,58.9703812636165
0,62.11,59.18,69.28,72.93,70.53
1,60.54,65.02,56.1942100943784,56.8397948260481,58.9703812636165
0,62.38,60.91,56.1942100943784,56.8397948260481,58.9703812636165
0,62.85,54.91,56.1942100943784,56.8397948260481,58.9703812636165
1,73.44,63.79,55.88,71.26,68.22
1,62.23,66.56,56.1942100943784,56.8397948260481,58.9703812636165
1,64.59,56.85,56.1942100943784,56.8397948260481,58.9703812636165
1,59.12,59.82,51.2,65.91,65.1
1,60.56,58.84,56.1942100943784,56.8397948260481,58.9703812636165
0,55.46,51.04,56.1942100943784,56.8397948260481,58.9703812636165
0,47.76,45.41,49.09,48.34,31.32
1,54.35,48.95,56.1942100943784,56.8397948260481,58.9703812636165
0,64.66,73.67,56.1942100943784,56.8397948260481,58.9703812636165
0,48.07,58.73,56.1942100943784,56.8397948260481,58.9703812636165
1,55.85,56.44,56.1942100943784,56.8397948260481,58.9703812636165
0,52.91,62.59,50.78,47.09,65.42
0,56.49,60.76,56.1942100943784,56.8397948260481,58.9703812636165
1,54.49,36.71,56.1942100943784,56.8397948260481,58.9703812636165
1,55.74,50.35,56.1942100943784,56.8397948260481,58.9703812636165
1,56.13,50.3,47.69,65.76,49.23
1,73.59,68.11,77.85,80.26,84.23
1,65.09,60.99,70.58,66.14,79
1,69.16,63.41,66.05,69.46,64
1,53.34,44.2,52.78,54.56,57.11
1,54.56,54.89,58.79,59.6,66.38
1,50.47,61.27,56.1942100943784,62.97,52.71
1,61.59,61.3,65.94,65.9,74.36
0,51.88,52.56,61.2,60.89,54.79
0,66.87,38.55,71,65.39,69.93
0,55.47,50.97,62.28,61.17,70.47
0,55.17,61.33,55.3,59.58,67.18
1,33.5,48.76,50.53,56.8397948260481,58.9703812636165
1,73.85,76.1,76.55,82.04,87.11
0,41.03,46.38,43.47,49.56,58.9703812636165
0,51.54,49.66,56.1942100943784,56.8397948260481,58.9703812636165
1,52.65,52.56,63.32,60.79,58.9703812636165
1,63.95,69.52,64.9,66.52,73.02
0,50.94,55.46,58.48,59.37,60.69
0,57.36,50.07,60.09,66.43,58.9703812636165
0,55.8,61.68,58.42,67.92,68.94
1,51.39,54.51,56.33,52.79,63.42
1,40.13,44.54,56.1942100943784,56.8397948260481,58.9703812636165
1,53.03,30.9,56.1942100943784,56.8397948260481,58.9703812636165
0,49.85,51.01,65.51,61.99,67.28
0,56.32,59.57,55.64,59.18,62.41
1,65.26,47.41,68.44,73.81,58.9703812636165
1,52.36,46.9,45.2,54.37,60.06
1,52.8,57.66,53.44,57.04,62.32
1,64.68,67.15,72.35,74.42,87.4
1,61.57,62.7,62.5,76.86,77.51
0,42.86,30.47,57.33,42.28,43.14
1,64.99,66.18,68.62,75.54,79.38
1,49.98,55.99,57.36,63.41,59.57
0,43.42,41.16,58.16,62.27,37.96
1,41.03,35.5,42.38,56.04,58.9703812636165
1,54.83,50.78,44.55,42.37,61.17
1,58.05,40.4,50.83,57.42,57.47
1,76.54,66.54,74,79.23,90.98
0,61.32,63.75,66.78,65.6,73.46
1,52.92,39.42,38.96,52.47,58.9703812636165
1,57.63,54.61,59.03,64.89,68.99
0,70.02,63.99,84.24,82.32,81.61
0,60.36,52.42,57.26,58.36,56.09
0,58.12,44.15,61.53,58.28,65.74
1,47.43,46.25,61.64,33.69,40.46
0,38.23,45.28,51.81,44.77,48.13
1,57.89,41.1,65.58,60.57,58.9703812636165
0,41.01,63.89,43.43,48.02,50.74
0,39.51,39.23,31.82,33.89,32.31
1,55.09,63.23,58.24,63.92,74.52
1,44.9,41.07,34.55,39.59,47.5
0,41.63,46.6,54.77,56.8397948260481,58.9703812636165
0,48.87,43.65,56.74,57.14,58.42
0,57.01,63.89,71.24,68.84,79.63
0,62.21,60.26,65.41,68.22,72.98
1,47.09,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
1,53.62,54.98,66.77,66.73,69.2
1,35.81,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,37.94,35.82,36.53,38.94,43.78
0,60.8,68.48,64.99,74.64,74.16
0,41.06,33.77,52.71,49.83,46.66
0,43.52,31.23,55.17,40.27,58.9703812636165
0,56.15,55.31,58.68,62.37,58.9703812636165
0,38.66,35.01,56.1942100943784,56.8397948260481,58.9703812636165
1,54.59,47.01,56.01,59.91,60.18
0,44.35,52.2,58.41,62.68,61
1,50.53,41.8,38.64,34.2,58.9703812636165
1,37.04,41.31,32.2,27.01,62.56
1,61.26,64.57,67,63.33,71.1
0,46.78,52.0369003285871,49.19,55.24,58.9703812636165
1,33.98,52.0369003285871,41.84,56.8397948260481,58.9703812636165
0,46.61,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
1,58.39,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
1,60.95,56.24,67.18,69.73,77.32
0,53.63,75.03,70.75,70.68,72.88
1,30.8,35.33,35.91,56.8397948260481,58.9703812636165
0,41.21,43.63,49.49,47.99,58.9703812636165
0,58.83,54.66,55.87,60.75,74.49
0,52.08,54.8,63.47,56.8397948260481,58.9703812636165
0,49.09,51.51,56.14,61.6,62.61
1,46.13,44.48,60.96,60.82,61.3
1,65.15,54.38,69.21,70.97,58.9703812636165
1,52.18,50.68,60.63,48.37,64.14
1,60.26,54.37,40.36,66.4,70.15
0,52.56,58.57,61.26,67.52,67.83
0,48.7,39.76,61.55,55.56,58.9703812636165
0,58.35,68.18,64.48,71.99,70.63
0,34.22,35.56,43.39,46.48,58.9703812636165
0,69.18,56.13,69.61,71.46,73.88
0,52.95,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
1,41.23,20.93,56.1942100943784,56.8397948260481,58.9703812636165
0,58.95,63.95,67.77,65.82,70.93
1,56,52.0369003285871,71.14,56.8397948260481,41.95
1,61.83,63.31,70.19,70.45,58.9703812636165
0,65.33,72.01,73.67,80.76,58.9703812636165
0,44.32,52.0369003285871,56.1942100943784,56.8397948260481,58.9703812636165
0,58.86,67.68,63.51,67.67,70.31
0,68.83,66.5,73.17,69.12,76.76
0,54,46.33,57.23,64.94,55.33
1,49.45,33.38,50.2,42.52,26.78
0,42.53,48.83,44.12,59.62,64.74
1,51.58,59.1,58.37,64.92,58.9703812636165
0,46.35,49.86,50.79,49.11,44.94
0,51.43,57.25,58.22,67.88,56.97
1,53.9,52.0369003285871,49.54,49.13,67.76
1,45.61,52.0369003285871,30.8,67.67,67.5
1,43.34,34.16,30.15,78.15,35.41
1,47.28,52.0369003285871,33.41,51.16,52.61
0,42.46,48.56,50.85,55.74,62.42
0,43.04,45.9,45.25,59.53,41.56
0,48.09,48.27,52.62,62.13,59.25
1,49.69,60.04,60.04,59.2,59.58
1,57.32,58.23,60.04,65.72,55.86
1,59.28,69.97,65.89,70.8,65.48
1,47.06,58.54,34.97,78.15,38.79
0,68.12,50.78,62.8,67.88,67.87
1,36.65,43.95,31.78,41.68,31.71
1,31.95,39.14,37.2,40.64,38.84
1,42.79,39.66,25.11,56.8397948260481,57.11
1,47.57,35.97,33.92,37.15,35.49
0,47.36,35.66,33.03,42.44,47.2
0,56.17,60.11,54.6,59.52,65.59
1,47.85,44.03,25.33,33.96,42.87
0,38.66,34.53,32.64,40.78,64.52
1,43.88,31.69,41.16,78.15,36.84
1,53.99,31.41,31.24,35.73,32.83
1,40.56,25.59,37.7,70.98,38.89
1,57.53,58.4,64.05,70.67,68.58
1,58.34,34.18,40.53,71.84,75.71
1,56.03,55.46,49.88,70.98,58.9703812636165
1,73.39,72.11,71.21,72.49,76.52
1,40.92,44.42,30.9,78.15,44.17
1,53.21,56.74,52.13,54.01,52.61
0,51.7,20.48,56.1942100943784,56.8397948260481,58.9703812636165
1,59.96,41.42,35.58,51.82,65.29
1,62.2,43.31,56.1942100943784,62.32,60.19
0,57.7,57.21,47.58,65.99,61.28
1,48.05,25.82,33.82,44.04,21.78
1,64.88,49.76,45.99,70.74,60.67
0,50.68,54.32,53.49,63.01,63.98
0,51.1,52.0369003285871,59.18,48.63,58.9703812636165
0,48.64,31.44,31.47,56.8397948260481,58.9703812636165
0,49.71,23.88,34.87,78.15,58.67
1,40.77,33.78,34.52,53.58,43.95
0,52.72,49.36,35.02,42.44,51.29
1,47.63,64.53,55.49,42.44,66.16
0,46.32,54.77,59.52,56.8397948260481,56.08
1,48.33,42.64,35.48,37.32,38.37
0,42.84,52.87,45.03,43.14,47.04
1,64.14,45.97,50.19,42.85,48.02
1,60.12,44.51,32.66,33.47,51.86
0,55.01,52.0369003285871,67.13,68.3,67.72
1,63.08,56.82,62.73,63.17,76.93
0,43.04,62.05,58.02,64.11,61.49
0,53.08,66.16,51.81,65.4,57.19
1,68.02,67.36,66.04,68.5,75.39
1,45.21,44.38,53.86,37.78,29.29
0,62.43,57.32,61.25,65.25,65.4
0,48.43,43.51,49.66,44.29,55.17
1,53.14,64.6,64.79,56.8397948260481,63.22
0,37.58,52.0369003285871,39.1,78.15,49.7
0,42.88,56.91,60.76,60.38,58.9703812636165
0,46.68,48.29,56.46,50.63,50.87
0,55.33,59.91,63.59,65.55,70.32
