schoolid,newmetho,enthusia,cnsensus,cndition,encourag,momeduc,dadeduc,perteach,enjoy,importnt,mathscor
1,4,4,3.5,1.71,4,6,3,4,2,2.75,480.17
1,4,4,3.5,1.71,4,2,3,3.6,3.5,3.75,532.98
1,4,4,3.5,1.71,4,3,3,4,3.25,3.5,492.79
1,4,4,3.5,1.71,4,3,3,4,3.75,4,634.94
1,4,4,3.5,1.71,4,3,3,4,2,2.25,382.65
1,4,4,3.5,1.71,4,6,5,3,2.5,2.75,529.86
1,4,4,3.5,1.71,4,6,6,3,2,3,674.67
1,4,4,3.5,1.71,4,3,3,3,3.75,3,618.59
1,4,4,3.5,1.71,4,4,4,3,3,3,625.99
1,4,4,3.5,1.71,4,3,3,3.6,1.75,3,449.95
1,4,4,3.5,1.71,4,3,3,3,2.5,3,679.11
1,4,4,3.5,1.71,4,4,3,3,3.25,3.75,682.93
1,4,4,3.5,1.71,4,6,6,3.2,3,3,576.76
1,4,4,3.5,1.71,4,3,3,3,3,3.5,519.12
1,4,4,3.5,1.71,4,3,3,3.8,3.5,3.75,501.28
1,4,4,3.5,1.71,4,5,4,3,2.5,3,459.14
1,4,4,3.5,1.71,4,3,3,4,1.75,3.25,589.3
1,4,4,3.5,1.71,4,,,,,,444.18
1,4,4,3.5,1.71,4,6,6,4,2.5,3,599.58
1,4,4,3.5,1.71,4,6,6,1.4,1,2.5,524.8
1,4,4,3.5,1.71,4,3,3,4,2.75,2.5,521.45
1,4,4,3.5,1.71,4,3,3,3,2.25,2.75,466.38
1,4,4,3.5,1.71,4,6,3,3.8,1.75,3,593.27
1,4,4,3.5,1.71,4,4,5,3,2.75,3,312.07
1,4,4,3.5,1.71,4,3,3,3,2.75,3,480.71
1,4,4,3.5,1.71,4,3,3,3,2,2.75,615.08
1,4,4,3.5,1.71,4,3,3,3,3.75,4,576.91
1,4,4,3.5,1.71,4,5,6,3,3,3,612.67
2,3,3.25,3.5,1,3,6,6,3,2.75,3,573.02
2,3,3.25,3.5,1,3,2,2,2.8,1,1.5,555.18
2,3,3.25,3.5,1,3,3,3,2.4,1.25,3,385.29
2,3,3.25,3.5,1,3,6,3,1.8,1,1.5,419.18
2,3,3.25,3.5,1,3,3,2,3,3.5,3.5,501.2
2,3,3.25,3.5,1,3,3,3,1.8,1,1,552.38
2,3,3.25,3.5,1,3,6,6,2.2,1,1.75,469.89
2,3,3.25,3.5,1,3,3,3,1.8,1,2,577.85
2,3,3.25,3.5,1,3,4,3,3,1.25,3.5,552.77
2,3,3.25,3.5,1,3,4,4,3,1.25,3,411.08
2,3,3.25,3.5,1,3,3,3,3,2.5,3,529.86
2,3,3.25,3.5,1,3,2,3,2.8,2.25,3,436.55
2,3,3.25,3.5,1,3,3,3,3,1,1.5,522.08
2,3,3.25,3.5,1,3,3,3,2.6,1.5,2.25,402.43
2,3,3.25,3.5,1,3,5,6,3.2,2.75,3.25,526.9
2,3,3.25,3.5,1,3,3,3,3,1.75,3,525.35
2,3,3.25,3.5,1,3,3,3,3.2,3.75,4,533.76
2,3,3.25,3.5,1,3,6,6,2.4,2.75,4,446.91
2,3,3.25,3.5,1,3,3,3,2.6,1.5,3,415.05
2,3,3.25,3.5,1,3,5,4,1,2.5,2.75,425.8
2,3,3.25,3.5,1,3,3,3,3,1.75,3,440.6
2,3,3.25,3.5,1,3,3,3,2.6,1.5,3.75,508.99
2,3,3.25,3.5,1,3,4,3,2.4,1.5,3.25,444.1
2,3,3.25,3.5,1,3,3,3,3.2,1,1,491.15
2,3,3.25,3.5,1,3,4,4,3,2.5,3,644.6
2,3,3.25,3.5,1,3,6,3,3.4,1.25,1.25,427.82
3,3,4,3,2.71,3,3,3,4,2.25,2.75,508.52
3,3,4,3,2.71,3,3,3,3.8,3.75,4,412.17
3,3,4,3,2.71,3,5,5,2.6,1,2.25,432.89
3,3,4,3,2.71,3,3,1,3.4,2.5,3.75,323.6
3,3,4,3,2.71,3,4,4,3.8,2.5,3.5,416.45
3,3,4,3,2.71,3,3,2,4,3,3,347.2
3,3,4,3,2.71,3,3,3,1.8,2,2.5,370.49
3,3,4,3,2.71,3,6,4,1,1,2.5,263.16
3,3,4,3,2.71,3,3,3,3.6,,,545.13
3,3,4,3,2.71,3,6,3,2.4,2.25,3,403.13
3,3,4,3,2.71,3,3,3,3.2,3.5,4,482.74
3,3,4,3,2.71,3,4,5,2.2,2,2,385.68
3,3,4,3,2.71,3,3,,2.8,2,3,299.22
3,3,4,3,2.71,3,4,4,3.8,1.5,1,431.25
3,3,4,3,2.71,3,6,6,3.2,1,4,463.81
3,3,4,3,2.71,3,4,,2.6,1.75,2.5,283.1
3,3,4,3,2.71,3,6,3,3,3.25,3.75,487.72
3,3,4,3,2.71,3,4,3,3,2.75,3.75,478.07
3,3,4,3,2.71,3,4,2,3.6,2.5,2.25,416.14
3,3,4,3,2.71,3,3,2,4,2.25,3,550.9
3,3,4,3,2.71,3,5,3,4,2.75,3.25,495.9
3,3,4,3,2.71,3,3,3,3,2,2.5,321.11
3,3,4,3,2.71,3,,3,3.6,3.25,3.5,216.97
3,3,4,3,2.71,3,4,3,4,2.25,3,448.39
3,3,4,3,2.71,3,4,4,3,2.75,2.75,407.1
4,3,3,3,3,3,3,3,2.4,3,4,572.08
4,3,3,3,3,3,5,2,2.8,1.25,3,406.33
4,3,3,3,3,3,,,4,3.75,4,525.11
4,3,3,3,3,3,3,3,2.8,1,2.5,550.43
4,3,3,3,3,3,,,2.2,2,2.5,320.33
4,3,3,3,3,3,5,,4,2.5,3.5,451.43
4,3,3,3,3,3,3,3,2.6,2.5,3.5,579.72
4,3,3,3,3,3,3,3,3,1.75,2.5,675.14
4,3,3,3,3,3,3,3,2.8,1.5,2.75,434.76
4,3,3,3,3,3,6,6,3.8,2,2,526.67
4,3,3,3,3,3,3,3,3,1,2.75,475.03
4,3,3,3,3,3,5,6,3.2,2.5,2.75,554.4
4,3,3,3,3,3,1,2,3,2.75,3.75,415.59
4,3,3,3,3,3,2,3,3.2,3,3.5,618.2
4,3,3,3,3,3,3,3,3,2.5,3,365.98
4,3,3,3,3,3,6,6,3,1.75,3,470.2
4,3,3,3,3,3,4,3,3,3,3.75,430.08
4,3,3,3,3,3,3,,4,3.25,3.75,521.45
5,3,3,3.5,1.71,2,3,3,2.8,1.25,3,554.32
5,3,3,3.5,1.71,2,4,3,2,1,3,435.54
5,3,3,3.5,1.71,2,,,2.4,2.5,3,425.18
5,3,3,3.5,1.71,2,3,3,2.8,2,3,455.24
5,3,3,3.5,1.71,2,6,6,2.8,2,3,573.02
5,3,3,3.5,1.71,2,4,2,3,3,3,431.1
5,3,3,3.5,1.71,2,4,4,2.6,1,3,543.81
5,3,3,3.5,1.71,2,4,2,3.2,1.25,2.75,443.4
5,3,3,3.5,1.71,2,3,3,3,2,2.5,419.96
5,3,3,3.5,1.71,2,6,3,4,3.5,4,542.64
5,3,3,3.5,1.71,2,6,6,3.8,3.5,3.5,675.92
5,3,3,3.5,1.71,2,3,3,3,2,4,509.61
5,3,3,3.5,1.71,2,5,5,3.4,2.5,4,432.03
5,3,3,3.5,1.71,2,,,3,4,3,574.58
5,3,3,3.5,1.71,2,2,3,2.4,1.5,3,410.84
5,3,3,3.5,1.71,2,2,3,2.6,3,3.25,495.2
5,3,3,3.5,1.71,2,3,3,3,2,2.5,591.01
5,3,3,3.5,1.71,2,3,3,2.2,2,3,555.02
5,3,3,3.5,1.71,2,6,5,2.8,1.75,3.25,367.77
5,3,3,3.5,1.71,2,3,3,2.4,2.25,2.75,510.39
5,3,3,3.5,1.71,2,2,2,3,3,3,462.1
5,3,3,3.5,1.71,2,3,3,3,3,3.75,626.14
5,3,3,3.5,1.71,2,4,4,2.6,2.75,3.5,523.87
6,4,3,2.5,1.29,4,6,6,3.2,2,3,531.34
6,4,3,2.5,1.29,4,3,3,2.8,1.25,2.5,480.32
6,4,3,2.5,1.29,4,,,3,4,2.5,559
6,4,3,2.5,1.29,4,3,2,3.2,2,2,477.83
6,4,3,2.5,1.29,4,3,3,2.4,3,2.75,557.83
6,4,3,2.5,1.29,4,3,,3.4,1.25,2.5,513.04
6,4,3,2.5,1.29,4,4,3,3,1.75,1.75,566.01
6,4,3,2.5,1.29,4,6,3,2.8,2,3.5,569.98
6,4,3,2.5,1.29,4,3,3,3.4,2.5,3.75,548.25
6,4,3,2.5,1.29,4,3,3,2.8,1,2,494.81
6,4,3,2.5,1.29,4,3,2,3,2,3.25,528.23
6,4,3,2.5,1.29,4,6,4,3,1.25,2.5,472.15
6,4,3,2.5,1.29,4,4,4,2.8,2,3,471.13
6,4,3,2.5,1.29,4,6,6,3,2.5,2.25,673.58
6,4,3,2.5,1.29,4,5,4,3.25,2.25,3,463.81
6,4,3,2.5,1.29,4,4,4,4,2.25,3.5,429.38
6,4,3,2.5,1.29,4,6,2,2.8,2,2,613.68
6,4,3,2.5,1.29,4,5,5,2.4,2,2.25,498.16
6,4,3,2.5,1.29,4,3,2,2.8,2,2,474.72
6,4,3,2.5,1.29,4,3,3,3,2.25,3,629.18
6,4,3,2.5,1.29,4,5,6,3.2,1.25,2.75,363.56
6,4,3,2.5,1.29,4,5,2,3,3.25,4,548.09
6,4,3,2.5,1.29,4,5,5,3,2.25,3,515.22
6,4,3,2.5,1.29,4,3,3,3.2,1.75,3,495.59
6,4,3,2.5,1.29,4,3,3,2.8,2.25,3,624.04
6,4,3,2.5,1.29,4,3,3,2.8,2,3,466.38
6,4,3,2.5,1.29,4,3,3,4,2.25,2.75,488.58
7,4,3.5,3.5,2.43,3,4,1,2.8,1.25,3,574.65
7,4,3.5,3.5,2.43,3,3,3,3.2,3.75,4,585.32
7,4,3.5,3.5,2.43,3,6,3,3,3,3.5,634.63
7,4,3.5,3.5,2.43,3,6,6,2.8,2,4,501.43
7,4,3.5,3.5,2.43,3,6,6,3,1.75,3,607.29
7,4,3.5,3.5,2.43,3,3,3,3,1.25,2.75,519.35
7,4,3.5,3.5,2.43,3,3,3,2.4,2,2,489.36
8,4,3.75,3.5,2.29,3,4,3,3,3,3,563.51
8,4,3.75,3.5,2.29,3,4,,3.2,3,3.5,363.33
8,4,3.75,3.5,2.29,3,3,,3.4,3.5,4,451.66
8,4,3.75,3.5,2.29,3,3,3,3,3,3.75,440.68
8,4,3.75,3.5,2.29,3,3,3,2.6,2.75,3.25,419.64
8,4,3.75,3.5,2.29,3,3,3,3,2.5,4,631.44
8,4,3.75,3.5,2.29,3,4,4,3,2.25,3,349.15
8,4,3.75,3.5,2.29,3,3,3,2.8,2.25,3.25,401.73
8,4,3.75,3.5,2.29,3,4,4,2.8,1.75,2.5,343.93
8,4,3.75,3.5,2.29,3,6,3,3.2,1.5,3.25,591.01
8,4,3.75,3.5,2.29,3,2,2,3,2.25,2.75,460.23
8,4,3.75,3.5,2.29,3,2,2,3.6,1.75,3.75,313.24
8,4,3.75,3.5,2.29,3,6,6,2.2,1.75,2.5,441.84
8,4,3.75,3.5,2.29,3,3,3,3,2,2.25,397.37
8,4,3.75,3.5,2.29,3,4,4,2.6,1,2.25,471.91
8,4,3.75,3.5,2.29,3,4,4,4,3.75,4,438.26
8,4,3.75,3.5,2.29,3,4,3,2.8,2.25,2.75,443.4
8,4,3.75,3.5,2.29,3,3,3,3.4,1.5,4,473.31
8,4,3.75,3.5,2.29,3,5,5,2.6,1.75,2.5,448.39
8,4,3.75,3.5,2.29,3,3,3,3,2,3.25,422.53
8,4,3.75,3.5,2.29,3,6,3,3,3,3,359.2
8,4,3.75,3.5,2.29,3,6,4,3,3.5,3.75,551.21
8,4,3.75,3.5,2.29,3,6,3,3.4,4,3.75,348.37
8,4,3.75,3.5,2.29,3,3,,4,4,4,385.14
8,4,3.75,3.5,2.29,3,5,3,3,3,3,559.39
8,4,3.75,3.5,2.29,3,3,3,3.8,4,4,400.09
9,4,3.5,2.5,1.14,2,3,3,2.2,2,2.25,440.75
9,4,3.5,2.5,1.14,2,5,2,3.2,3.5,3.25,453.14
9,4,3.5,2.5,1.14,2,6,4,1.8,1,2.75,596.31
9,4,3.5,2.5,1.14,2,3,3,3.4,4,4,555.88
9,4,3.5,2.5,1.14,2,3,3,3,2.75,2.75,680.12
9,4,3.5,2.5,1.14,2,6,3,3.6,3.5,4,593.27
9,4,3.5,2.5,1.14,2,3,3,2,1,1,539.52
9,4,3.5,2.5,1.14,2,3,3,3.6,3.5,3,661.74
9,4,3.5,2.5,1.14,2,5,5,3,3,3,460.54
9,4,3.5,2.5,1.14,2,5,6,3.2,2.75,3,404.07
9,4,3.5,2.5,1.14,2,3,3,3,2.25,2.75,552.14
9,4,3.5,2.5,1.14,2,3,3,2.8,1.5,2.75,515.38
9,4,3.5,2.5,1.14,2,6,5,2.8,2.33,2.67,456.96
9,4,3.5,2.5,1.14,2,3,,4,1.5,2.75,492.4
9,4,3.5,2.5,1.14,2,6,2,3.2,2,3,415.52
9,4,3.5,2.5,1.14,2,3,3,3.4,1.75,2.25,614.3
9,4,3.5,2.5,1.14,2,3,3,3,2.25,3.25,545.6
9,4,3.5,2.5,1.14,2,4,3,3.6,3,3.5,603.08
9,4,3.5,2.5,1.14,2,3,3,3,2,3,471.76
9,4,3.5,2.5,1.14,2,4,4,4,1.75,3.75,502.99
9,4,3.5,2.5,1.14,2,3,3,3,1.5,2.5,476.9
9,4,3.5,2.5,1.14,2,3,3,3.4,2,3,425.49
9,4,3.5,2.5,1.14,2,3,3,3.4,2,2.75,577.3
10,4,4,3.5,1.29,3,5,4,2.4,2.75,3,362.7
10,4,4,3.5,1.29,3,2,3,3.2,1.75,3,503.07
10,4,4,3.5,1.29,3,5,3,2.6,1.25,3.25,435.61
10,4,4,3.5,1.29,3,3,3,1.2,2.75,3.25,543.81
10,4,4,3.5,1.29,3,4,4,2.2,1,2.75,372.67
10,4,4,3.5,1.29,3,4,3,2.8,1.25,3.5,378.75
10,4,4,3.5,1.29,3,3,3,3,1.75,3,458.59
10,4,4,3.5,1.29,3,5,5,2.6,2.25,4,538.9
10,4,4,3.5,1.29,3,4,4,2.2,1,2.75,484.14
10,4,4,3.5,1.29,3,6,3,3,3,3,451.5
10,4,4,3.5,1.29,3,2,3,2.8,3.75,4,633.39
10,4,4,3.5,1.29,3,3,3,3.2,3,4,599.5
10,4,4,3.5,1.29,3,,,,,,356.86
10,4,4,3.5,1.29,3,2,3,2.4,2,4,371.19
10,4,4,3.5,1.29,3,3,3,3,2,4,463.65
10,4,4,3.5,1.29,3,,,,,,546.53
10,4,4,3.5,1.29,3,5,6,3.2,1,1,294.16
10,4,4,3.5,1.29,3,3,3,3.2,3,3.75,443.32
10,4,4,3.5,1.29,3,3,3,3,2.5,3.25,561.33
10,4,4,3.5,1.29,3,3,3,3,2,2.75,563.75
10,4,4,3.5,1.29,3,2,2,2,2.5,3,544.2
10,4,4,3.5,1.29,3,2,3,4,,3,352.42
10,4,4,3.5,1.29,3,2,,1.8,2.25,3,348.53
10,4,4,3.5,1.29,3,3,3,2.8,2,3.25,422.76
11,4,4,4,2.29,4,3,,2,3.75,4,393.78
11,4,4,4,2.29,4,3,2,2.2,2.5,3.25,376.88
11,4,4,4,2.29,4,4,6,1.4,1.5,3.25,377.5
11,4,4,4,2.29,4,5,6,3,3,4,366.21
11,4,4,4,2.29,4,6,3,3,3,3,396.04
11,4,4,4,2.29,4,4,4,2.8,3.25,3.25,300.47
11,4,4,4,2.29,4,4,2,3.2,2.25,3.25,461.79
11,4,4,4,2.29,4,2,3,3,3,2.75,379.69
11,4,4,4,2.29,4,5,,2.2,4,4,441.46
11,4,4,4,2.29,4,6,3,3,2.5,4,328.12
11,4,4,4,2.29,4,3,3,2.2,4,4,414.97
11,4,4,4,2.29,4,3,,2.4,3,3.5,373.22
11,4,4,4,2.29,4,3,,3.6,4,4,428.14
11,4,4,4,2.29,4,2,3,3,2.5,3.75,311.22
11,4,4,4,2.29,4,,2,1,3,3,520.05
11,4,4,4,2.29,4,3,2,3,2.75,3.25,441.84
11,4,4,4,2.29,4,3,,2.8,1.25,2,357.25
11,4,4,4,2.29,4,3,,2.8,2,2.25,324.93
11,4,4,4,2.29,4,,,,,,414.97
12,3,3,3,3.29,3,3,2,2.8,2.75,3,336.22
12,3,3,3,3.29,3,4,3,1.8,2.5,3.5,464.04
12,3,3,3,3.29,3,,,2.6,3.75,3.25,608.07
12,3,3,3,3.29,3,3,3,2.4,1.5,3.75,392.15
12,3,3,3,3.29,3,6,,2.4,1.75,3,387.55
12,3,3,3,3.29,3,3,3,2.6,3,3.25,302.41
12,3,3,3,3.29,3,3,3,3,2,3,396.98
12,3,3,3,3.29,3,6,3,3.2,2.5,3,356.47
12,3,3,3,3.29,3,3,3,3,2.75,3,334.04
12,3,3,3,3.29,3,3,2,3.6,2.75,4,522.46
12,3,3,3,3.29,3,3,2,2,2.75,2.75,336.61
12,3,3,3,3.29,3,,,3,2.75,3,463.27
12,3,3,3,3.29,3,3,3,3.4,4,4,387.32
12,3,3,3,3.29,3,3,3,1.2,1.33,2.5,495.98
13,4,4,3,1.71,4,6,6,2.8,2.25,3.5,605.34
13,4,4,3,1.71,4,3,3,3.4,3,3.5,498.63
13,4,4,3,1.71,4,3,3,2.8,2.5,3,495.28
13,4,4,3,1.71,4,5,6,3.4,1.25,3.75,510
13,4,4,3,1.71,4,4,4,2.6,3.25,3,492.63
13,4,4,3,1.71,4,3,3,3.2,2.25,2.75,414.89
13,4,4,3,1.71,4,3,3,3,2,3,423.46
13,4,4,3,1.71,4,5,5,3.2,4,3.75,450.33
13,4,4,3,1.71,4,3,3,2.8,1,2,282.16
13,4,4,3,1.71,4,4,4,3,1.75,2.75,579.64
13,4,4,3,1.71,4,3,3,2.8,2.25,4,500.97
13,4,4,3,1.71,4,6,6,3,2.75,3,564.14
13,4,4,3,1.71,4,4,2,3,2.75,4,433.28
13,4,4,3,1.71,4,3,3,1.6,1.75,1.75,529.86
13,4,4,3,1.71,4,3,3,2.4,3,3.75,566.16
13,4,4,3,1.71,4,6,3,3,1.5,1.5,510
13,4,4,3,1.71,4,4,3,2,2.5,2.75,560.55
13,4,4,3,1.71,4,3,3,2.4,1.5,2.75,485.78
13,4,4,3,1.71,4,6,3,3.8,4,4,548.87
13,4,4,3,1.71,4,6,3,2.8,3,3.75,605.81
13,4,4,3,1.71,4,4,3,3,2,4,562.89
13,4,4,3,1.71,4,3,3,3,2.5,3,388.33
13,4,4,3,1.71,4,3,3,3,1.75,2.5,634.94
13,4,4,3,1.71,4,3,2,2.4,3.5,3.25,568.5
13,4,4,3,1.71,4,6,6,3,2.5,3,614.15
14,4,3.25,4,1.43,3,,,2.8,3.75,4,541.16
14,4,3.25,4,1.43,3,6,3,4,4,4,505.17
14,4,3.25,4,1.43,3,1,1,4,2.5,3,351.1
14,4,3.25,4,1.43,3,4,4,3.6,2.75,1.75,528.62
14,4,3.25,4,1.43,3,5,,3,2.75,2.75,552.06
14,4,3.25,4,1.43,3,5,3,3.4,2,3,405.39
14,4,3.25,4,1.43,3,5,4,2.8,2,3,477.68
14,4,3.25,4,1.43,3,4,4,3.6,3.75,3.75,304.91
14,4,3.25,4,1.43,3,,,2.6,2.75,2.75,320.64
14,4,3.25,4,1.43,3,3,3,2.8,2,2.25,444.57
14,4,3.25,4,1.43,3,3,3,2.6,3.75,3.5,424.32
14,4,3.25,4,1.43,3,3,3,2.6,2.5,3,420.35
14,4,3.25,4,1.43,3,2,3,3,2,3.25,375.63
14,4,3.25,4,1.43,3,2,2,2.4,1.5,3,473.31
14,4,3.25,4,1.43,3,,3,2.8,2.25,2,406.95
14,4,3.25,4,1.43,3,5,3,3.2,2.5,3.5,382.96
14,4,3.25,4,1.43,3,3,3,2,3.5,3.75,555.88
14,4,3.25,4,1.43,3,3,3,3,2.25,3,417.62
14,4,3.25,4,1.43,3,3,3,3,3,3.75,442.08
14,4,3.25,4,1.43,3,3,3,2.8,1,3.25,494.27
14,4,3.25,4,1.43,3,3,3,3,1.75,2.75,461.24
14,4,3.25,4,1.43,3,4,4,2.6,2,3,542.25
14,4,3.25,4,1.43,3,3,3,2.8,3,3,534.23
14,4,3.25,4,1.43,3,3,3,3,1.25,3.5,505.64
14,4,3.25,4,1.43,3,4,4,2.4,1.75,2.75,386.54
14,4,3.25,4,1.43,3,3,3,3.2,1.5,4,556.04
159,9999.009,9999.009,9999.009,9999.009,9999,6,,2.8,2.25,3.25,461.71
159,9999.009,9999.009,9999.009,9999.009,9999,2,,3,3,3,515.77
159,9999.009,9999.009,9999.009,9999.009,9999,1,1,3.2,2.25,2.75,415.83
159,9999.009,9999.009,9999.009,9999.009,9999,2,2,4,3.75,3.25,312.07
159,9999.009,9999.009,9999.009,9999.009,9999,2,3,2.8,3,3.5,426.42
159,9999.009,9999.009,9999.009,9999.009,9999,2,3,3.4,2.25,2,384.9
159,9999.009,9999.009,9999.009,9999.009,9999,1,1,2.4,1.75,3,576.91
159,9999.009,9999.009,9999.009,9999.009,9999,6,2,2.6,3.25,3,519.89
159,9999.009,9999.009,9999.009,9999.009,9999,3,3,3.4,1,1.75,400.56
159,9999.009,9999.009,9999.009,9999.009,9999,3,3,3,4,2,602.31
159,9999.009,9999.009,9999.009,9999.009,9999,3,2,3,3,3,509.14
159,9999.009,9999.009,9999.009,9999.009,9999,,,3.4,1.5,3.5,301.09
159,9999.009,9999.009,9999.009,9999.009,9999,2,2,2,1,3,462.41
159,9999.009,9999.009,9999.009,9999.009,9999,2,1,2.8,2,3,460.93
159,9999.009,9999.009,9999.009,9999.009,9999,3,1,2.6,2,3,505.33
159,9999.009,9999.009,9999.009,9999.009,9999,2,2,3.4,3,3.75,471.37
159,9999.009,9999.009,9999.009,9999.009,9999,,,2.4,2,2.25,533.14
159,9999.009,9999.009,9999.009,9999.009,9999,2,2,2.5,2.33,3,375.01
159,9999.009,9999.009,9999.009,9999.009,9999,2,2,2.8,3,4,457.35
159,9999.009,9999.009,9999.009,9999.009,9999,5,5,2.8,3.25,3.25,414.58
159,9999.009,9999.009,9999.009,9999.009,9999,,,2.2,2.25,3,406.33
159,9999.009,9999.009,9999.009,9999.009,9999,2,2,2.6,3.75,4,386.07
16,2,3.25,4,1.86,2,2,2,2,1.5,2,347.13
16,2,3.25,4,1.86,2,6,6,1.8,1,3.25,452.36
16,2,3.25,4,1.86,2,6,,3,3,3,450.72
16,2,3.25,4,1.86,2,3,3,2.8,3,4,489.36
16,2,3.25,4,1.86,2,3,3,1,1,1.75,536.8
16,2,3.25,4,1.86,2,3,3,2.8,2.25,4,634.55
16,2,3.25,4,1.86,2,3,3,2.8,2,2.25,509.07
16,2,3.25,4,1.86,2,1,,3.2,4,4,537.11
16,2,3.25,4,1.86,2,4,5,1.6,1.25,2.5,538.12
16,2,3.25,4,1.86,2,3,3,3,2.5,3,305.53
16,2,3.25,4,1.86,2,1,1,2.4,1.25,2,251.39
16,2,3.25,4,1.86,2,3,3,3,2.5,2.25,543.03
16,2,3.25,4,1.86,2,3,3,3.6,3.75,3.25,314.41
16,2,3.25,4,1.86,2,4,,4,2.25,2.5,293.07
16,2,3.25,4,1.86,2,2,2,2.4,1.75,3.75,375.25
16,2,3.25,4,1.86,2,3,3,2.2,3,3.5,568.34
16,2,3.25,4,1.86,2,4,4,1.6,2.25,2,383.35
16,2,3.25,4,1.86,2,6,3,2.2,1,2,405.39
16,2,3.25,4,1.86,2,3,2,2.6,1,3,361.22
16,2,3.25,4,1.86,2,,,1.6,2,2,326.48
16,2,3.25,4,1.86,2,6,4,2.8,2.5,4,525.97
16,2,3.25,4,1.86,2,1,3,3.2,3,3,407.88
16,2,3.25,4,1.86,2,5,3,2.8,1,3,570.29
16,2,3.25,4,1.86,2,3,3,3,2.5,3,305.69
16,2,3.25,4,1.86,2,6,6,2.5,2,2,230.13
179,9999.009,9999.009,9999.009,9999.009,9999,,,2.8,2.5,3,428.21
179,9999.009,9999.009,9999.009,9999.009,9999,6,1,3,3,3.5,502.52
179,9999.009,9999.009,9999.009,9999.009,9999,4,4,3.4,1.25,2.67,431.25
179,9999.009,9999.009,9999.009,9999.009,9999,3,3,3.6,3.25,4,446.91
179,9999.009,9999.009,9999.009,9999.009,9999,3,3,3,2.25,4,613.37
179,9999.009,9999.009,9999.009,9999.009,9999,6,,2.2,2,3.5,444.42
179,9999.009,9999.009,9999.009,9999.009,9999,3,3,2.4,2.5,2.75,492.86
179,9999.009,9999.009,9999.009,9999.009,9999,5,4,2,1,1.75,415.83
179,9999.009,9999.009,9999.009,9999.009,9999,5,3,2.8,4,4,621.93
179,9999.009,9999.009,9999.009,9999.009,9999,3,3,2.6,1.25,3.25,541.86
179,9999.009,9999.009,9999.009,9999.009,9999,,,2.8,3,3,421.12
179,9999.009,9999.009,9999.009,9999.009,9999,4,4,2.4,2.5,3,455.01
179,9999.009,9999.009,9999.009,9999.009,9999,3,3,3,2.75,3,564.37
179,9999.009,9999.009,9999.009,9999.009,9999,4,3,3.6,1.5,2.5,443.71
179,9999.009,9999.009,9999.009,9999.009,9999,6,3,2.8,2.25,3,411.62
179,9999.009,9999.009,9999.009,9999.009,9999,5,5,2.6,2.25,3.5,550.9
179,9999.009,9999.009,9999.009,9999.009,9999,3,3,3.2,4,4,502.13
179,9999.009,9999.009,9999.009,9999.009,9999,3,3,2.4,2.25,2.75,538.67
179,9999.009,9999.009,9999.009,9999.009,9999,3,,3.8,2.25,3.25,432.11
179,9999.009,9999.009,9999.009,9999.009,9999,4,4,3.2,3.25,3.25,504.86
179,9999.009,9999.009,9999.009,9999.009,9999,3,3,2.2,3,3.75,466.3
179,9999.009,9999.009,9999.009,9999.009,9999,3,3,2.8,3,3.75,459.92
179,9999.009,9999.009,9999.009,9999.009,9999,6,,3,2.75,3.5,455.87
179,9999.009,9999.009,9999.009,9999.009,9999,,,2.6,2.5,3,563.83
179,9999.009,9999.009,9999.009,9999.009,9999,6,3,2.8,2.5,2.75,412.17
179,9999.009,9999.009,9999.009,9999.009,9999,6,3,3,2.25,2.5,383.42
179,9999.009,9999.009,9999.009,9999.009,9999,,,3,1.75,2.75,505.64
18,4,4,3,2.71,3,3,3,3,1.5,2.5,358.65
18,4,4,3,2.71,3,4,2,3,2.75,3,426.19
18,4,4,3,2.71,3,3,3,2.8,1.75,2.25,493.57
18,4,4,3,2.71,3,3,3,3,2,3,515.77
18,4,4,3,2.71,3,3,3,3,3,3,568.19
18,4,4,3,2.71,3,,,1,2.25,1,304.21
18,4,4,3,2.71,3,4,3,2.6,2.5,3,460.69
18,4,4,3,2.71,3,5,5,2.6,2.5,3.75,321.42
18,4,4,3,2.71,3,3,3,3,1.75,3,388.1
18,4,4,3,2.71,3,5,5,2.8,2.5,3,413.02
18,4,4,3,2.71,3,,,3.2,1.75,3,511.95
18,4,4,3,2.71,3,4,4,3,3,3,341.67
18,4,4,3,2.71,3,5,4,3.4,3.5,3.5,479.16
18,4,4,3,2.71,3,,,1.8,4,4,355.85
18,4,4,3,2.71,3,6,,2.8,1,3,479.16
18,4,4,3,2.71,3,3,3,4,2.75,3.75,520.13
18,4,4,3,2.71,3,3,3,3,3.75,3.75,394.56
18,4,4,3,2.71,3,3,3,3,2,3.25,520.98
18,4,4,3,2.71,3,6,6,3,2,3,547.16
18,4,4,3,2.71,3,4,2,2.6,2.75,4,554.79
18,4,4,3,2.71,3,3,3,2.4,2,3,583.22
18,4,4,3,2.71,3,6,3,2,3.25,3.25,565.85
18,4,4,3,2.71,3,5,6,1.4,3,3.25,492.01
18,4,4,3,2.71,3,3,3,2.2,2.25,3,352.58
18,4,4,3,2.71,3,4,4,3,2.5,3,400.56
18,4,4,3,2.71,3,3,3,2,4,4,508.37
18,4,4,3,2.71,3,2,1,2.6,2.5,3,372.91
18,4,4,3,2.71,3,3,3,3.6,1.25,2.75,456.25
