schoolid,newmetho,enthusia,cnsensus,cndition,encourag,momeduc,dadeduc,perteach,enjoy,importnt,mathscor
66,2,3,3,1.29,2,,,2.6,2.75,3.5,527.06
66,2,3,3,1.29,2,6,3,3,2.25,3,561.18
66,2,3,3,1.29,2,6,6,2.6,2.75,2.75,471.44
66,2,3,3,1.29,2,5,3,3.2,2.5,2.5,654.42
66,2,3,3,1.29,2,6,6,2.8,3.5,4,498.32
66,2,3,3,1.29,2,3,3,2.8,2,3,436
66,2,3,3,1.29,2,4,1,2.6,2.75,3.5,389.81
66,2,3,3,1.29,2,3,3,3.2,4,4,595.61
66,2,3,3,1.29,2,3,3,2,1,1,439.12
66,2,3,3,1.29,2,6,6,2.2,2.5,3.25,498.71
66,2,3,3,1.29,2,6,5,3.4,2,4,444.34
66,2,3,3,1.29,2,6,4,3,3,2.75,260.51
66,2,3,3,1.29,2,6,3,3.4,4,3.5,475.65
66,2,3,3,1.29,2,3,3,3,2,2.25,528.54
66,2,3,3,1.29,2,3,,2.8,2.25,3,555.49
66,2,3,3,1.29,2,6,4,3.6,1.75,3.25,598.1
66,2,3,3,1.29,2,,,2.8,1.75,3.5,368.94
67,4,3.5,3.5,2,4,3,3,1.6,1,2.25,255.99
67,4,3.5,3.5,2,4,6,4,3.8,2.5,4,322.67
67,4,3.5,3.5,2,4,,,2,2.5,3,338.95
67,4,3.5,3.5,2,4,3,3,2.4,3.75,3.25,413.72
67,4,3.5,3.5,2,4,,,,,,222.42
67,4,3.5,3.5,2,4,6,5,3.2,2.25,3.75,344.01
67,4,3.5,3.5,2,4,2,3,2.2,1,1,436.78
67,4,3.5,3.5,2,4,4,,2.6,1,2.25,392.15
67,4,3.5,3.5,2,4,3,3,2.4,1.75,3,417.31
67,4,3.5,3.5,2,4,6,,3.2,2.5,3.75,352.58
67,4,3.5,3.5,2,4,4,4,2.2,1.5,3,394.25
67,4,3.5,3.5,2,4,,,3.2,1.5,3.25,375.32
67,4,3.5,3.5,2,4,2,,2.4,2.25,3.5,177.4
67,4,3.5,3.5,2,4,3,2,1.8,2.75,3.75,391.37
67,4,3.5,3.5,2,4,5,3,2.8,2.25,3,286.37
67,4,3.5,3.5,2,4,3,2,2.6,2.75,3,329.21
67,4,3.5,3.5,2,4,3,3,3,3.75,4,413.34
67,4,3.5,3.5,2,4,3,3,3,2,2,396.35
67,4,3.5,3.5,2,4,3,3,4,4,4,404.14
67,4,3.5,3.5,2,4,3,3,2.4,1.5,2.75,367.77
67,4,3.5,3.5,2,4,,,2.4,2.5,2.75,298.75
67,4,3.5,3.5,2,4,4,3,3,2.75,4,299.45
68,3,3.75,4,1,4,5,4,3,2,3,618.97
68,3,3.75,4,1,4,4,3,2.8,2.5,3,596.39
68,3,3.75,4,1,4,3,3,3.2,3.25,4,596.07
68,3,3.75,4,1,4,2,3,3.4,3,3,486.71
68,3,3.75,4,1,4,6,3,4,3.5,4,638.14
68,3,3.75,4,1,4,3,3,4,2.75,2.75,485.85
68,3,3.75,4,1,4,5,6,3,1.25,3,472.92
68,3,3.75,4,1,4,3,3,2.8,2.25,3,567.64
68,3,3.75,4,1,4,4,4,3.6,2.75,4,526.13
68,3,3.75,4,1,4,6,6,4,2.75,4,653.33
68,3,3.75,4,1,4,6,6,2.8,2.5,3,580.88
68,3,3.75,4,1,4,5,5,3.4,2,3,479.23
68,3,3.75,4,1,4,3,3,3.2,2.25,3,522.85
68,3,3.75,4,1,4,5,6,3.2,3,4,521.61
68,3,3.75,4,1,4,6,6,3.6,2.25,3,561.18
68,3,3.75,4,1,4,6,6,3.8,2,2.75,593.66
68,3,3.75,4,1,4,4,4,3.2,3,4,557.36
68,3,3.75,4,1,4,3,3,3.4,3,4,533.68
69,3,3.5,3.5,1,3,4,3,3.4,3.5,2.75,577.77
69,3,3.5,3.5,1,3,6,3,3,1.75,3,553.93
69,3,3.5,3.5,1,3,4,3,2.8,2.75,3,528.23
69,3,3.5,3.5,1,3,3,3,3,3,3,436
69,3,3.5,3.5,1,3,2,3,2.2,1.25,3,473.47
69,3,3.5,3.5,1,3,4,3,2.8,1.75,3,463.27
69,3,3.5,3.5,1,3,4,5,2.8,2.25,3,483.05
69,3,3.5,3.5,1,3,6,6,3.4,2.25,3,608.07
69,3,3.5,3.5,1,3,6,6,3,1.25,2,526.13
69,3,3.5,3.5,1,3,6,4,3,2.25,3,553.39
69,3,3.5,3.5,1,3,6,6,3,2,2,321.34
69,3,3.5,3.5,1,3,6,6,3,2.75,3,568.34
69,3,3.5,3.5,1,3,3,2,2.6,3,3.75,420.35
69,3,3.5,3.5,1,3,3,3,1.2,1,1,514.52
69,3,3.5,3.5,1,3,3,3,3,2.25,3,384.2
69,3,3.5,3.5,1,3,6,3,4,3,4,497.93
69,3,3.5,3.5,1,3,4,5,3,2,3.5,542.48
69,3,3.5,3.5,1,3,3,3,3.2,1.5,2.5,487.72
70,3,3,3,2,3,4,5,2.4,2.25,2.75,616.56
70,3,3,3,2,3,3,3,2.4,2.5,3,560.4
70,3,3,3,2,3,3,3,2.4,1,1,396.04
70,3,3,3,2,3,4,5,2.6,1,3,327.26
70,3,3,3,2,3,3,3,2.8,1,2,547.47
70,3,3,3,2,3,3,2,2.6,1,2.25,587.82
70,3,3,3,2,3,3,3,3.2,2,3,412.63
70,3,3,3,2,3,6,3,2.8,1,2,428.91
70,3,3,3,2,3,6,,2.8,1.25,1.25,457.73
70,3,3,3,2,3,4,3,3.4,4,4,633.46
70,3,3,3,2,3,3,3,2.6,2.25,3,355.07
70,3,3,3,2,3,3,3,2.4,2,2.75,480.17
70,3,3,3,2,3,3,3,3,2,3,529.09
70,3,3,3,2,3,4,3,3,1.75,2.75,518.1
70,3,3,3,2,3,3,3,2.6,1,3,431.33
70,3,3,3,2,3,3,3,3,1.5,2.25,597.09
70,3,3,3,2,3,6,,1.2,1,3,391.91
70,3,3,3,2,3,5,6,3,2,3,479.55
70,3,3,3,2,3,1,3,2.4,3,3.5,485.08
70,3,3,3,2,3,4,6,2.2,1,1,388.25
71,2,2.75,3,1.71,3,6,5,2.2,1,3.75,423.93
71,2,2.75,3,1.71,3,4,3,3,2,2.75,507.51
71,2,2.75,3,1.71,3,3,3,3,2,3,427.98
71,2,2.75,3,1.71,3,3,,3,1.75,3,513.43
71,2,2.75,3,1.71,3,4,4,3.2,2.25,3.75,363.17
71,2,2.75,3,1.71,3,3,3,3.2,1.75,2.25,442.16
71,2,2.75,3,1.71,3,6,6,3,2.75,3,610.41
71,2,2.75,3,1.71,3,3,3,3,2,3,488.89
71,2,2.75,3,1.71,3,3,3,3.4,3.5,3.5,593.27
71,2,2.75,3,1.71,3,5,5,1.8,2.5,2.5,356.32
71,2,2.75,3,1.71,3,3,3,3,1.5,2.25,530.18
71,2,2.75,3,1.71,3,3,3,3,2,3,519.66
71,2,2.75,3,1.71,3,3,3,3.2,2.75,3,444.42
72,4,3.25,3.5,1.43,4,3,3,3.6,4,4,534.46
72,4,3.25,3.5,1.43,4,,,2.25,3.75,4,430.32
72,4,3.25,3.5,1.43,4,3,3,2.8,2.75,3.25,391.68
72,4,3.25,3.5,1.43,4,4,3,3,4,4,421.83
72,4,3.25,3.5,1.43,4,4,4,3,2.75,4,319.71
72,4,3.25,3.5,1.43,4,3,3,3.6,3,4,485.62
72,4,3.25,3.5,1.43,4,3,3,3,4,4,412.95
72,4,3.25,3.5,1.43,4,3,3,3,3.25,3.25,292.6
73,4,3.5,3.5,1,4,3,,3.4,3.25,4,430.94
73,4,3.5,3.5,1,4,5,4,3,2.5,3,321.5
73,4,3.5,3.5,1,4,,3,3,2.25,3,418.79
73,4,3.5,3.5,1,4,2,,3,2.25,3,396.67
73,4,3.5,3.5,1,4,2,2,2.8,2,2,286.37
73,4,3.5,3.5,1,4,3,,2.6,1,1,262.07
73,4,3.5,3.5,1,4,4,3,3,2.25,2.75,367.77
73,4,3.5,3.5,1,4,2,3,3,2.5,3,353.75
73,4,3.5,3.5,1,4,6,,3.4,1,1.5,283.33
73,4,3.5,3.5,1,4,5,,3.8,3.75,3.25,376.8
73,4,3.5,3.5,1,4,3,,2.2,1,1,429.69
73,4,3.5,3.5,1,4,6,2,3.4,2.75,3,292.29
73,4,3.5,3.5,1,4,5,,3.6,3.75,4,417.07
73,4,3.5,3.5,1,4,3,3,3,1.5,2.5,316.75
73,4,3.5,3.5,1,4,,3,2.6,3,3.75,344.79
73,4,3.5,3.5,1,4,3,3,3.6,3,,283.1
73,4,3.5,3.5,1,4,4,5,2.2,4,4,324.61
74,4,4,4,1.86,2,4,4,2.4,3,3,443.32
74,4,4,4,1.86,2,3,3,3,3.25,2.75,552.77
74,4,4,4,1.86,2,3,,2.2,3,4,432.42
74,4,4,4,1.86,2,3,3,3,2.5,3,355.07
74,4,4,4,1.86,2,3,,2,2.75,3,483.52
74,4,4,4,1.86,2,3,,2,2,2.75,396.04
74,4,4,4,1.86,2,3,3,3,3.75,3.75,449.24
74,4,4,4,1.86,2,4,,3.4,2,3.25,568.5
74,4,4,4,1.86,2,3,3,3,2.25,2.5,383.42
74,4,4,4,1.86,2,3,3,2.8,1.25,3,437.87
74,4,4,4,1.86,2,5,5,2.8,2,2.5,536.02
74,4,4,4,1.86,2,4,4,3.4,1.75,4,425.88
74,4,4,4,1.86,2,4,4,2.2,2.5,3.75,408.51
759,9999.009,9999.009,9999,1.14,4,3,,2.8,1,1,419.96
759,9999.009,9999.009,9999,1.14,4,6,3,2.8,3,3.75,233.25
759,9999.009,9999.009,9999,1.14,4,,,3.4,4,4,365.74
759,9999.009,9999.009,9999,1.14,4,4,4,3.4,3,3.5,329.21
759,9999.009,9999.009,9999,1.14,4,5,3,2.8,2.5,3.25,503.3
759,9999.009,9999.009,9999,1.14,4,2,,3,3,3,445.9
759,9999.009,9999.009,9999,1.14,4,,,2.6,3,3.25,434.83
759,9999.009,9999.009,9999,1.14,4,6,6,2.2,3.75,4,497.46
759,9999.009,9999.009,9999,1.14,4,3,,2.8,2.5,4,474.17
759,9999.009,9999.009,9999,1.14,4,5,3,3,1,2.5,434.99
759,9999.009,9999.009,9999,1.14,4,3,3,2,3.25,3.25,383.11
759,9999.009,9999.009,9999,1.14,4,4,4,2.8,2.25,3,388.41
759,9999.009,9999.009,9999,1.14,4,3,3,2.8,2.25,3,460.85
759,9999.009,9999.009,9999,1.14,4,3,3,3.2,3.5,3,534.54
759,9999.009,9999.009,9999,1.14,4,6,2,3.6,2.25,3.25,508.29
759,9999.009,9999.009,9999,1.14,4,6,6,3,1.25,3,423.07
759,9999.009,9999.009,9999,1.14,4,3,3,2.6,2.25,3,442.78
759,9999.009,9999.009,9999,1.14,4,2,2,2.8,3.75,4,564.84
759,9999.009,9999.009,9999,1.14,4,6,6,3.4,1,4,560.4
759,9999.009,9999.009,9999,1.14,4,3,3,3.2,3,3,337.62
76,3,3,3.5,1.14,4,,,3,2.75,2.75,526.2
76,3,3,3.5,1.14,4,4,4,3.4,2,3.5,470.67
76,3,3,3.5,1.14,4,3,3,3.2,2,4,497.3
76,3,3,3.5,1.14,4,4,,2,2,2.25,464.75
76,3,3,3.5,1.14,4,3,3,2.6,2.75,3.75,550.04
76,3,3,3.5,1.14,4,3,3,2.6,1,2.25,479.55
76,3,3,3.5,1.14,4,,,3,1.75,3,348.37
76,3,3,3.5,1.14,4,4,4,3,2.25,3,611.58
76,3,3,3.5,1.14,4,3,3,2.8,1.25,2.5,484.92
76,3,3,3.5,1.14,4,3,3,1.4,2,3,503.77
76,3,3,3.5,1.14,4,5,4,3,2.75,3,379.06
76,3,3,3.5,1.14,4,3,3,3,1.25,2.25,396.35
76,3,3,3.5,1.14,4,6,3,3.4,2,3.75,523.24
76,3,3,3.5,1.14,4,6,3,3.2,2.5,4,629.49
76,3,3,3.5,1.14,4,3,3,2.6,3,3,523.94
76,3,3,3.5,1.14,4,3,2,2.6,1.75,2.75,465.21
76,3,3,3.5,1.14,4,5,5,2.8,1.75,3,392.38
76,3,3,3.5,1.14,4,4,5,3,2,3,456.02
76,3,3,3.5,1.14,4,3,3,2.2,2.25,3,604.95
76,3,3,3.5,1.14,4,6,6,2.4,2,4,596.07
76,3,3,3.5,1.14,4,3,3,2.6,2.5,3.25,587.82
77,3.009,9999,3,1.86,3,4,4,3,2.25,3.5,631.91
77,3.009,9999,3,1.86,3,5,5,2.6,2.25,2.5,504.47
77,3.009,9999,3,1.86,3,3,3,2.8,2,2,434.44
77,3.009,9999,3,1.86,3,3,3,3.8,2,2.25,619.75
77,3.009,9999,3,1.86,3,3,3,2.2,1.5,2.75,541.16
77,3.009,9999,3,1.86,3,6,6,3.4,2.5,3,616.25
77,3.009,9999,3,1.86,3,4,6,2.4,2,2.5,396.04
77,3.009,9999,3,1.86,3,3,3,3.2,1.5,1.5,585.32
77,3.009,9999,3,1.86,3,6,6,3.2,2.25,2,675.45
77,3.009,9999,3,1.86,3,5,3,2.6,2.25,2.5,572.86
77,3.009,9999,3,1.86,3,6,3,2.6,1,3,445.27
77,3.009,9999,3,1.86,3,4,4,3.4,1.5,2.25,525.66
77,3.009,9999,3,1.86,3,6,6,2.6,2.25,2.5,553.7
77,3.009,9999,3,1.86,3,3,3,3.8,3,2.75,660.88
77,3.009,9999,3,1.86,3,3,2,2.8,2,2.75,543.89
77,3.009,9999,3,1.86,3,5,5,3,1,1.25,482.66
77,3.009,9999,3,1.86,3,3,2,1,2,3,526.36
77,3.009,9999,3,1.86,3,6,6,3.8,4,4,536.1
77,3.009,9999,3,1.86,3,6,6,2.8,2.25,3,442.08
77,3.009,9999,3,1.86,3,5,6,2.6,2.75,3,479.23
77,3.009,9999,3,1.86,3,5,6,3.2,3,4,643.12
78,4,4,4,2,3,6,6,3,2,3,600.12
78,4,4,4,2,3,6,6,3,1.25,2.75,609.55
78,4,4,4,2,3,3,3,3,1.25,2.25,632.61
78,4,4,4,2,3,6,4,2.8,3.75,3.75,639.31
78,4,4,4,2,3,5,5,3,2,3,592.88
78,4,4,4,2,3,6,6,2.6,1,1.75,561.18
78,4,4,4,2,3,6,4,2.8,3.25,4,599.66
78,4,4,4,2,3,6,6,3,2.25,3.25,662.6
78,4,4,4,2,3,2,3,3,2.5,3,451.19
78,4,4,4,2,3,2,3,3.4,1,1,541.86
78,4,4,4,2,3,3,3,2.8,1.5,2.25,487.8
78,4,4,4,2,3,5,,2.8,2.25,2.75,451.58
78,4,4,4,2,3,5,6,3,4,3.5,555.1
78,4,4,4,2,3,5,4,3.2,2.25,3.25,537.89
78,4,4,4,2,3,6,5,2.6,2,2.75,533.14
78,4,4,4,2,3,3,3,3,2.25,3,575.28
79,4,4,4,1.57,4,6,6,3.6,3,3.75,551.99
79,4,4,4,1.57,4,6,6,3.6,3.75,3.75,758.79
79,4,4,4,1.57,4,3,,3.2,3,3,363.41
79,4,4,4,1.57,4,6,3,2.6,4,4,633.07
79,4,4,4,1.57,4,5,4,2.6,1.5,2.75,397.83
79,4,4,4,1.57,4,2,3,3,2,3.5,580.18
79,4,4,4,1.57,4,6,3,3.6,3,3,638.14
79,4,4,4,1.57,4,3,3,2.8,2,2.5,558.22
79,4,4,4,1.57,4,6,6,3,2,3,483.28
79,4,4,4,1.57,4,2,3,3,3,2.25,564.29
80,3,3,3,1.71,3,3,,2.8,1.5,2.75,364.11
80,3,3,3,1.71,3,3,3,3,2.25,3.25,590.78
80,3,3,3,1.71,3,3,3,3,1.75,3,493.18
80,3,3,3,1.71,3,3,3,2.6,2.25,3.75,459.21
80,3,3,3,1.71,3,3,3,3,1.75,2.25,372.52
80,3,3,3,1.71,3,1,3,3,3,3.25,576.76
80,3,3,3,1.71,3,6,3,2.8,1.75,2.75,590.93
80,3,3,3,1.71,3,3,2,3,2.75,3,435.22
80,3,3,3,1.71,3,,,3,1.5,2.25,492.16
80,3,3,3,1.71,3,6,6,2.6,2,2.75,518.57
80,3,3,3,1.71,3,6,3,2.6,2.75,2.75,389.58
80,3,3,3,1.71,3,5,6,2.6,1.75,3.75,576.52
80,3,3,3,1.71,3,6,6,3.4,2.75,3.25,523.63
80,3,3,3,1.71,3,5,5,2.8,2.25,2.25,361.93
80,3,3,3,1.71,3,3,,3,1,1.5,350.24
80,3,3,3,1.71,3,4,4,2.6,2,4,535.55
80,3,3,3,1.71,3,3,3,4,3.25,3.75,449.01
80,3,3,3,1.71,3,6,,3,2.75,3,398.54
80,3,3,3,1.71,3,,,3,3,3,565.7
80,3,3,3,1.71,3,4,4,3,2.25,2.75,469.89
80,3,3,3,1.71,3,3,3,1.4,1,3,375.95
80,3,3,3,1.71,3,6,6,2.6,2,3,568.42
80,3,3,3,1.71,3,6,,2.8,2.5,3.75,650.52
80,3,3,3,1.71,3,3,3,2.6,2,2,344.01
80,3,3,3,1.71,3,4,3,3.2,3.5,4,448.23
81,4,4,4,2.14,4,6,6,3,1.75,3.25,527.68
81,4,4,4,2.14,4,6,4,3,3,4,470.04
81,4,4,4,2.14,4,3,3,3,2.25,3.25,560.71
81,4,4,4,2.14,4,6,4,3.8,4,4,410.06
81,4,4,4,2.14,4,3,3,3.2,3,4,610.41
81,4,4,4,2.14,4,3,3,3.4,2,3,494.97
81,4,4,4,2.14,4,5,3,2.8,2.25,3,459.92
81,4,4,4,2.14,4,4,6,4,3.75,3.25,634.48
81,4,4,4,2.14,4,6,3,2.4,1.5,3,375.17
81,4,4,4,2.14,4,3,3,3,2,3,533.99
81,4,4,4,2.14,4,6,6,2.2,3.25,3.75,567.64
81,4,4,4,2.14,4,3,3,2.6,2.5,2.75,303.97
81,4,4,4,2.14,4,5,3,2.4,3,3,547.7
81,4,4,4,2.14,4,3,3,2,1.5,2.75,525.11
81,4,4,4,2.14,4,3,3,3.2,3,4,548.09
81,4,4,4,2.14,4,4,4,,1,3,469.11
81,4,4,4,2.14,4,6,6,2,4,4,542.48
81,4,4,4,2.14,4,5,6,4,4,4,640.4
81,4,4,4,2.14,4,3,2,2.6,2.25,2.5,457.03
81,4,4,4,2.14,4,2,3,3.2,2.75,4,527.06
81,4,4,4,2.14,4,3,2,3,3,3,587.51
81,4,4,4,2.14,4,3,3,1.8,2.5,2.75,475.34
81,4,4,4,2.14,4,6,6,2.4,1,2.75,523.24
81,4,4,4,2.14,4,3,2,2.4,1.25,3,532.9
81,4,4,4,2.14,4,3,3,3,3,3,482.66
81,4,4,4,2.14,4,2,3,3,2,3,499.49
81,4,4,4,2.14,4,5,3,2,2.25,3,581.74
82,3.009,9999,4,2.579,9999,6,6,2.4,1,2,508.76
82,3.009,9999,4,2.579,9999,3,3,2.8,1,1,532.2
82,3.009,9999,4,2.579,9999,3,3,3,1.25,2.75,507.51
82,3.009,9999,4,2.579,9999,1,2,3,2.5,3,383.81
82,3.009,9999,4,2.579,9999,5,4,2.8,3.75,3.75,591.71
82,3.009,9999,4,2.579,9999,3,3,2,2.25,3,387.01
82,3.009,9999,4,2.579,9999,5,6,3.4,1.5,3.25,391.37
82,3.009,9999,4,2.579,9999,4,5,2.6,2.5,3,418.09
82,3.009,9999,4,2.579,9999,3,3,3.4,2.5,3.5,481.96
82,3.009,9999,4,2.579,9999,6,3,3,2.75,4,529.09
82,3.009,9999,4,2.579,9999,4,4,3,3,3.5,412.24
82,3.009,9999,4,2.579,9999,6,6,3,1.25,2.5,532.51
82,3.009,9999,4,2.579,9999,4,4,2.6,2.75,3.25,287.77
82,3.009,9999,4,2.579,9999,3,3,2.6,2,3,474.09
82,3.009,9999,4,2.579,9999,4,4,3,3,3,455.32
82,3.009,9999,4,2.579,9999,2,2,2.8,3,3,351.41
82,3.009,9999,4,2.579,9999,6,6,3,2,2.25,701.93
82,3.009,9999,4,2.579,9999,6,6,3,2,3.5,356.86
82,3.009,9999,4,2.579,9999,6,5,2.6,2.75,3.25,604.18
82,3.009,9999,4,2.579,9999,6,6,3,2.75,4,510.08
82,3.009,9999,4,2.579,9999,3,3,2.8,2,3,358.97
82,3.009,9999,4,2.579,9999,,3,2.8,2.75,2,338.17
82,3.009,9999,4,2.579,9999,4,2,3,2,3.25,399.16
839,9999.009,9999.009,9999.009,9999.009,9999,5,5,4,3.25,3.25,733.63
839,9999.009,9999.009,9999.009,9999.009,9999,5,3,2.2,3.25,4,585.48
839,9999.009,9999.009,9999.009,9999.009,9999,5,5,2.4,3,3.5,641.64
839,9999.009,9999.009,9999.009,9999.009,9999,6,6,,,,562.5
839,9999.009,9999.009,9999.009,9999.009,9999,3,3,2.6,2.25,3.25,629.1
839,9999.009,9999.009,9999.009,9999.009,9999,3,3,3.6,3.25,3.75,524.72
839,9999.009,9999.009,9999.009,9999.009,9999,6,6,3,3,4,683.24
839,9999.009,9999.009,9999.009,9999.009,9999,6,6,3.4,3,3.75,626.37
839,9999.009,9999.009,9999.009,9999.009,9999,3,3,3,2,2.75,484.06
839,9999.009,9999.009,9999.009,9999.009,9999,3,3,3,1.25,2.75,356.16
839,9999.009,9999.009,9999.009,9999.009,9999,3,3,3.2,1,2.25,527.06
839,9999.009,9999.009,9999.009,9999.009,9999,5,3,,,,393.71
839,9999.009,9999.009,9999.009,9999.009,9999,3,3,3.6,2.75,4,492.4
84,3,3,3.5,2.009,9999,2,3,3,2.5,3,635.41
84,3,3,3.5,2.009,9999,2,1,3,1.75,3.5,543.42
84,3,3,3.5,2.009,9999,2,,1.2,2.5,2.75,282.16
84,3,3,3.5,2.009,9999,,,3,2.75,3,405.55
84,3,3,3.5,2.009,9999,3,,3.4,2,3,331.24
84,3,3,3.5,2.009,9999,4,4,2.8,3.25,3.75,568.42
84,3,3,3.5,2.009,9999,6,3,2.8,2,3,514.44
84,3,3,3.5,2.009,9999,6,4,3.2,4,4,713.3
84,3,3,3.5,2.009,9999,3,3,3.2,2,3,562.11
84,3,3,3.5,2.009,9999,2,3,2.6,1.5,3.75,515.06
84,3,3,3.5,2.009,9999,2,3,2,3,4,409.28
84,3,3,3.5,2.009,9999,2,2,2.8,2,3,441.38
84,3,3,3.5,2.009,9999,6,3,2.2,1,3,571.85
84,3,3,3.5,2.009,9999,5,5,2.8,2.5,2.25,354.84
84,3,3,3.5,2.009,9999,3,2,3.8,2,2.75,478.38
84,3,3,3.5,2.009,9999,4,4,3,2,2.75,444.49
84,3,3,3.5,2.009,9999,3,3,2.2,1,3.25,410.69
84,3,3,3.5,2.009,9999,2,2,3,2.5,3.75,545.13
84,3,3,3.5,2.009,9999,4,4,2,2.5,4,348.37
84,3,3,3.5,2.009,9999,4,4,3.2,3.25,4,460.07
84,3,3,3.5,2.009,9999,4,1,2.8,2.75,3.75,621.7
85,3,3,3.5,2.43,3,2,3,3,2.5,3,469.26
85,3,3,3.5,2.43,3,2,3,2.4,2.25,2.75,421.98
85,3,3,3.5,2.43,3,2,2,3.2,3,3.75,327.34
85,3,3,3.5,2.43,3,4,4,3,2,2.5,404.92
85,3,3,3.5,2.43,3,3,2,2.6,1.75,3,394.64
85,3,3,3.5,2.43,3,3,3,3,2,3,505.25
85,3,3,3.5,2.43,3,1,1,3,3,4,511.09
85,3,3,3.5,2.43,3,4,4,2.8,2.75,3.75,470.2
85,3,3,3.5,2.43,3,,,2.8,2,3.25,406.4
85,3,3,3.5,2.43,3,3,3,3.2,2.75,3.25,423.85
85,3,3,3.5,2.43,3,4,1,3,3,3,507.28
85,3,3,3.5,2.43,3,2,2,3.4,3.5,3.75,385.68
85,3,3,3.5,2.43,3,4,5,3.2,2,2.75,428.21
85,3,3,3.5,2.43,3,5,5,2.4,2.75,2.25,324.93
85,3,3,3.5,2.43,3,2,3,3,1.75,2.5,530.96
85,3,3,3.5,2.43,3,4,,2.8,1,3.75,409.36
85,3,3,3.5,2.43,3,6,4,3.4,2.25,2.75,525.66
85,3,3,3.5,2.43,3,1,2,2.8,2,3,441.38
85,3,3,3.5,2.43,3,,3,3.6,3,3.25,368.55
85,3,3,3.5,2.43,3,,,3,,,324.23
85,3,3,3.5,2.43,3,3,2,3,1.75,2.5,485.08
85,3,3,3.5,2.43,3,3,3,3.2,1.25,3.25,479.39
85,3,3,3.5,2.43,3,2,2,2.4,2.25,2.5,377.5
86,3,3,3.5,1.29,3,6,6,3,2,4,538.74
86,3,3,3.5,1.29,3,6,5,3.6,3.5,4,534.93
86,3,3,3.5,1.29,3,6,3,3.6,2.75,4,530.8
86,3,3,3.5,1.29,3,4,4,2.4,1,2.75,484.22
86,3,3,3.5,1.29,3,3,3,3.6,1.25,2.75,544.27
86,3,3,3.5,1.29,3,3,3,3.4,3,3.25,501.98
86,3,3,3.5,1.29,3,6,6,3,1.5,3.25,517.71
86,3,3,3.5,1.29,3,6,3,3.2,1.25,2.25,462.1
86,3,3,3.5,1.29,3,3,3,2.6,1.75,2.5,439.66
86,3,3,3.5,1.29,3,3,3,3,2.75,3,487.02
86,3,3,3.5,1.29,3,6,3,2.4,1.25,2.25,563.67
86,3,3,3.5,1.29,3,6,6,2.8,2,2.75,550.12
86,3,3,3.5,1.29,3,6,3,3.4,1,1.75,620.92
86,3,3,3.5,1.29,3,5,3,3.6,1.25,3,477.99
86,3,3,3.5,1.29,3,6,6,3.6,2.75,3,543.57
86,3,3,3.5,1.29,3,,,1.2,1.75,3.25,193.36
879,9999.009,9999.009,9999.009,9999.009,9999,3,3,3,2.75,3.25,402.12
879,9999.009,9999.009,9999.009,9999.009,9999,3,,2.4,3.75,3.25,511.48
879,9999.009,9999.009,9999.009,9999.009,9999,5,3,2.8,1,2.75,644.29
879,9999.009,9999.009,9999.009,9999.009,9999,6,3,3,2.75,3.25,494.03
879,9999.009,9999.009,9999.009,9999.009,9999,6,3,3.4,2.5,3.75,664.23
879,9999.009,9999.009,9999.009,9999.009,9999,6,6,3,2,3,415.28
879,9999.009,9999.009,9999.009,9999.009,9999,3,3,3.6,3.33,4,577.77
879,9999.009,9999.009,9999.009,9999.009,9999,6,3,1.8,3.75,4,338.48
879,9999.009,9999.009,9999.009,9999.009,9999,3,3,3,2.75,3,499.41
879,9999.009,9999.009,9999.009,9999.009,9999,,,3.4,3.25,3.75,528.46
879,9999.009,9999.009,9999.009,9999.009,9999,4,4,3,1,1.5,424.08
879,9999.009,9999.009,9999.009,9999.009,9999,6,6,3.8,2.25,3.75,615.55
879,9999.009,9999.009,9999.009,9999.009,9999,3,3,3,3.25,3.75,523.94
879,9999.009,9999.009,9999.009,9999.009,9999,6,3,2.2,2,3,563.36
879,9999.009,9999.009,9999.009,9999.009,9999,3,,3.2,2.25,4,375.17
879,9999.009,9999.009,9999.009,9999.009,9999,4,3,2.8,2,3,514.21
879,9999.009,9999.009,9999.009,9999.009,9999,,,,,,520.21
879,9999.009,9999.009,9999.009,9999.009,9999,3,3,2.4,2.75,3,520.05
879,9999.009,9999.009,9999.009,9999.009,9999,3,3,2.8,2.5,2.75,514.68
879,9999.009,9999.009,9999.009,9999.009,9999,3,3,3,3,4,467.71
879,9999.009,9999.009,9999.009,9999.009,9999,3,3,2.8,1.5,3,416.3
88,3,2.75,3.5,1.86,3,3,3,3,2,3,375.95
88,3,2.75,3.5,1.86,3,3,3,3,1.5,3,373.77
88,3,2.75,3.5,1.86,3,6,4,2.8,3,3.5,339.96
88,3,2.75,3.5,1.86,3,3,,3.2,3.25,3.75,400.56
88,3,2.75,3.5,1.86,3,,,3,2.75,3,483.44
88,3,2.75,3.5,1.86,3,,,3.2,3.25,3.5,431.64
88,3,2.75,3.5,1.86,3,,2,3,2.25,2.25,374.47
88,3,2.75,3.5,1.86,3,1,1,3,3,3,399.7
88,3,2.75,3.5,1.86,3,1,,3.6,2.25,2.5,401.34
88,3,2.75,3.5,1.86,3,2,,3,3,4,505.64
88,3,2.75,3.5,1.86,3,1,1,3.8,3.5,3.5,328.28
88,3,2.75,3.5,1.86,3,5,2,2.6,1.5,3.25,388.49
